mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
91	91	541	541	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	1162							
91	91	1083/2	1083/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	1163							
91	91	542	542	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	1164							
91	91	1085/2	1085/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	1165							
91	91	543	543	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	1166							
91	91	1087/2	1087/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	1167							
91	91	544	544	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	1168							
91	91	1089/2	1089/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	1169							
91	91	545	545	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	1170							
91	91	1091/2	1091/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	1171							
92	92	546	546	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	1172							
92	92	1093/2	1093/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	1173							
92	92	547	547	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	1174							
92	92	1095/2	1095/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	1175							
92	92	548	548	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	1176							
92	92	1097/2	1097/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	1177							
92	92	549	549	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	1178							
92	92	1099/2	1099/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	1179							
92	92	550	550	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	1180							
92	92	1101/2	1101/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	1181							
92	92	551	551	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	1182							
92	92	1103/2	1103/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	1183							
93	93	552	552	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	1184							
93	93	1105/2	1105/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	1185							
93	93	553	553	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	1186							
93	93	1107/2	1107/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	1187							
93	93	554	554	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	1188							
93	93	1109/2	1109/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	1189							
93	93	555	555	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	1190							
93	93	1111/2	1111/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	1191							
93	93	556	556	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	1192							
93	93	1113/2	1113/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	1193							
93	93	557	557	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	1194							
93	93	1115/2	1115/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	1195							
94	94	558	558	0.25	0	0	Chord	12/8	1	1	1/16	1/16	1	1196							346
94	94	2233/4	2233/4	0.25	1/16	1/16	Chord	12/8	1	1	1/16	1/16	1	1197							346
94	94	1117/2	1117/2	0.25	1/8	1/8	Chord	12/8	1	1	1/16	1/16	1	1198							346
94	94	2235/4	2235/4	0.25	3/16	3/16	Chord	12/8	1	1	1/16	1/16	1	1199							346
94	94	559	559	0.25	1/4	1/4	Chord	12/8	1	1	1/16	1/16	1	1200							346
94	94	2237/4	2237/4	0.25	5/16	5/16	Chord	12/8	1	1	1/16	1/16	1	1201							
94	94	1119/2	1119/2	0.25	3/8	3/8	Chord	12/8	1	1	1/16	1/16	1	1202							347
94	94	2239/4	2239/4	0.25	7/16	7/16	Chord	12/8	1	1	1/16	1/16	1	1203							
94	94	560	560	0.25	1/2	1/2	Chord	12/8	1	1	1/16	1/16	1	1204							348
94	94	2241/4	2241/4	0.25	9/16	9/16	Chord	12/8	1	1	1/16	1/16	1	1205							
94	94	1121/2	1121/2	0.25	5/8	5/8	Chord	12/8	1	1	1/16	1/16	1	1206							349
94	94	2243/4	2243/4	0.25	11/16	11/16	Chord	12/8	1	1	1/16	1/16	1	1207							
94	94	561	561	0.25	3/4	3/4	Chord	12/8	1	1	1/16	1/16	1	1208							350
94	94	2245/4	2245/4	0.25	13/16	13/16	Chord	12/8	1	1	1/16	1/16	1	1209							
94	94	1123/2	1123/2	0.25	7/8	7/8	Chord	12/8	1	1	1/16	1/16	1	1210							351
94	94	2247/4	2247/4	0.25	15/16	15/16	Chord	12/8	1	1	1/16	1/16	1	1211							
94	94	562	562	0.25	1	1	Chord	12/8	1	1	1/16	1/16	1	1212							352
94	94	2249/4	2249/4	0.25	17/16	17/16	Chord	12/8	1	1	1/16	1/16	1	1213							
94	94	1125/2	1125/2	0.25	9/8	9/8	Chord	12/8	1	1	1/16	1/16	1	1214							353
94	94	2251/4	2251/4	0.25	19/16	19/16	Chord	12/8	1	1	1/16	1/16	1	1215							
94	94	563	563	0.25	5/4	5/4	Chord	12/8	1	1	1/16	1/16	1	1216							354
94	94	2253/4	2253/4	0.25	21/16	21/16	Chord	12/8	1	1	1/16	1/16	1	1217							
94	94	1127/2	1127/2	0.25	11/8	11/8	Chord	12/8	1	1	1/16	1/16	1	1218							355
94	94	2255/4	2255/4	0.25	23/16	23/16	Chord	12/8	1	1	1/16	1/16	1	1219							
95	95	564	564	0.25	0	0	Chord	12/8	1	1	1/16	1/16	1	1220							356
95	95	2257/4	2257/4	0.25	1/16	1/16	Chord	12/8	1	1	1/16	1/16	1	1221							356
95	95	1129/2	1129/2	0.25	1/8	1/8	Chord	12/8	1	1	1/16	1/16	1	1222							356
95	95	2259/4	2259/4	0.25	3/16	3/16	Chord	12/8	1	1	1/16	1/16	1	1223							356
95	95	565	565	0.25	1/4	1/4	Chord	12/8	1	1	1/16	1/16	1	1224							356
95	95	2261/4	2261/4	0.25	5/16	5/16	Chord	12/8	1	1	1/16	1/16	1	1225							
95	95	1131/2	1131/2	0.25	3/8	3/8	Chord	12/8	1	1	1/16	1/16	1	1226							357
95	95	2263/4	2263/4	0.25	7/16	7/16	Chord	12/8	1	1	1/16	1/16	1	1227							
95	95	566	566	0.25	1/2	1/2	Chord	12/8	1	1	1/16	1/16	1	1228							358
95	95	2265/4	2265/4	0.25	9/16	9/16	Chord	12/8	1	1	1/16	1/16	1	1229							
95	95	1133/2	1133/2	0.25	5/8	5/8	Chord	12/8	1	1	1/16	1/16	1	1230							359
95	95	2267/4	2267/4	0.25	11/16	11/16	Chord	12/8	1	1	1/16	1/16	1	1231							
95	95	567	567	0.25	3/4	3/4	Chord	12/8	1	1	1/16	1/16	1	1232							360
95	95	2269/4	2269/4	0.25	13/16	13/16	Chord	12/8	1	1	1/16	1/16	1	1233							
95	95	1135/2	1135/2	0.25	7/8	7/8	Chord	12/8	1	1	1/16	1/16	1	1234							361
95	95	2271/4	2271/4	0.25	15/16	15/16	Chord	12/8	1	1	1/16	1/16	1	1235							
95	95	568	568	0.25	1	1	Chord	12/8	1	1	1/16	1/16	1	1236							362
95	95	2273/4	2273/4	0.25	17/16	17/16	Chord	12/8	1	1	1/16	1/16	1	1237							
95	95	1137/2	1137/2	0.25	9/8	9/8	Chord	12/8	1	1	1/16	1/16	1	1238							363
95	95	2275/4	2275/4	0.25	19/16	19/16	Chord	12/8	1	1	1/16	1/16	1	1239							
95	95	569	569	0.25	5/4	5/4	Chord	12/8	1	1	1/16	1/16	1	1240							364
95	95	2277/4	2277/4	0.25	21/16	21/16	Chord	12/8	1	1	1/16	1/16	1	1241							
95	95	1139/2	1139/2	0.25	11/8	11/8	Chord	12/8	1	1	1/16	1/16	1	1242							365
95	95	2279/4	2279/4	0.25	23/16	23/16	Chord	12/8	1	1	1/16	1/16	1	1243							
96	96	570	570	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	1244							366
96	96	1141/2	1141/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	1245							366
96	96	571	571	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	1246							
96	96	1143/2	1143/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	1247							367
96	96	572	572	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	1248							367
96	96	1145/2	1145/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	1249							
96	96	573	573	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	1250							368
96	96	1147/2	1147/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	1251							368
96	96	574	574	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	1252							
96	96	1149/2	1149/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	1253							369
96	96	575	575	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	1254							369
96	96	1151/2	1151/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	1255							
97	97	576	576	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	1256							370
97	97	1153/2	1153/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	1257							370
97	97	577	577	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	1258							
97	97	1155/2	1155/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	1259							371
97	97	578	578	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	1260							371
97	97	1157/2	1157/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	1261							
97	97	579	579	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	1262							372
97	97	1159/2	1159/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	1263							372
97	97	580	580	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	1264							
97	97	1161/2	1161/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	1265							373
97	97	581	581	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	1266							373
97	97	1163/2	1163/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	1267							
98	98	582	582	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	1268							374
98	98	1165/2	1165/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	1269							374
98	98	583	583	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	1270							
98	98	1167/2	1167/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	1271							375
98	98	584	584	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	1272							375
98	98	1169/2	1169/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	1273							
98	98	585	585	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	1274							
98	98	1173/2	1173/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	1275							
98	98	585	585	0.5	3/4	3/4	Chord	12/8	1	2	1/8	1/8	1	1276							
98	98	1173/2	1173/2	0.5	9/8	9/8	Chord	12/8	1	2	1/8	1/8	1	1277							
98	98	585	585	0.5	3/4	3/4	Chord	12/8	1	3	1/8	1/8	1	1278							
98	98	1173/2	1173/2	0.5	9/8	9/8	Chord	12/8	1	3	1/8	1/8	1	1279							
99	99	588	588	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	1280							
99	99	1179/2	1179/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	1281							
99	99	591	591	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	1282							
99	99	1185/2	1185/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	1283							
99	99	588	588	0.5	0	0	Chord	12/8	1	2	1/8	1/8	1	1284							
99	99	1179/2	1179/2	0.5	3/8	3/8	Chord	12/8	1	2	1/8	1/8	1	1285							
99	99	591	591	0.5	3/4	3/4	Chord	12/8	1	2	1/8	1/8	1	1286							
99	99	1185/2	1185/2	0.5	9/8	9/8	Chord	12/8	1	2	1/8	1/8	1	1287							
99	99	588	588	0.5	0	0	Chord	12/8	1	3	1/8	1/8	1	1288							
99	99	1179/2	1179/2	0.5	3/8	3/8	Chord	12/8	1	3	1/8	1/8	1	1289							
99	99	591	591	0.5	3/4	3/4	Chord	12/8	1	3	1/8	1/8	1	1290							
99	99	1185/2	1185/2	0.5	9/8	9/8	Chord	12/8	1	3	1/8	1/8	1	1291							
100	100	594	594	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	1292							376
100	100	1189/2	1189/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	1293							376
100	100	595	595	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	1294							
100	100	1191/2	1191/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	1295							377
100	100	596	596	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	1296							377
100	100	1193/2	1193/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	1297							
100	100	597	597	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	1298							378
100	100	1195/2	1195/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	1299							378
100	100	598	598	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	1300							
100	100	1197/2	1197/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	1301							379
100	100	599	599	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	1302							379
100	100	1199/2	1199/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	1303							
101	101	600	600	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	1304							380
101	101	1201/2	1201/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	1305							380
101	101	601	601	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	1306							
101	101	1203/2	1203/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	1307							381
101	101	602	602	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	1308							381
101	101	1205/2	1205/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	1309							
101	101	603	603	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	1310							382
101	101	1207/2	1207/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	1311							382
101	101	604	604	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	1312							
101	101	1209/2	1209/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	1313							383
101	101	605	605	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	1314							383
101	101	1211/2	1211/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	1315							
102	102	606	606	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	1316							384
102	102	1213/2	1213/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	1317							384
102	102	607	607	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	1318							
102	102	1215/2	1215/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	1319							385
102	102	608	608	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	1320							385
102	102	1217/2	1217/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	1321							
102	102	609	609	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	1322							
102	102	1219/2	1219/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	1323							
102	102	610	610	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	1324							
102	102	1221/2	1221/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	1325							386
102	102	611	611	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	1326							386
102	102	1223/2	1223/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	1327							
103	103	612	612	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	1328							387
103	103	1225/2	1225/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	1329							387
103	103	613	613	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	1330							
103	103	1227/2	1227/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	1331							388
103	103	614	614	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	1332							388
103	103	1229/2	1229/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	1333							
103	103	615	615	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	1334							389
103	103	1231/2	1231/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	1335							389
103	103	616	616	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	1336							
103	103	1233/2	1233/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	1337							390
103	103	617	617	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	1338							390
103	103	1235/2	1235/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	1339							
104	104	618	618	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	1340							391
104	104	1237/2	1237/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	1341							391
104	104	619	619	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	1342							
104	104	1239/2	1239/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	1343							392
104	104	620	620	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	1344							392
104	104	1241/2	1241/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	1345							
104	104	621	621	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	1346							393
104	104	1243/2	1243/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	1347							393
104	104	622	622	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	1348							
104	104	1245/2	1245/2	1.5	9/8	9/8	Chord	12/8	1	1	3/8	1/4	3/2	1349							
