mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
25	25	289/2	289/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	289							
25	25	145	145	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	290							
25	25	291/2	291/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	291							97
25	25	146	146	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	292							
25	25	293/2	293/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	293							
25	25	147	147	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	294							98
25	25	295/2	295/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	295							
25	25	148	148	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	296							
25	25	297/2	297/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	297							99
25	25	149	149	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	298							
25	25	299/2	299/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	299							
26	26	150	150	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	300							100
26	26	301/2	301/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	301							
26	26	151	151	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	302							
26	26	303/2	303/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	303							101
26	26	152	152	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	304							
26	26	305/2	305/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	305							
26	26	153	153	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	306							102
26	26	307/2	307/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	307							
26	26	154	154	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	308							
26	26	309/2	309/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	309							103
26	26	155	155	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	310							
26	26	311/2	311/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	311							
27	27	156	156	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	312							104
27	27	313/2	313/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	313							
27	27	157	157	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	314							
27	27	315/2	315/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	315							105
27	27	158	158	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	316							
27	27	317/2	317/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	317							
27	27	159	159	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	318							106
27	27	319/2	319/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	319							
27	27	160	160	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	320							
27	27	321/2	321/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	321							107
27	27	161	161	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	322							
27	27	323/2	323/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	323							
28	28	162	162	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	324							108
28	28	325/2	325/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	325							
28	28	163	163	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	326							
28	28	327/2	327/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	327							109
28	28	164	164	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	328							
28	28	329/2	329/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	329							
28	28	165	165	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	330							110
28	28	331/2	331/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	331							
28	28	166	166	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	332							
28	28	333/2	333/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	333							111
28	28	167	167	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	334							
28	28	335/2	335/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	335							
29	29	168	168	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	336							112
29	29	337/2	337/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	337							
29	29	169	169	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	338							
29	29	339/2	339/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	339							113
29	29	170	170	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	340							
29	29	341/2	341/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	341							
29	29	171	171	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	342							114
29	29	343/2	343/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	343							
29	29	172	172	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	344							
29	29	345/2	345/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	345							115
29	29	173	173	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	346							
29	29	347/2	347/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	347							
30	30	174	174	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	348							116
30	30	349/2	349/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	349							
30	30	175	175	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	350							
30	30	351/2	351/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	351							117
30	30	176	176	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	352							
30	30	353/2	353/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	353							
30	30	177	177	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	354							118
30	30	355/2	355/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	355							
30	30	178	178	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	356							
30	30	357/2	357/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	357							119
30	30	179	179	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	358							
30	30	359/2	359/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	359							
31	31	180	180	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	360							120
31	31	361/2	361/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	361							
31	31	181	181	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	362							
31	31	363/2	363/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	363							121
31	31	182	182	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	364							
31	31	365/2	365/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	365							
31	31	183	183	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	366							122
31	31	367/2	367/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	367							
31	31	184	184	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	368							
31	31	369/2	369/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	369							123
31	31	185	185	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	370							
31	31	371/2	371/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	371							
32	32	186	186	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	372							124
32	32	373/2	373/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	373							
32	32	187	187	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	374							
32	32	375/2	375/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	375							125
32	32	188	188	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	376							
32	32	377/2	377/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	377							
32	32	189	189	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	378							
32	32	379/2	379/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	379							126
32	32	190	190	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	380							126
32	32	381/2	381/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	381							126
32	32	191	191	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	382							126
32	32	383/2	383/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	383							
33	33	192	192	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	384							127
33	33	385/2	385/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	385							127
33	33	193	193	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	386							
33	33	387/2	387/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	387							128
33	33	194	194	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	388							128
33	33	389/2	389/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	389							
33	33	195	195	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	390							129
33	33	391/2	391/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	391							129
33	33	196	196	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	392							
33	33	393/2	393/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	393							130
33	33	197	197	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	394							130
33	33	395/2	395/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	395							
34	34	198	198	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	396							131
34	34	397/2	397/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	397							131
34	34	199	199	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	398							
34	34	399/2	399/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	399							132
34	34	200	200	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	400							132
34	34	401/2	401/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	401							
34	34	201	201	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	402							133
34	34	403/2	403/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	403							133
34	34	202	202	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	404							
34	34	405/2	405/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	405							134
34	34	203	203	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	406							134
34	34	407/2	407/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	407							
35	35	204	204	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	408							135
35	35	409/2	409/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	409							135
35	35	205	205	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	410							
35	35	411/2	411/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	411							136
35	35	206	206	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	412							136
35	35	413/2	413/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	413							
35	35	207	207	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	414							137
35	35	415/2	415/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	415							137
35	35	208	208	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	416							
35	35	417/2	417/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	417							138
35	35	209	209	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	418							138
35	35	419/2	419/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	419							
36	36	210	210	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	420							139
36	36	421/2	421/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	421							139
36	36	211	211	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	422							
36	36	423/2	423/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	423							140
36	36	212	212	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	424							140
36	36	425/2	425/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	425							
36	36	213	213	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	426							141
36	36	427/2	427/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	427							141
36	36	214	214	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	428							
36	36	429/2	429/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	429							142
36	36	215	215	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	430							142
36	36	431/2	431/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	431							
37	37	216	216	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	432							143
37	37	433/2	433/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	433							143
37	37	217	217	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	434							
37	37	435/2	435/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	435							144
37	37	218	218	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	436							144
37	37	437/2	437/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	437							
37	37	219	219	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	438							145
37	37	439/2	439/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	439							145
37	37	220	220	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	440							
37	37	441/2	441/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	441							146
37	37	221	221	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	442							146
37	37	443/2	443/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	443							
38	38	222	222	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	444							147
38	38	445/2	445/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	445							147
38	38	223	223	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	446							
38	38	447/2	447/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	447							148
38	38	224	224	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	448							148
38	38	449/2	449/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	449							
38	38	225	225	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	450							149
38	38	451/2	451/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	451							149
38	38	226	226	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	452							
38	38	453/2	453/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	453							150
38	38	227	227	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	454							150
38	38	455/2	455/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	455							
39	39	228	228	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	456							151
39	39	457/2	457/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	457							151
39	39	229	229	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	458							
39	39	459/2	459/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	459							152
39	39	230	230	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	460							152
39	39	461/2	461/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	461							
39	39	231	231	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	462							153
39	39	463/2	463/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	463							153
39	39	232	232	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	464							
39	39	465/2	465/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	465							154
39	39	233	233	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	466							154
39	39	467/2	467/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	467							
40	40	234	234	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	468							155
40	40	469/2	469/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	469							155
40	40	235	235	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	470							
40	40	471/2	471/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	471							156
40	40	236	236	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	472							156
40	40	473/2	473/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	473							
40	40	237	237	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	474							157
40	40	475/2	475/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	475							157
40	40	238	238	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	476							
40	40	477/2	477/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	477							158
40	40	239	239	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	478							158
40	40	479/2	479/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	479							
41	41	240	240	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	480							159
41	41	481/2	481/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	481							159
41	41	241	241	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	482							
41	41	483/2	483/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	483							160
41	41	242	242	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	484							160
41	41	485/2	485/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	485							
41	41	243	243	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	486							161
41	41	487/2	487/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	487							161
41	41	244	244	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	488							
41	41	489/2	489/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	489							162
41	41	245	245	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	490							162
41	41	491/2	491/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	491							
42	42	246	246	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	492							163
42	42	493/2	493/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	493							163
42	42	247	247	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	494							
42	42	495/2	495/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	495							164
42	42	248	248	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	496							164
42	42	497/2	497/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	497							
42	42	249	249	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	498							165
42	42	499/2	499/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	499							165
42	42	250	250	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	500							
42	42	501/2	501/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	501							166
42	42	251	251	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	502							166
42	42	503/2	503/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	503							
43	43	252	252	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	504							167
43	43	505/2	505/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	505							167
43	43	253	253	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	506							
43	43	507/2	507/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	507							168
43	43	254	254	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	508							168
43	43	509/2	509/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	509							
43	43	255	255	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	510							169
43	43	511/2	511/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	511							169
43	43	256	256	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	512							
43	43	513/2	513/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	513							170
43	43	257	257	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	514							170
43	43	515/2	515/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	515							
44	44	258	258	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	516							171
44	44	517/2	517/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	517							171
44	44	259	259	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	518							
44	44	519/2	519/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	519							172
44	44	260	260	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	520							172
44	44	521/2	521/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	521							
44	44	261	261	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	522							173
44	44	523/2	523/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	523							173
44	44	262	262	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	524							
44	44	525/2	525/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	525							174
44	44	263	263	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	526							174
44	44	527/2	527/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	527							
45	45	264	264	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	528							175
45	45	529/2	529/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	529							175
45	45	265	265	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	530							
45	45	531/2	531/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	531							176
45	45	266	266	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	532							176
45	45	533/2	533/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	533							
45	45	267	267	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	534							177
45	45	535/2	535/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	535							177
45	45	268	268	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	536							
45	45	537/2	537/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	537							178
45	45	269	269	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	538							178
45	45	539/2	539/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	539							
46	46	270	270	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	540							179
46	46	541/2	541/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	541							179
46	46	271	271	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	542							
46	46	543/2	543/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	543							180
46	46	272	272	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	544							180
46	46	545/2	545/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	545							
46	46	273	273	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	546							181
46	46	547/2	547/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	547							181
46	46	274	274	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	548							
46	46	549/2	549/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	549							182
46	46	275	275	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	550							182
46	46	551/2	551/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	551							
47	47	276	276	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	552							183
47	47	553/2	553/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	553							183
47	47	277	277	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	554							
47	47	555/2	555/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	555							184
47	47	278	278	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	556							184
47	47	557/2	557/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	557							
47	47	279	279	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	558							185
47	47	559/2	559/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	559							185
47	47	280	280	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	560							
47	47	561/2	561/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	561							186
47	47	281	281	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	562							186
47	47	563/2	563/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	563							
48	48	282	282	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	564							187
48	48	565/2	565/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	565							187
48	48	283	283	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	566							
48	48	567/2	567/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	567							188
48	48	284	284	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	568							188
48	48	569/2	569/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	569							
48	48	285	285	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	570							189
48	48	571/2	571/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	571							189
48	48	286	286	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	572							
48	48	573/2	573/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	573							190
48	48	287	287	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	574							190
48	48	575/2	575/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	575							
49	49	288	288	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	576							191
49	49	577/2	577/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	577							191
49	49	289	289	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	578							
49	49	579/2	579/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	579							192
49	49	290	290	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	580							192
49	49	581/2	581/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	581							
49	49	291	291	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	582							193
49	49	583/2	583/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	583							193
49	49	292	292	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	584							
