mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:prallprall
2	2	35/8	35/8	0.125	3/32	3/32	Chord	4/4	1	1	1/32	1/32	1	21								
2	2	9/2	9/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	22								
2	2	19/4	19/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32	1/32	1	23							2	
2	2	39/8	39/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32	1/32	1	24								
2	2	5	5	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	25							3	
2	2	11/2	11/2	0.125	3/8	3/8	Chord	4/4	1	1	1/32	1/32	1	26	ornamentTrill							
2	2	45/8	45/8	0.125	13/32	13/32	Chord	4/4	1	1	1/32	1/32	1	27								
2	2	23/4	23/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	28								
2	2	6	6	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	29	ornamentTrill							
2	2	13/2	13/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	30							4	
2	2	27/4	27/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	31								
2	2	7	7	0.375	3/4	3/4	Chord	4/4	1	1	3/32	1/16	3/2	32								
2	2	59/8	59/8	0.125	27/32	27/32	Chord	4/4	1	1	1/32	1/32	1	33							5	
2	2	15/2	15/2	0.125	7/8	7/8	Chord	4/4	1	1	1/32	1/32	1	34							5	
2	2	61/8	61/8	0.125	29/32	29/32	Chord	4/4	1	1	1/32	1/32	1	35							5	
2	2	31/4	31/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32	1/32	1	36							5	
2	2	63/8	63/8	0.0625	31/32	31/32	Chord	4/4	1	1	1/64	1/64	1	37							5	
2	2	127/16	127/16	0.0625	63/64	63/64	Chord	4/4	1	1	1/64	1/64	1	38								
2	2	4	4	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	39								
2	2	5	5	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	40								
2	2	7	7	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	41								
2	2	4	4	0.5	0	0	Chord	4/4	1	3	1/8	1/8	1	42								
3	3	8	8	0.125	0	0	Chord	4/4	1	1	1/32	1/32	1	43							6	
3	3	65/8	65/8	0.125	1/32	1/32	Chord	4/4	1	1	1/32	1/32	1	44							6	
3	3	33/4	33/4	0.125	1/16	1/16	Chord	4/4	1	1	1/32	1/32	1	45							6	
3	3	67/8	67/8	0.125	3/32	3/32	Chord	4/4	1	1	1/32	1/32	1	46							6	
3	3	17/2	17/2	0.125	1/8	1/8	Chord	4/4	1	1	1/32	1/32	1	47							6	
3	3	69/8	69/8	0.125	5/32	5/32	Chord	4/4	1	1	1/32	1/32	1	48							6	
3	3	35/4	35/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32	1/32	1	49							6	
3	3	71/8	71/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32	1/32	1	50								
3	3	9	9	0.75	1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	51	ornamentTrill							
3	3	39/4	39/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32	1/32	1	52							7	
3	3	79/8	79/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32	1/32	1	53								
3	3	10	10	0.375	1/2	1/2	Chord	4/4	1	1	3/32	1/16	3/2	54								
3	3	83/8	83/8	0.125	19/32	19/32	Chord	4/4	1	1	1/32	1/32	1	55							8	
3	3	21/2	21/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	56							8	
3	3	43/4	43/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32	1/32	1	57							8	
3	3	87/8	87/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32	1/32	1	58								
3	3	11	11	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	59							9	
3	3	23/2	23/2	0.125	7/8	7/8	Chord	4/4	1	1	1/32	1/32	1	60	ornamentTrill							
3	3	93/8	93/8	0.125	29/32	29/32	Chord	4/4	1	1	1/32	1/32	1	61								
3	3	47/4	47/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	62								
3	3	10	10	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	63								
3	3	10	10	0.5	1/2	1/2	Chord	4/4	1	3	1/8	1/8	1	64								
4	4	12	12	0.75	0	0	Chord	4/4	1	1	3/16	1/8	3/2	65								
4	4	51/4	51/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	66								
4	4	13	13	0.125	1/4	1/4	Chord	4/4	1	1	1/32	1/32	1	67							10	
4	4	105/8	105/8	0.25	9/32	9/32	Chord	4/4	1	1	1/16	1/16	1	68							10	
4	4	107/8	107/8	0.125	11/32	11/32	Chord	4/4	1	1	1/32	1/32	1	69							10	
4	4	27/2	27/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	70							10	
4	4	55/4	55/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32	1/32	1	71							10	
4	4	111/8	111/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32	1/32	1	72								
4	4	14	14	0.1875	1/2	1/2	Chord	4/4	1	1	3/64	1/32	3/2	73								
4	4	227/16	227/16	0.0625	35/64	35/64	Chord	4/4	1	1	1/64	1/64	1	74							11	
4	4	57/4	57/4	0.125	9/16	9/16	Chord	4/4	1	1	1/32	1/32	1	75							11	
4	4	115/8	115/8	0.125	19/32	19/32	Chord	4/4	1	1	1/32	1/32	1	76							11	
4	4	29/2	29/2	0.125	5/8	5/8	Chord	4/4	1	1	1/32	1/32	1	77							11	
4	4	117/8	117/8	0.125	21/32	21/32	Chord	4/4	1	1	1/32	1/32	1	78							11	
4	4	59/4	59/4	0.0625	11/16	11/16	Chord	4/4	1	1	1/64	1/64	1	79							11	
4	4	237/16	237/16	0.0625	45/64	45/64	Chord	4/4	1	1	1/64	1/64	1	80							11	
4	4	119/8	119/8	0.0625	23/32	23/32	Chord	4/4	1	1	1/64	1/64	1	81							11	
4	4	239/16	239/16	0.0625	47/64	47/64	Chord	4/4	1	1	1/64	1/64	1	82								
4	4	15	15	0.75	3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	83	ornamentTrill							
4	4	63/4	63/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32	1/32	1	84							12	
4	4	127/8	127/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32	1/32	1	85								
4	4	12	12	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	86								
4	4	14	14	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	87								
4	4	15	15	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	88								
5	5	16	16	0.75	0	0	Chord	4/4	1	1	3/16	1/8	3/2	89								
5	5	67/4	67/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	90								
5	5	17	17	0.16666666666666666	1/4	1/4	Chord	4/4	1	1	1/24	1/16	2/3	91							13	
5	5	103/6	103/6	0.16666666666666666	7/24	7/24	Chord	4/4	1	1	1/24	1/16	2/3	92							13	
5	5	52/3	52/3	0.16666666666666666	1/3	1/3	Chord	4/4	1	1	1/24	1/16	2/3	93								
5	5	35/2	35/2	0.16666666666666666	3/8	3/8	Chord	4/4	1	1	1/24	1/16	2/3	94							14	
5	5	53/3	53/3	0.16666666666666666	5/12	5/12	Chord	4/4	1	1	1/24	1/16	2/3	95							14	
5	5	107/6	107/6	0.16666666666666666	11/24	11/24	Chord	4/4	1	1	1/24	1/16	2/3	96								
5	5	18	18	0.375	1/2	1/2	Chord	4/4	1	1	3/32	1/16	3/2	97								
5	5	147/8	147/8	0.041666666666666664	19/32	19/32	Chord	4/4	1	1	1/96	1/64	2/3	98							15	
5	5	221/12	221/12	0.041666666666666664	29/48	29/48	Chord	4/4	1	1	1/96	1/64	2/3	99							15	
5	5	443/24	443/24	0.041666666666666664	59/96	59/96	Chord	4/4	1	1	1/96	1/64	2/3	100							15	
5	5	37/2	37/2	0.375	5/8	5/8	Chord	4/4	1	1	3/32	1/16	3/2	101								
5	5	151/8	151/8	0.041666666666666664	23/32	23/32	Chord	4/4	1	1	1/96	1/64	2/3	102							16	
5	5	227/12	227/12	0.041666666666666664	35/48	35/48	Chord	4/4	1	1	1/96	1/64	2/3	103							16	
5	5	455/24	455/24	0.041666666666666664	71/96	71/96	Chord	4/4	1	1	1/96	1/64	2/3	104							16	
5	5	19	19	0.0625	3/4	3/4	Chord	4/4	1	1	1/64	1/64	1	105							16	
5	5	305/16	305/16	0.0625	49/64	49/64	Chord	4/4	1	1	1/64	1/64	1	106							16	
5	5	153/8	153/8	0.25	25/32	25/32	Chord	4/4	1	1	1/16	1/16	1	107								
5	5	155/8	155/8	0.125	27/32	27/32	Chord	4/4	1	1	1/32	1/32	1	108							17	
5	5	39/2	39/2	0.125	7/8	7/8	Chord	4/4	1	1	1/32	1/32	1	109							17	
5	5	157/8	157/8	0.125	29/32	29/32	Chord	4/4	1	1	1/32	1/32	1	110							17	
5	5	79/4	79/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32	1/32	1	111							17	
5	5	159/8	159/8	0.0625	31/32	31/32	Chord	4/4	1	1	1/64	1/64	1	112							17	
5	5	319/16	319/16	0.0625	63/64	63/64	Chord	4/4	1	1	1/64	1/64	1	113								
5	5	16	16	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	114								
5	5	18	18	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	115								
5	5	16	16	0.5	0	0	Chord	4/4	1	3	1/8	1/8	1	116								
6	6	20	20	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	117								
6	6	81/4	81/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	118							18	
6	6	41/2	41/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	119							18	
6	6	83/4	83/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32	1/32	1	120							18	
6	6	167/8	167/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32	1/32	1	121								
6	6	21	21	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	122								
6	6	85/4	85/4	0.125	5/16	5/16	Chord	4/4	1	1	1/32	1/32	1	123								
6	6	171/8	171/8	0.125	11/32	11/32	Chord	4/4	1	1	1/32	1/32	1	124								
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	125								
6	6	22	22	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	126								
6	6	91/4	91/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	127								
6	6	23	23	0.75	3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	128								
6	6	95/4	95/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	129								
6	6	20	20	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	130								
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	131								
6	6	22	22	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	132								
6	6	45/2	45/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	133								
6	6	23	23	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	134								
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	1	3	1/8	1/8	1	135								
6	6	22	22	0.5	1/2	1/2	Chord	4/4	1	3	1/8	1/8	1	136								
7	7	24	24	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	137								
7	7	49/2	49/2	0.125	1/8	1/8	Chord	4/4	1	1	1/32	1/32	1	138								
7	7	197/8	197/8	0.125	5/32	5/32	Chord	4/4	1	1	1/32	1/32	1	139							19	
7	7	99/4	99/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32	1/32	1	140							19	
7	7	199/8	199/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32	1/32	1	141							19	
7	7	25	25	0.125	1/4	1/4	Chord	4/4	1	1	1/32	1/32	1	142							19	
7	7	201/8	201/8	0.125	9/32	9/32	Chord	4/4	1	1	1/32	1/32	1	143							19	
7	7	101/4	101/4	0.125	5/16	5/16	Chord	4/4	1	1	1/32	1/32	1	144							19	
7	7	203/8	203/8	0.125	11/32	11/32	Chord	4/4	1	1	1/32	1/32	1	145							19	
7	7	51/2	51/2	0.125	3/8	3/8	Chord	4/4	1	1	1/32	1/32	1	146							19	
7	7	205/8	205/8	0.125	13/32	13/32	Chord	4/4	1	1	1/32	1/32	1	147							19	
7	7	103/4	103/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32	1/32	1	148							19	
7	7	207/8	207/8	0.0625	15/32	15/32	Chord	4/4	1	1	1/64	1/64	1	149							19	
7	7	415/16	415/16	0.0625	31/64	31/64	Chord	4/4	1	1	1/64	1/64	1	150								
7	7	26	26	0.125	1/2	1/2	Chord	4/4	1	1	1/32	1/32	1	151								
7	7	209/8	209/8	0.125	17/32	17/32	Chord	4/4	1	1	1/32	1/32	1	152							20	
7	7	105/4	105/4	0.125	9/16	9/16	Chord	4/4	1	1	1/32	1/32	1	153							20	
7	7	211/8	211/8	0.125	19/32	19/32	Chord	4/4	1	1	1/32	1/32	1	154							20	
7	7	53/2	53/2	0.125	5/8	5/8	Chord	4/4	1	1	1/32	1/32	1	155							20	
7	7	213/8	213/8	0.125	21/32	21/32	Chord	4/4	1	1	1/32	1/32	1	156							20	
7	7	107/4	107/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32	1/32	1	157							20	
7	7	215/8	215/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32	1/32	1	158								
7	7	27	27	0.375	3/4	3/4	Chord	4/4	1	1	3/32	1/16	3/2	159								
7	7	219/8	219/8	0.125	27/32	27/32	Chord	4/4	1	1	1/32	1/32	1	160							21	
7	7	55/2	55/2	0.125	7/8	7/8	Chord	4/4	1	1	1/32	1/32	1	161							21	
7	7	221/8	221/8	0.125	29/32	29/32	Chord	4/4	1	1	1/32	1/32	1	162							21	
7	7	111/4	111/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32	1/32	1	163							21	
7	7	223/8	223/8	0.0625	31/32	31/32	Chord	4/4	1	1	1/64	1/64	1	164							21	
7	7	447/16	447/16	0.0625	63/64	63/64	Chord	4/4	1	1	1/64	1/64	1	165								
7	7	24	24	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	166								
7	7	26	26	0.25	1/2	1/2	Chord	4/4	1	2	1/16	1/16	1	167								
7	7	24	24	0.5	0	0	Chord	4/4	1	3	1/8	1/8	1	168								
8	8	28	28	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	169								
8	8	57/2	57/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	170							22	
8	8	115/4	115/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	171								
8	8	29	29	0.75	1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	172								
8	8	119/4	119/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	173								
8	8	30	30	0.75	1/2	1/2	Chord	4/4	1	1	3/16	1/8	3/2	174								
8	8	123/4	123/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32	1/32	1	175								
8	8	247/8	247/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32	1/32	1	176								
8	8	31	31	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	177								
8	8	125/4	125/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	178								
8	8	63/2	63/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	179								
8	8	127/4	127/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	180								
8	8	28	28	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	181								
8	8	30	30	0.75	1/2	1/2	Chord	4/4	1	2	3/16	1/8	3/2	182								
8	8	63/2	63/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	183								
8	8	28	28	0.5	0	0	Chord	4/4	1	3	1/8	1/8	1	184								
8	8	30	30	0.5	1/2	1/2	Chord	4/4	1	3	1/8	1/8	1	185								
8	8	63/2	63/2	0.25	7/8	7/8	Chord	4/4	1	3	1/16	1/16	1	186								
8	8	127/4	127/4	0.25	15/16	15/16	Chord	4/4	1	3	1/16	1/16	1	187								
9	9	32	32	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	188							23	
9	9	129/4	129/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	189								
9	9	65/2	65/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	190							24	
9	9	131/4	131/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	191								
9	9	33	33	0.375	1/4	1/4	Chord	4/4	1	1	3/32	1/16	3/2	192								
9	9	267/8	267/8	0.0625	11/32	11/32	Chord	4/4	1	1	1/64	1/64	1	193							25	
9	9	535/16	535/16	0.0625	23/64	23/64	Chord	4/4	1	1	1/64	1/64	1	194							25	
9	9	67/2	67/2	0.125	3/8	3/8	Chord	4/4	1	1	1/32	1/32	1	195							25	
9	9	269/8	269/8	0.125	13/32	13/32	Chord	4/4	1	1	1/32	1/32	1	196							25	
9	9	135/4	135/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32	1/32	1	197							25	
9	9	271/8	271/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32	1/32	1	198								
9	9	34	34	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	199								
9	9	137/4	137/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	200								
9	9	69/2	69/2	0.125	5/8	5/8	Chord	4/4	1	1	1/32	1/32	1	201								
9	9	277/8	277/8	0.125	21/32	21/32	Chord	4/4	1	1	1/32	1/32	1	202							26	
9	9	139/4	139/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32	1/32	1	203							26	
9	9	279/8	279/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32	1/32	1	204							26	
9	9	35	35	0.125	3/4	3/4	Chord	4/4	1	1	1/32	1/32	1	205							26	
9	9	281/8	281/8	0.125	25/32	25/32	Chord	4/4	1	1	1/32	1/32	1	206							26	
9	9	141/4	141/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	207								
9	9	71/2	71/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	208							27	
9	9	143/4	143/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	209								
9	9	32	32	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	210								
9	9	32	32	0.5	0	0	Chord	4/4	1	3	1/8	1/8	1	211								
10	10	36	36	0.375	0	0	Chord	4/4	1	1	3/32	1/16	3/2	212								
10	10	291/8	291/8	0.125	3/32	3/32	Chord	4/4	1	1	1/32	1/32	1	213							28	
10	10	73/2	73/2	0.125	1/8	1/8	Chord	4/4	1	1	1/32	1/32	1	214							28	
10	10	293/8	293/8	0.125	5/32	5/32	Chord	4/4	1	1	1/32	1/32	1	215							28	
10	10	147/4	147/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32	1/32	1	216							28	
10	10	295/8	295/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32	1/32	1	217							28	
10	10	37	37	0.125	1/4	1/4	Chord	4/4	1	1	1/32	1/32	1	218							28	
10	10	297/8	297/8	0.125	9/32	9/32	Chord	4/4	1	1	1/32	1/32	1	219							28	
10	10	149/4	149/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	220								
10	10	75/2	75/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	221								
10	10	151/4	151/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	222								
10	10	38	38	0.75	1/2	1/2	Chord	4/4	1	1	3/16	1/8	3/2	223								
10	10	155/4	155/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	224								
10	10	39	39	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	225							29	
10	10	157/4	157/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	226							29	
10	10	79/2	79/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	227								
10	10	159/4	159/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	228								
10	10	36	36	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	229								
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	230								
10	10	38	38	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	231								
10	10	77/2	77/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	232								
10	10	39	39	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	233								
10	10	38	38	0.5	1/2	1/2	Chord	4/4	1	3	1/8	1/8	1	234								
11	11	40	40	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	235								
11	11	81/2	81/2	0.125	1/8	1/8	Chord	4/4	1	1	1/32	1/32	1	236								
11	11	325/8	325/8	0.125	5/32	5/32	Chord	4/4	1	1	1/32	1/32	1	237							30	
11	11	163/4	163/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32	1/32	1	238							30	
11	11	327/8	327/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32	1/32	1	239							30	
11	11	41	41	0.125	1/4	1/4	Chord	4/4	1	1	1/32	1/32	1	240							30	
11	11	329/8	329/8	0.125	9/32	9/32	Chord	4/4	1	1	1/32	1/32	1	241							30	
11	11	165/4	165/4	0.125	5/16	5/16	Chord	4/4	1	1	1/32	1/32	1	242							30	
11	11	331/8	331/8	0.125	11/32	11/32	Chord	4/4	1	1	1/32	1/32	1	243							30	
11	11	83/2	83/2	0.125	3/8	3/8	Chord	4/4	1	1	1/32	1/32	1	244							30	
11	11	333/8	333/8	0.125	13/32	13/32	Chord	4/4	1	1	1/32	1/32	1	245							30	
11	11	167/4	167/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32	1/32	1	246							30	
11	11	335/8	335/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32	1/32	1	247								
11	11	42	42	0.75	1/2	1/2	Chord	4/4	1	1	3/16	1/8	3/2	248								
11	11	171/4	171/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	249								
11	11	43	43	0.75	3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	250								
11	11	175/4	175/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	251								
11	11	42	42	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	252								
11	11	43	43	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	253								
11	11	40	40	0.5	0	0	Chord	4/4	1	3	1/8	1/8	1	254								
11	11	42	42	0.5	1/2	1/2	Chord	4/4	1	3	1/8	1/8	1	255								
12	12	44	44	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	256								
12	12	45	45	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	257								
12	12	181/4	181/4	0.125	5/16	5/16	Chord	4/4	1	1	1/32	1/32	1	258							31	
12	12	363/8	363/8	0.125	11/32	11/32	Chord	4/4	1	1	1/32	1/32	1	259							31	
12	12	91/2	91/2	0.125	3/8	3/8	Chord	4/4	1	1	1/32	1/32	1	260							31	
12	12	365/8	365/8	0.125	13/32	13/32	Chord	4/4	1	1	1/32	1/32	1	261							31	
12	12	183/4	183/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32	1/32	1	262							31	
12	12	367/8	367/8	0.0625	15/32	15/32	Chord	4/4	1	1	1/64	1/64	1	263							31	
12	12	735/16	735/16	0.0625	31/64	31/64	Chord	4/4	1	1	1/64	1/64	1	264								
12	12	46	46	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	265								
12	12	93/2	93/2	0.125	5/8	5/8	Chord	4/4	1	1	1/32	1/32	1	266								
12	12	373/8	373/8	0.125	21/32	21/32	Chord	4/4	1	1	1/32	1/32	1	267							32	
12	12	187/4	187/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32	1/32	1	268							32	
12	12	375/8	375/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32	1/32	1	269							32	
12	12	47	47	0.125	3/4	3/4	Chord	4/4	1	1	1/32	1/32	1	270							32	
12	12	377/8	377/8	0.125	25/32	25/32	Chord	4/4	1	1	1/32	1/32	1	271							32	
12	12	189/4	189/4	0.125	13/16	13/16	Chord	4/4	1	1	1/32	1/32	1	272							32	
12	12	379/8	379/8	0.125	27/32	27/32	Chord	4/4	1	1	1/32	1/32	1	273							32	
12	12	95/2	95/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	274							32	
12	12	191/4	191/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32	1/32	1	275							32	
12	12	383/8	383/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32	1/32	1	276								
12	12	44	44	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	277								
12	12	46	46	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	278								
