mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
107	107	853/4	853/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16	1/16	1	886								
107	107	427/2	427/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16	1/16	1	887								58
107	107	855/4	855/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16	1/16	1	888								
107	107	212	212	0.5	0	0	Chord	2/4	1	3	1/8	1/8	1	889								
108	108	214	214	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	890								
108	108	429/2	429/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	891								
108	108	859/4	859/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	892								
108	108	215	215	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	893								59
108	108	861/4	861/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	894								
108	108	431/2	431/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	895								60
108	108	863/4	863/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	896								
108	108	214	214	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	897								
108	108	214	214	0.5	0	0	Chord	2/4	1	3	1/8	1/8	1	898								
109	109	216	216	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	899								
109	109	433/2	433/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	900								
109	109	867/4	867/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	901								
109	109	217	217	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	902								61
109	109	869/4	869/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	903								
109	109	435/2	435/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	904								62
109	109	871/4	871/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	905								
109	109	216	216	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	906								
109	109	216	216	0.5	0	0	Chord	2/4	1	3	1/8	1/8	1	907								
110	110	218	218	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	908								
110	110	873/4	873/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	909								
110	110	437/2	437/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	910								
110	110	875/4	875/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	911								
110	110	219	219	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	912								
110	110	877/4	877/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	913								
110	110	439/2	439/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	914								
110	110	879/4	879/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	915								
110	110	218	218	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	916								
110	110	218	218	0.5	0	0	Chord	2/4	1	3	1/8	1/8	1	917								
111	111	220	220	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	918								
111	111	881/4	881/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	919								
111	111	441/2	441/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	920								
111	111	883/4	883/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	921								
111	111	221	221	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	922								
111	111	885/4	885/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	923								
111	111	443/2	443/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	924								
111	111	887/4	887/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	925								
112	112	222	222	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	926								
112	112	889/4	889/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	927								
112	112	445/2	445/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	928								
112	112	891/4	891/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	929								
112	112	223	223	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	930								
112	112	893/4	893/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	931								
112	112	447/2	447/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	932								
112	112	895/4	895/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	933								
113	113	224	224	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	934								
113	113	897/4	897/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	935								
113	113	449/2	449/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	936								
113	113	899/4	899/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	937								
113	113	225	225	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	938								
113	113	901/4	901/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	939								
113	113	451/2	451/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	940								
113	113	903/4	903/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	941								
114	114	226	226	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	942								
114	114	905/4	905/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	943								
114	114	453/2	453/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	944								
114	114	907/4	907/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	945								
114	114	227	227	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	946								
114	114	909/4	909/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	947								
114	114	455/2	455/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	948								
114	114	911/4	911/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	949								
115	115	228	228	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	950								
115	115	913/4	913/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	951								
115	115	457/2	457/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	952								
115	115	915/4	915/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	953								
115	115	229	229	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	954								
115	115	917/4	917/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	955								
115	115	459/2	459/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	956								
115	115	919/4	919/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	957								
116	116	230	230	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	958								
116	116	921/4	921/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	959								
116	116	461/2	461/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	960								
116	116	923/4	923/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	961								
116	116	231	231	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	962								
116	116	925/4	925/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	963								
116	116	463/2	463/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	964								
116	116	927/4	927/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	965								
117	117	232	232	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	966								
117	117	929/4	929/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	967								
117	117	465/2	465/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	968								
117	117	931/4	931/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	969								
117	117	233	233	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	970								
117	117	933/4	933/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	971								
117	117	467/2	467/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	972								
117	117	935/4	935/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	973								
118	118	234	234	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	974								
118	118	937/4	937/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	975								
118	118	469/2	469/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	976								
118	118	939/4	939/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	977								
118	118	235	235	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	978								
118	118	941/4	941/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	979								
118	118	471/2	471/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	980								
118	118	943/4	943/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	981								
119	119	236	236	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	982								
119	119	945/4	945/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	983								
119	119	473/2	473/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	984								
119	119	947/4	947/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	985								
119	119	237	237	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	986								
119	119	949/4	949/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	987								
119	119	475/2	475/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	988								
119	119	951/4	951/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	989								
120	120	238	238	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	990								
120	120	953/4	953/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	991								
120	120	477/2	477/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	992								
120	120	955/4	955/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	993								
120	120	239	239	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	994								
120	120	957/4	957/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	995								
120	120	479/2	479/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	996								
120	120	959/4	959/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	997								
121	121	240	240	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	998								
121	121	961/4	961/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	999								
121	121	481/2	481/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1000								
121	121	963/4	963/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1001								
121	121	241	241	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1002								
121	121	965/4	965/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1003								
121	121	483/2	483/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1004								
121	121	967/4	967/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1005								
122	122	242	242	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1006								
122	122	969/4	969/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1007								
122	122	485/2	485/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1008								
122	122	971/4	971/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1009								
122	122	243	243	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1010								
122	122	973/4	973/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1011								
122	122	487/2	487/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1012								
122	122	975/4	975/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1013								
123	123	244	244	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1014								
123	123	977/4	977/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1015								
123	123	489/2	489/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1016								
123	123	979/4	979/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1017								
123	123	245	245	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1018								
123	123	981/4	981/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1019								
123	123	491/2	491/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1020								
123	123	983/4	983/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1021								
124	124	246	246	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1022								
124	124	985/4	985/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1023								
124	124	493/2	493/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1024								
124	124	987/4	987/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1025								
124	124	247	247	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1026								
124	124	989/4	989/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1027								
124	124	495/2	495/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1028								
124	124	991/4	991/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1029								
125	125	248	248	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1030								
125	125	499/2	499/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1031								
125	125	248	248	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	1032								
125	125	497/2	497/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16	1/16	1	1033								
125	125	995/4	995/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	1034								
125	125	249	249	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	1035								
125	125	499/2	499/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	1036								
126	126	250	250	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	1037								
126	126	251	251	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	1038								
126	126	250	250	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	1039								63
126	126	501/2	501/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	1040								
126	126	251	251	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	1041								64
126	126	503/2	503/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	1042								
127	127	252	252	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1043								
127	127	507/2	507/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1044								
127	127	252	252	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	1045								
127	127	505/2	505/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16	1/16	1	1046								
127	127	1011/4	1011/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	1047								
127	127	253	253	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	1048								
127	127	507/2	507/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	1049								
128	128	254	254	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	1050								
128	128	255	255	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	1051								
128	128	254	254	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	1052								65
128	128	509/2	509/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	1053								
128	128	255	255	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	1054								66
128	128	511/2	511/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	1055								
129	129	256	256	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1056								
129	129	513/2	513/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1057								
129	129	1027/4	1027/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1058								
129	129	257	257	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1059								
129	129	515/2	515/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1060								
129	129	256	256	1.0	0	0	Chord	2/4	1	2	1/4	1/4	1	1061								
129	129	515/2	515/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	1062								
130	130	258	258	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	1063								
130	130	259	259	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	1064								
130	130	258	258	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	1065								
130	130	517/2	517/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	1066								
130	130	259	259	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	1067								
130	130	519/2	519/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	1068								
131	131	260	260	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1069								
131	131	521/2	521/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1070								
131	131	1043/4	1043/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1071								
131	131	261	261	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1072								
131	131	523/2	523/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1073								
131	131	260	260	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	1074								
131	131	521/2	521/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	1075								
131	131	261	261	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	1076								
131	131	523/2	523/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	1077								
131	131	523/2	523/2	0.5	3/8	3/8	Chord	2/4	1	3	1/8	1/8	1	1078								
132	132	262	262	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1079								
132	132	525/2	525/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1080								
132	132	1051/4	1051/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1081								
132	132	263	263	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1082								
132	132	527/2	527/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1083								
132	132	262	262	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	1084								
132	132	263	263	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	1085								
132	132	262	262	0.5	0	0	Chord	2/4	1	3	1/8	1/8	1	1086								
132	132	263	263	0.5	1/4	1/4	Chord	2/4	1	3	1/8	1/8	1	1087								
132	132	527/2	527/2	0.5	3/8	3/8	Chord	2/4	1	3	1/8	1/8	1	1088								
133	133	264	264	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1089								
133	133	529/2	529/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	1090								
133	133	265	265	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1091								
133	133	531/2	531/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1092								
133	133	264	264	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	1093								
133	133	264	264	0.5	0	0	Chord	2/4	1	3	1/8	1/8	1	1094								
134	134	266	266	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1095								
134	134	533/2	533/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1096								
134	134	1067/4	1067/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1097								
134	134	267	267	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1098								
134	134	535/2	535/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1099								
134	134	266	266	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	1100								
134	134	535/2	535/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	1101								
135	135	268	268	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1102								
135	135	537/2	537/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	1103								
135	135	269	269	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1104								
135	135	539/2	539/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1105								
135	135	268	268	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	1106								
135	135	537/2	537/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	1107								
135	135	269	269	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	1108								
135	135	539/2	539/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	1109								
135	135	537/2	537/2	0.5	1/8	1/8	Chord	2/4	1	3	1/8	1/8	1	1110								
135	135	269	269	0.5	1/4	1/4	Chord	2/4	1	3	1/8	1/8	1	1111								
136	136	270	270	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	1112								
136	136	1083/4	1083/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1113								
136	136	271	271	0.75	1/4	1/4	Chord	2/4	1	1	3/16	1/8	3/2	1114								
136	136	1087/4	1087/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1115								
136	136	270	270	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	1116								
136	136	541/2	541/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	1117								
136	136	271	271	1.0	1/4	1/4	Chord	2/4	1	2	1/4	1/4	1	1118								
137	137	272	272	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1119								
137	137	545/2	545/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1120								
137	137	1091/4	1091/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1121								
137	137	273	273	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1122								
137	137	547/2	547/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1123								
137	137	272	272	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	1124								
138	138	274	274	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1125								
138	138	549/2	549/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	1126								
138	138	275	275	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1127								
138	138	551/2	551/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1128								
138	138	549/2	549/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	1129								
138	138	275	275	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	1130								
138	138	551/2	551/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	1131								
139	139	276	276	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1132								
139	139	276	276	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	1133								
139	139	553/2	553/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16	1/16	1	1134								
139	139	1107/4	1107/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	1135								
139	139	277	277	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	1136								
139	139	555/2	555/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	1137								
140	140	557/2	557/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	1138								
140	140	279	279	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1139								
140	140	559/2	559/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1140								
140	140	278	278	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	1141								
140	140	557/2	557/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	1142								
140	140	279	279	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	1143								
140	140	559/2	559/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	1144								
141	141	280	280	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1145								
141	141	561/2	561/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1146								
141	141	1123/4	1123/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1147								
141	141	281	281	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1148								
141	141	563/2	563/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1149								
141	141	280	280	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	1150								
142	142	282	282	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1151								67
142	142	565/2	565/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	1152								
142	142	283	283	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1153								68
142	142	567/2	567/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1154								
142	142	282	282	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	1155								
142	142	283	283	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	1156								
143	143	284	284	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1157								
143	143	569/2	569/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1158								
143	143	1139/4	1139/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1159								
143	143	285	285	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1160								
143	143	571/2	571/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1161								
143	143	284	284	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	1162								
143	143	571/2	571/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	1163								
144	144	573/2	573/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	1164								
144	144	287	287	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1165								
144	144	575/2	575/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1166								
144	144	286	286	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	1167								
144	144	287	287	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	1168								
144	144	286	286	0.5	0	0	Chord	2/4	1	3	1/8	1/8	1	1169								
144	144	573/2	573/2	0.5	1/8	1/8	Chord	2/4	1	3	1/8	1/8	1	1170								
144	144	287	287	0.5	1/4	1/4	Chord	2/4	1	3	1/8	1/8	1	1171								
144	144	575/2	575/2	0.5	3/8	3/8	Chord	2/4	1	3	1/8	1/8	1	1172								
145	145	288	288	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1173								
145	145	577/2	577/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1174								
145	145	1155/4	1155/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1175								
145	145	289	289	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1176								
145	145	579/2	579/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1177								
145	145	288	288	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	1178								
