mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
35	34	543/4	543/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	290								44
35	34	136	136	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	291								44
35	34	545/4	545/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	292								44
35	34	273/2	273/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	293								44
35	34	547/4	547/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	294								
36	35	137	137	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	295								
36	35	275/2	275/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	296								
36	35	138	138	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	297								
36	35	277/2	277/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	298								
36	35	139	139	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	299								
36	35	140	140	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	300								
36	35	281/2	281/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	301								
37	36	141	141	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	302								
37	36	142	142	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	303								
37	36	143	143	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	304								
37	36	144	144	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	305								45
37	36	577/4	577/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	306								45
37	36	289/2	289/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	307								45
37	36	579/4	579/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	308								
38	37	145	145	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	309								
38	37	146	146	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	310								46
38	37	585/4	585/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	311								46
38	37	293/2	293/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	312								46
38	37	587/4	587/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	313								
38	37	147	147	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	314								
38	37	148	148	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	315								47
38	37	593/4	593/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	316								47
38	37	297/2	297/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	317								47
38	37	595/4	595/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	318								
39	38	149	149	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	319								
39	38	299/2	299/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	320								
39	38	150	150	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	321								
39	38	301/2	301/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	322								
39	38	151	151	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	323								
39	38	152	152	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	324								48
39	38	609/4	609/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	325								48
39	38	305/2	305/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	326								48
39	38	611/4	611/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	327								
40	39	153	153	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	328								
40	39	154	154	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	329								49
40	39	617/4	617/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	330								49
40	39	309/2	309/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	331								49
40	39	619/4	619/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	332								
40	39	155	155	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	333								
40	39	156	156	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	334								
41	40	157	157	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	335								50
41	40	315/2	315/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	336								
41	40	158	158	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	337								51
41	40	317/2	317/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	338								
41	40	159	159	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	339								
41	40	160	160	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	340								52
41	40	641/4	641/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	341								52
41	40	321/2	321/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	342								52
41	40	643/4	643/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	343								
42	41	161	161	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	344								
42	41	162	162	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	345								53
42	41	649/4	649/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	346								53
42	41	325/2	325/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	347								53
42	41	651/4	651/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	348								
42	41	163	163	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	349								
42	41	164	164	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	350								
43	42	165	165	0.25	0	0	Chord	2/2	1	1	1/16	1/16	1	351								
43	42	661/4	661/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16	1/16	1	352								
43	42	331/2	331/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	353								
43	42	166	166	1.5	1/4	1/4	Chord	2/2	1	1	3/8	1/4	3/2	354								
43	42	335/2	335/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	355								54
43	42	671/4	671/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	356								54
43	42	168	168	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	357								54
43	42	673/4	673/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	358								54
43	42	337/2	337/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	359								
44	43	169	169	0.25	0	0	Chord	2/2	1	1	1/16	1/16	1	360								
44	43	677/4	677/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16	1/16	1	361								
44	43	339/2	339/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	362								
44	43	170	170	1.5	1/4	1/4	Chord	2/2	1	1	3/8	1/4	3/2	363								
44	43	343/2	343/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	364								55
44	43	687/4	687/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	365								55
44	43	172	172	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	366								55
44	43	689/4	689/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	367								55
44	43	345/2	345/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	368								
45	44	173	173	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	369								
45	44	347/2	347/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	370								
45	44	174	174	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	371								
45	44	349/2	349/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	372								
45	44	175	175	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	373								
45	44	176	176	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	374								56
45	44	705/4	705/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	375								56
45	44	353/2	353/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	376								56
45	44	707/4	707/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	377								
46	45	177	177	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	378								
46	45	178	178	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	379								57
46	45	713/4	713/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	380								57
46	45	357/2	357/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	381								57
46	45	715/4	715/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	382								
46	45	179	179	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	383								
46	45	180	180	0.0	3/4	3/4	Dynamic	2/2	1	1	0				p							
46	45	180	180	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	384								58
46	45	721/4	721/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	385								58
46	45	361/2	361/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	386								58
46	45	723/4	723/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	387								
47	46	181	181	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	388								
47	46	182	182	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	389								59
47	46	729/4	729/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	390								59
47	46	365/2	365/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	391								59
47	46	731/4	731/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	392								
47	46	183	183	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	393								
47	46	184	184	0.0	3/4	3/4	Dynamic	2/2	1	1	0				f							
47	46	184	184	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	394								
47	46	369/2	369/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	395								
48	47	185	185	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	396								
48	47	371/2	371/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	397								
48	47	186	186	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	398								
48	47	373/2	373/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	399								
48	47	187	187	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	400								
48	47	375/2	375/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	401								
48	47	188	188	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	402								
48	47	377/2	377/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	403								
49	48	189	189	3.0	0	0	Chord	2/2	1	1	3/4	1/2	3/2	404								
