mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
31	30	351/4	351/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	287								
31	30	88	88	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	288								
31	30	353/4	353/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	289								
31	30	177/2	177/2	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	290								
31	30	355/4	355/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	291								
31	30	89	89	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	292								
31	30	357/4	357/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	293								
31	30	179/2	179/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	294								
31	30	359/4	359/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	295								
31	30	90	90	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	296								
31	30	361/4	361/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	297								
32	31	181/2	181/2	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	298								
32	31	363/4	363/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	299								
32	31	91	91	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	300								
32	31	365/4	365/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	301								
32	31	183/2	183/2	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	302								
32	31	367/4	367/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	303								
32	31	92	92	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	304								
32	31	369/4	369/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	305								
32	31	185/2	185/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	306								
32	31	371/4	371/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	307								
32	31	93	93	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	308								
32	31	373/4	373/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	309								
33	32	187/2	187/2	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	310								
33	32	375/4	375/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	311								
33	32	94	94	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	312								
33	32	377/4	377/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	313								
33	32	189/2	189/2	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	314								
33	32	379/4	379/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	315								
33	32	95	95	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	316								
33	32	381/4	381/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	317								
33	32	191/2	191/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	318								
33	32	383/4	383/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	319								
33	32	96	96	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	320								
33	32	385/4	385/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	321								
34	33	193/2	193/2	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	322								
34	33	387/4	387/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	323								
34	33	97	97	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	324								
34	33	389/4	389/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	325								
34	33	195/2	195/2	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	326								
34	33	391/4	391/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	327								
34	33	98	98	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	328								
34	33	393/4	393/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	329								
34	33	197/2	197/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	330								
34	33	395/4	395/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	331								
34	33	99	99	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	332								
34	33	397/4	397/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	333								
35	34	199/2	199/2	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	334								
35	34	399/4	399/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	335								
35	34	100	100	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	336								
35	34	401/4	401/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	337								
35	34	201/2	201/2	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	338								
35	34	403/4	403/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	339								
35	34	101	101	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	340								
35	34	405/4	405/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	341								
35	34	203/2	203/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	342								
35	34	407/4	407/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	343								
35	34	102	102	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	344								
35	34	409/4	409/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	345								
36	35	205/2	205/2	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	346								
36	35	411/4	411/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	347								
36	35	103	103	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	348								
36	35	413/4	413/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	349								
36	35	207/2	207/2	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	350								
36	35	415/4	415/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	351								
36	35	104	104	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	352								
36	35	417/4	417/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	353								
36	35	209/2	209/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	354								
36	35	419/4	419/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	355								
36	35	105	105	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	356								
36	35	421/4	421/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	357								
37	36	211/2	211/2	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	358								
37	36	423/4	423/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	359								
37	36	106	106	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	360								
37	36	425/4	425/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	361								
37	36	213/2	213/2	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	362								
37	36	427/4	427/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	363								
37	36	107	107	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	364								
37	36	429/4	429/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	365								
37	36	215/2	215/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	366								
37	36	431/4	431/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	367								
37	36	108	108	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	368								
37	36	433/4	433/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	369								
38	37	217/2	217/2	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	370								
38	37	435/4	435/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	371								
38	37	109	109	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	372								
38	37	437/4	437/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	373								
38	37	219/2	219/2	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	374								
38	37	439/4	439/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	375								
38	37	110	110	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	376								
38	37	441/4	441/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	377								
38	37	221/2	221/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	378								
38	37	443/4	443/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	379								
38	37	111	111	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	380								
38	37	445/4	445/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	381								
39	38	223/2	223/2	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	382								
39	38	447/4	447/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	383								
39	38	112	112	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	384								
39	38	449/4	449/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	385								
39	38	225/2	225/2	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	386								
39	38	451/4	451/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	387								
39	38	113	113	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	388								
39	38	453/4	453/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	389								
39	38	227/2	227/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	390								
39	38	455/4	455/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	391								
39	38	114	114	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	392								
39	38	457/4	457/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	393								
40	39	229/2	229/2	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	394								
40	39	459/4	459/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	395								
40	39	115	115	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	396								
40	39	461/4	461/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	397								
40	39	231/2	231/2	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	398								
40	39	463/4	463/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	399								
40	39	116	116	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	400								
40	39	465/4	465/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	401								
40	39	233/2	233/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	402								
40	39	467/4	467/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	403								
40	39	117	117	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	404								
40	39	469/4	469/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	405								
41	40	235/2	235/2	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	406								
41	40	471/4	471/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	407								
41	40	118	118	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	408								
41	40	473/4	473/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	409								
41	40	237/2	237/2	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	410								
41	40	475/4	475/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	411								
41	40	119	119	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	412								
41	40	477/4	477/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	413								
41	40	239/2	239/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	414								
41	40	479/4	479/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	415								
41	40	120	120	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	416								
41	40	481/4	481/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	417								
42	41	241/2	241/2	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	418								
42	41	483/4	483/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	419								
42	41	121	121	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	420								
42	41	485/4	485/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	421								
42	41	243/2	243/2	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	422								
42	41	487/4	487/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	423								
42	41	122	122	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	424								
42	41	489/4	489/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	425								
42	41	245/2	245/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	426								
42	41	491/4	491/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	427								
42	41	123	123	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	428								
42	41	493/4	493/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	429								
43	42	247/2	247/2	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	430								
43	42	495/4	495/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	431								
43	42	124	124	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	432								
43	42	249/2	249/2	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	433								
43	42	499/4	499/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	434								
43	42	125	125	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	435								
43	42	501/4	501/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	436								
43	42	251/2	251/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	437								
43	42	503/4	503/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	438								
43	42	126	126	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	439								
43	42	505/4	505/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	440								
44	43	253/2	253/2	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	441								
44	43	507/4	507/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	442								
44	43	127	127	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	443								
44	43	509/4	509/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	444								
44	43	255/2	255/2	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	445								
44	43	511/4	511/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	446								
44	43	128	128	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	447								
44	43	513/4	513/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	448								
44	43	257/2	257/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	449								
44	43	129	129	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	450								
45	44	259/2	259/2	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	451								
45	44	261/2	261/2	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	452								
45	44	523/4	523/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	453								
45	44	131	131	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	454								
45	44	525/4	525/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	455								
45	44	263/2	263/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	456								
45	44	527/4	527/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	457								
45	44	132	132	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	458								
45	44	529/4	529/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	459								
46	45	265/2	265/2	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	460								
46	45	531/4	531/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	461								
46	45	133	133	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	462								
46	45	533/4	533/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	463								
46	45	267/2	267/2	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	464								
46	45	535/4	535/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	465								
46	45	134	134	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	466								
46	45	537/4	537/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	467								
46	45	269/2	269/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	468								
46	45	539/4	539/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	469								
46	45	135	135	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	470								
46	45	541/4	541/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	471								
47	46	271/2	271/2	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	472								
47	46	136	136	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	473								
47	46	545/4	545/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	474								
47	46	273/2	273/2	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	475								
47	46	547/4	547/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	476								
47	46	137	137	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	477								
47	46	549/4	549/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	478								
47	46	275/2	275/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	479								
47	46	551/4	551/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	480								
47	46	138	138	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	481								
47	46	553/4	553/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	482								
48	47	277/2	277/2	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	483								
48	47	555/4	555/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	484								
48	47	139	139	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	485								
48	47	557/4	557/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	486								
48	47	279/2	279/2	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	487								
48	47	559/4	559/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	488								
48	47	140	140	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	489								
48	47	561/4	561/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	490								
48	47	281/2	281/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	491								
48	47	563/4	563/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	492								
48	47	141	141	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	493								
48	47	565/4	565/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	494								
49	48	283/2	283/2	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	495								
49	48	567/4	567/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	496								
49	48	142	142	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	497								
49	48	569/4	569/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	498								
49	48	285/2	285/2	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	499								
49	48	571/4	571/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	500								
49	48	143	143	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	501								
49	48	573/4	573/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	502								
49	48	287/2	287/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	503								
49	48	575/4	575/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	504								
49	48	144	144	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	505								
49	48	577/4	577/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	506								
50	49	289/2	289/2	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	507								
50	49	579/4	579/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	508								
50	49	145	145	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	509								
50	49	581/4	581/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	510								
50	49	291/2	291/2	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	511								
50	49	583/4	583/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	512								
50	49	146	146	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	513								
50	49	585/4	585/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	514								
50	49	293/2	293/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	515								
50	49	587/4	587/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	516								
50	49	147	147	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	517								
50	49	589/4	589/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	518								
51	50	295/2	295/2	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	519								
51	50	591/4	591/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	520								
51	50	148	148	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	521								
51	50	593/4	593/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	522								
51	50	297/2	297/2	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	523								
51	50	595/4	595/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	524								
51	50	149	149	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	525								
51	50	597/4	597/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	526								
51	50	299/2	299/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	527								
51	50	599/4	599/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	528								
51	50	150	150	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	529								
51	50	601/4	601/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	530								
52	51	301/2	301/2	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	531								
52	51	603/4	603/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	532								
52	51	151	151	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	533								
52	51	605/4	605/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	534								
52	51	303/2	303/2	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	535								
52	51	607/4	607/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	536								
52	51	152	152	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	537								
52	51	609/4	609/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	538								
52	51	305/2	305/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	539								
52	51	611/4	611/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	540								
52	51	153	153	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	541								
52	51	613/4	613/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	542								
53	52	307/2	307/2	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	543								
53	52	615/4	615/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	544								
53	52	154	154	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	545								
53	52	617/4	617/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	546								
53	52	309/2	309/2	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	547								
53	52	619/4	619/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	548								
53	52	155	155	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	549								
53	52	621/4	621/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	550								
53	52	311/2	311/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	551								
53	52	623/4	623/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	552								
53	52	156	156	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	553								
53	52	625/4	625/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	554								
54	53	313/2	313/2	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	555								
54	53	627/4	627/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	556								
54	53	157	157	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	557								
54	53	629/4	629/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	558								
54	53	315/2	315/2	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	559								
54	53	631/4	631/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	560								
54	53	158	158	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	561								
54	53	633/4	633/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	562								
54	53	317/2	317/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	563								
54	53	635/4	635/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	564								
54	53	159	159	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	565								
54	53	637/4	637/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	566								
55	54	319/2	319/2	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	567								
55	54	639/4	639/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	568								
55	54	160	160	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	569								
55	54	641/4	641/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	570								
55	54	321/2	321/2	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	571								
55	54	643/4	643/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	572								
55	54	161	161	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	573								
55	54	645/4	645/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	574								
55	54	323/2	323/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	575								
55	54	647/4	647/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	576								
55	54	162	162	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	577								
