mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
3	3	45/4	45/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	28							
3	3	23/2	23/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	29							
3	3	47/4	47/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	30							
3	3	8	8	1.0	0	0	Chord	2/2	1	2	1/4	1/4	1	31							
3	3	9	9	1.0	1/4	1/4	Chord	2/2	1	2	1/4	1/4	1	32							
4	4	12	12	1.5	0	0	Chord	2/2	1	1	3/8	1/4	3/2	33							
4	4	27/2	27/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	34							
4	4	14	14	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	35							
4	4	15	15	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	36							
4	4	61/4	61/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	37							
4	4	31/2	31/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	38							
4	4	63/4	63/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	39							
4	4	12	12	2.0	0	0	Chord	2/2	1	2	1/2	1/2	1	40							
4	4	14	14	1.0	1/2	1/2	Chord	2/2	1	2	1/4	1/4	1	41							
5	5	16	16	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	42							
5	5	18	18	1.5	1/2	1/2	Chord	2/2	1	1	3/8	1/4	3/2	43							
5	5	39/2	39/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	44							
5	5	16	16	1.0	0	0	Chord	2/2	1	2	1/4	1/4	1	45							
5	5	17	17	1.0	1/4	1/4	Chord	2/2	1	2	1/4	1/4	1	46							
5	5	18	18	1.5	1/2	1/2	Chord	2/2	1	2	3/8	1/4	3/2	47							
5	5	18	18	1.5	1/2	1/2	Chord	2/2	1	3	3/8	1/4	3/2	48							
6	6	20	20	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	49							
6	6	21	21	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	50							
6	6	85/4	85/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	51							
6	6	43/2	43/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	52							
6	6	87/4	87/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	53							
6	6	22	22	0.75	1/2	1/2	Chord	2/2	1	1	3/16	1/8	3/2	54							
6	6	91/4	91/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	55							
6	6	23	23	0.75	3/4	3/4	Chord	2/2	1	1	3/16	1/8	3/2	56							
6	6	95/4	95/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	57							
6	6	20	20	1.0	0	0	Chord	2/2	1	2	1/4	1/4	1	58							
6	6	22	22	1.0	1/2	1/2	Chord	2/2	1	2	1/4	1/4	1	59							
6	6	20	20	1.0	0	0	Chord	2/2	1	3	1/4	1/4	1	60							
6	6	20	20	1.0	0	0	Chord	2/2	1	4	1/4	1/4	1	61							
7	7	24	24	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	62							
7	7	25	25	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	63							
7	7	26	26	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	64							
7	7	53/2	53/2	0.125	5/8	5/8	Chord	2/2	1	1	1/32	1/32	1	65							
7	7	213/8	213/8	0.125	21/32	21/32	Chord	2/2	1	1	1/32	1/32	1	66							4
7	7	107/4	107/4	0.125	11/16	11/16	Chord	2/2	1	1	1/32	1/32	1	67							4
7	7	215/8	215/8	0.125	23/32	23/32	Chord	2/2	1	1	1/32	1/32	1	68							
7	7	27	27	0.75	3/4	3/4	Chord	2/2	1	1	3/16	1/8	3/2	69							
7	7	111/4	111/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	70							
7	7	24	24	1.0	0	0	Chord	2/2	1	2	1/4	1/4	1	71							
8	8	28	28	1.5	0	0	Chord	2/2	1	1	3/8	1/4	3/2	72							
8	8	59/2	59/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	73							
8	8	119/4	119/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	74							
8	8	30	30	0.75	1/2	1/2	Chord	2/2	1	1	3/16	1/8	3/2	75							
8	8	123/4	123/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	76							
8	8	31	31	0.75	3/4	3/4	Chord	2/2	1	1	3/16	1/8	3/2	77							
8	8	127/4	127/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	78							
8	8	28	28	1.5	0	0	Chord	2/2	1	2	3/8	1/4	3/2	79							
9	9	32	32	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	80							
9	9	33	33	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	81							
9	9	133/4	133/4	0.125	5/16	5/16	Chord	2/2	1	1	1/32	1/32	1	82							5
9	9	267/8	267/8	0.125	11/32	11/32	Chord	2/2	1	1	1/32	1/32	1	83							5
9	9	67/2	67/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	84							5
9	9	135/4	135/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	85							
9	9	34	34	1.5	1/2	1/2	Chord	2/2	1	1	3/8	1/4	3/2	86	ornamentTrill						
9	9	71/2	71/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	87							
9	9	32	32	1.0	0	0	Chord	2/2	1	2	1/4	1/4	1	88							
9	9	32	32	1.0	0	0	Chord	2/2	1	3	1/4	1/4	1	89							
10	10	36	36	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	90							
10	10	37	37	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	91							
10	10	149/4	149/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	92							6
10	10	75/2	75/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	93							6
10	10	151/4	151/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	94							6
10	10	38	38	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	95							6
10	10	153/4	153/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	96							6
10	10	77/2	77/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	97							6
10	10	155/4	155/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	98							6
10	10	39	39	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	99							6
10	10	157/4	157/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	100							6
10	10	79/2	79/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	101							6
10	10	159/4	159/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	102							
10	10	36	36	1.0	0	0	Chord	2/2	1	2	1/4	1/4	1	103							
11	11	40	40	1.5	0	0	Chord	2/2	1	1	3/8	1/4	3/2	104							
11	11	83/2	83/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	105							
11	11	42	42	0.75	1/2	1/2	Chord	2/2	1	1	3/16	1/8	3/2	106							
11	11	171/4	171/4	0.125	11/16	11/16	Chord	2/2	1	1	1/32	1/32	1	107							
11	11	343/8	343/8	0.125	23/32	23/32	Chord	2/2	1	1	1/32	1/32	1	108							
11	11	43	43	0.75	3/4	3/4	Chord	2/2	1	1	3/16	1/8	3/2	109							
11	11	175/4	175/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	110							
11	11	40	40	1.5	0	0	Chord	2/2	1	2	3/8	1/4	3/2	111							
11	11	40	40	1.5	0	0	Chord	2/2	1	3	3/8	1/4	3/2	112							
12	12	44	44	1.5	0	0	Chord	2/2	1	1	3/8	1/4	3/2	113							
12	12	91/2	91/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	114							
12	12	183/4	183/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	115							
12	12	46	46	0.75	1/2	1/2	Chord	2/2	1	1	3/16	1/8	3/2	116							
12	12	187/4	187/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	117							
12	12	47	47	0.75	3/4	3/4	Chord	2/2	1	1	3/16	1/8	3/2	118							
12	12	191/4	191/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	119							
12	12	44	44	1.5	0	0	Chord	2/2	1	2	3/8	1/4	3/2	120							
12	12	44	44	1.5	0	0	Chord	2/2	1	3	3/8	1/4	3/2	121							
13	13	48	48	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	122							
13	13	49	49	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	123							
13	13	197/4	197/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	124							
13	13	99/2	99/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	125							
13	13	199/4	199/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	126							
13	13	50	50	0.75	1/2	1/2	Chord	2/2	1	1	3/16	1/8	3/2	127							
13	13	203/4	203/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	128							
13	13	51	51	0.75	3/4	3/4	Chord	2/2	1	1	3/16	1/8	3/2	129							
13	13	207/4	207/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	130							
13	13	48	48	1.0	0	0	Chord	2/2	1	2	1/4	1/4	1	131							
13	13	48	48	1.0	0	0	Chord	2/2	1	3	1/4	1/4	1	132							
14	14	52	52	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	133							
14	14	53	53	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	134							
14	14	213/4	213/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	135							
14	14	107/2	107/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	136							
14	14	215/4	215/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	137							
14	14	54	54	0.75	1/2	1/2	Chord	2/2	1	1	3/16	1/8	3/2	138							
14	14	219/4	219/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	139							
14	14	55	55	0.75	3/4	3/4	Chord	2/2	1	1	3/16	1/8	3/2	140							
14	14	223/4	223/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	141							
14	14	52	52	1.0	0	0	Chord	2/2	1	2	1/4	1/4	1	142							
14	14	52	52	1.0	0	0	Chord	2/2	1	3	1/4	1/4	1	143							
15	15	56	56	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	144							
15	15	57	57	0.75	1/4	1/4	Chord	2/2	1	1	3/16	1/8	3/2	145							
15	15	231/4	231/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	146							
15	15	58	58	0.75	1/2	1/2	Chord	2/2	1	1	3/16	1/8	3/2	147							
15	15	235/4	235/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	148							
15	15	59	59	0.75	3/4	3/4	Chord	2/2	1	1	3/16	1/8	3/2	149							
15	15	239/4	239/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	150							
15	15	56	56	1.0	0	0	Chord	2/2	1	2	1/4	1/4	1	151							
16	16	60	60	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	152							
16	16	61	61	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	153							
16	16	245/4	245/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	154							
16	16	123/2	123/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	155							
16	16	247/4	247/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	156							
16	16	62	62	1.5	1/2	1/2	Chord	2/2	1	1	3/8	1/4	3/2	157	ornamentTrill						
16	16	127/2	127/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	158							
16	16	60	60	1.0	0	0	Chord	2/2	1	2	1/4	1/4	1	159							
16	16	60	60	1.0	0	0	Chord	2/2	1	3	1/4	1/4	1	160							
16	16	60	60	1.0	0	0	Chord	2/2	1	4	1/4	1/4	1	161							
17	17	64	64	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	162							
17	17	65	65	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	163							
17	17	261/4	261/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	164							7
17	17	131/2	131/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	165							7
17	17	263/4	263/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	166							
17	17	66	66	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	167							8
17	17	265/4	265/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	168							8
17	17	133/2	133/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	169							8
17	17	267/4	267/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	170							8
17	17	67	67	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	171							8
17	17	269/4	269/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	172							8
17	17	135/2	135/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	173							8
17	17	271/4	271/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	174							
17	17	64	64	1.0	0	0	Chord	2/2	1	2	1/4	1/4	1	175							
17	17	64	64	1.0	0	0	Chord	2/2	1	3	1/4	1/4	1	176							
17	17	64	64	1.0	0	0	Chord	2/2	1	4	1/4	1/4	1	177							
18	18	68	68	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	178							
18	18	69	69	0.75	1/4	1/4	Chord	2/2	1	1	3/16	1/8	3/2	179							
18	18	279/4	279/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	180							
18	18	70	70	0.75	1/2	1/2	Chord	2/2	1	1	3/16	1/8	3/2	181							
18	18	283/4	283/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	182							
18	18	71	71	0.75	3/4	3/4	Chord	2/2	1	1	3/16	1/8	3/2	183							
18	18	287/4	287/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	184							
19	19	72	72	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	185							
19	19	73	73	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	186							
19	19	293/4	293/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	187							
19	19	147/2	147/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	188							
19	19	295/4	295/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	189							
19	19	74	74	0.75	1/2	1/2	Chord	2/2	1	1	3/16	1/8	3/2	190							
19	19	299/4	299/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	191							
19	19	75	75	0.75	3/4	3/4	Chord	2/2	1	1	3/16	1/8	3/2	192							
19	19	303/4	303/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	193							
19	19	72	72	1.0	0	0	Chord	2/2	1	2	1/4	1/4	1	194							
20	20	76	76	0.75	0	0	Chord	2/2	1	1	3/16	1/8	3/2	195							
20	20	307/4	307/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	196							
20	20	77	77	0.75	1/4	1/4	Chord	2/2	1	1	3/16	1/8	3/2	197							
20	20	311/4	311/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	198							
20	20	78	78	0.75	1/2	1/2	Chord	2/2	1	1	3/16	1/8	3/2	199							
20	20	315/4	315/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	200							
20	20	79	79	0.75	3/4	3/4	Chord	2/2	1	1	3/16	1/8	3/2	201							
20	20	319/4	319/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	202							
21	21	80	80	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	203							
21	21	81	81	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	204							
21	21	325/4	325/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	205							9
21	21	163/2	163/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	206							9
21	21	327/4	327/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	207							9
21	21	82	82	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	208							9
21	21	329/4	329/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	209							9
21	21	165/2	165/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	210							9
21	21	331/4	331/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	211							9
21	21	83	83	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	212							9
21	21	333/4	333/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	213							9
21	21	167/2	167/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	214							9
21	21	335/4	335/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	215							
21	21	80	80	1.0	0	0	Chord	2/2	1	2	1/4	1/4	1	216							
21	21	80	80	1.0	0	0	Chord	2/2	1	3	1/4	1/4	1	217							
22	22	84	84	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	218							
22	22	85	85	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	219							
22	22	341/4	341/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	220							
22	22	171/2	171/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	221							
22	22	343/4	343/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	222							
22	22	86	86	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	223							
22	22	345/4	345/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	224							10
22	22	173/2	173/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	225							10
22	22	347/4	347/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	226							10
22	22	87	87	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	227							10
22	22	349/4	349/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	228							10
22	22	175/2	175/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	229							10
22	22	351/4	351/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	230							
22	22	84	84	1.0	0	0	Chord	2/2	1	2	1/4	1/4	1	231							
22	22	84	84	1.0	0	0	Chord	2/2	1	3	1/4	1/4	1	232							
22	22	84	84	1.0	0	0	Chord	2/2	1	4	1/4	1/4	1	233							
23	23	88	88	0.25	0	0	Chord	2/2	1	1	1/16	1/16	1	234							11
23	23	353/4	353/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16	1/16	1	235							11
23	23	177/2	177/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	236							11
23	23	355/4	355/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	237							11
23	23	89	89	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	238							11
23	23	357/4	357/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	239							11
23	23	179/2	179/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	240							11
23	23	359/4	359/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	241							
23	23	90	90	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	242							12
23	23	361/4	361/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	243							12
23	23	181/2	181/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	244							12
23	23	363/4	363/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	245							12
23	23	91	91	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	246							12
23	23	365/4	365/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	247							12
23	23	183/2	183/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	248							12
23	23	367/4	367/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	249							
24	24	92	92	0.25	0	0	Chord	2/2	1	1	1/16	1/16	1	250							13
24	24	369/4	369/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16	1/16	1	251							13
24	24	185/2	185/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	252							13
24	24	371/4	371/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	253							13
24	24	93	93	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	254							13
24	24	373/4	373/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	255							13
24	24	187/2	187/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	256							13
24	24	375/4	375/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	257							
24	24	94	94	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	258							14
24	24	377/4	377/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	259							14
24	24	189/2	189/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	260							14
24	24	379/4	379/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	261							14
24	24	95	95	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	262							14
24	24	381/4	381/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	263							14
24	24	191/2	191/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	264							14
24	24	383/4	383/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	265							
25	25	96	96	0.25	0	0	Chord	2/2	1	1	1/16	1/16	1	266							
25	25	385/4	385/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16	1/16	1	267							
25	25	193/2	193/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	268							
25	25	387/4	387/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	269							
25	25	97	97	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	270							
25	25	389/4	389/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	271							
25	25	195/2	195/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	272							
25	25	391/4	391/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	273							
25	25	98	98	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	274							
25	25	99	99	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	275							
25	25	397/4	397/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	276							
25	25	199/2	199/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	277							
25	25	399/4	399/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	278							
26	26	100	100	0.75	0	0	Chord	2/2	1	1	3/16	1/8	3/2	279							
26	26	403/4	403/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	280							
26	26	101	101	0.75	1/4	1/4	Chord	2/2	1	1	3/16	1/8	3/2	281							
26	26	407/4	407/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	282							
26	26	102	102	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	283							
26	26	103	103	0.75	3/4	3/4	Chord	2/2	1	1	3/16	1/8	3/2	284	ornamentTrill						
26	26	415/4	415/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	285							
26	26	102	102	1.0	1/2	1/2	Chord	2/2	1	2	1/4	1/4	1	286							
27	27	104	104	1.0	0	0	Chord	3/8	1	1	1/4	1/4	1	287							
27	27	105	105	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	288							
27	27	104	104	1.0	0	0	Chord	3/8	1	2	1/4	1/4	1	289							
27	27	104	104	1.0	0	0	Chord	3/8	1	3	1/4	1/4	1	290							
28	28	211/2	211/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	291							
