mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible
2	2	15/2	15/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	43						
3	3	8	8	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	44						
3	3	33/4	33/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	45						
3	3	17/2	17/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	46						
3	3	35/4	35/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	47						
3	3	19/2	19/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	48						
3	3	39/4	39/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	49						
3	3	10	10	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	50						
3	3	11	11	0.125	3/4	3/4	Chord	4/4	1	1	1/32		1/32	1	51						
3	3	89/8	89/8	0.125	25/32	25/32	Chord	4/4	1	1	1/32		1/32	1	52						
3	3	45/4	45/4	0.125	13/16	13/16	Chord	4/4	1	1	1/32		1/32	1	53						
3	3	91/8	91/8	0.125	27/32	27/32	Chord	4/4	1	1	1/32		1/32	1	54						
3	3	23/2	23/2	0.125	7/8	7/8	Chord	4/4	1	1	1/32		1/32	1	55						
3	3	93/8	93/8	0.0625	29/32	29/32	Chord	4/4	1	1	1/64		1/64	1	56						
3	3	187/16	187/16	0.0625	59/64	59/64	Chord	4/4	1	1	1/64		1/64	1	57						
3	3	47/4	47/4	0.0625	15/16	15/16	Chord	4/4	1	1	1/64		1/64	1	58						
3	3	189/16	189/16	0.0625	61/64	61/64	Chord	4/4	1	1	1/64		1/64	1	59						
3	3	95/8	95/8	0.0625	31/32	31/32	Chord	4/4	1	1	1/64		1/64	1	60	ornamentTrill					
3	3	191/16	191/16	0.03125	63/64	63/64	Chord	4/4	1	1	1/128		1/128	1	61						
3	3	383/32	383/32	0.03125	127/128	127/128	Chord	4/4	1	1	1/128		1/128	1	62						
3	3	8	8	0.5	0	0	Chord	4/4	1	2	1/8		1/8	1	63						
3	3	9	9	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	64						
3	3	19/2	19/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	65						
3	3	10	10	0.25	1/2	1/2	Chord	4/4	1	2	1/16		1/16	1	66						
3	3	41/4	41/4	0.125	9/16	9/16	Chord	4/4	1	2	1/32		1/32	1	67						
3	3	83/8	83/8	0.125	19/32	19/32	Chord	4/4	1	2	1/32		1/32	1	68						
3	3	21/2	21/2	0.125	5/8	5/8	Chord	4/4	1	2	1/32		1/32	1	69						
3	3	85/8	85/8	0.125	21/32	21/32	Chord	4/4	1	2	1/32		1/32	1	70						
3	3	43/4	43/4	0.125	11/16	11/16	Chord	4/4	1	2	1/32		1/32	1	71						
3	3	87/8	87/8	0.0625	23/32	23/32	Chord	4/4	1	2	1/64		1/64	1	72						
3	3	175/16	175/16	0.0625	47/64	47/64	Chord	4/4	1	2	1/64		1/64	1	73						
4	4	12	12	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	74						
4	4	25/2	25/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	75	ornamentTrill					
4	4	13	13	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	76						
4	4	27/2	27/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	77						
4	4	14	14	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	78						
4	4	57/4	57/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	79						
4	4	29/2	29/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	80						
4	4	59/4	59/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	81						
4	4	15	15	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	82						
4	4	31/2	31/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	83						
4	4	12	12	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	84						
4	4	27/2	27/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	85						
4	4	14	14	0.25	1/2	1/2	Chord	4/4	1	2	1/16		1/16	1	86						
4	4	31/2	31/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	87						
5	5	16	16	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	88						
5	5	65/4	65/4	0.125	1/16	1/16	Chord	4/4	1	1	1/32		1/32	1	89						
5	5	131/8	131/8	0.0625	3/32	3/32	Chord	4/4	1	1	1/64		1/64	1	90						
5	5	263/16	263/16	0.0625	7/64	7/64	Chord	4/4	1	1	1/64		1/64	1	91						
5	5	33/2	33/2	0.375	1/8	1/8	Chord	4/4	1	1	3/32		1/16	3/2	92	ornamentTrill					
5	5	135/8	135/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32		1/32	1	93						
5	5	17	17	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	94						
5	5	35/2	35/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	95						
5	5	18	18	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	96						
5	5	73/4	73/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	97						
5	5	37/2	37/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	98						
5	5	19	19	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	99						
5	5	77/4	77/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	100						
5	5	39/2	39/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	101						
5	5	79/4	79/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	102						
5	5	16	16	0.5	0	0	Chord	4/4	1	2	1/8		1/8	1	103						
5	5	35/2	35/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	104						
5	5	18	18	0.25	1/2	1/2	Chord	4/4	1	2	1/16		1/16	1	105						
5	5	39/2	39/2	0.25	7/8	7/8	Chord	4/4	1	2	1/16		1/16	1	106						
5	5	79/4	79/4	0.25	15/16	15/16	Chord	4/4	1	2	1/16		1/16	1	107						
6	6	20	20	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	108						
6	6	81/4	81/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	109						
6	6	41/2	41/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	110						
6	6	20	20	0.5	0	0	Chord	4/4	1	2	1/8		1/8	1	111						
6	6	21	21	0.375	1/4	1/4	Chord	4/4	1	2	3/32		1/16	3/2	112						
6	6	171/8	171/8	0.125	11/32	11/32	Chord	4/4	1	2	1/32		1/32	1	113						
6	6	43/2	43/2	0.125	3/8	3/8	Chord	4/4	1	2	1/32		1/32	1	114						
6	6	173/8	173/8	0.125	13/32	13/32	Chord	4/4	1	2	1/32		1/32	1	115						
6	6	87/4	87/4	0.125	7/16	7/16	Chord	4/4	1	2	1/32		1/32	1	116						
6	6	175/8	175/8	0.125	15/32	15/32	Chord	4/4	1	2	1/32		1/32	1	117						
6	6	22	22	0.25	1/2	1/2	Chord	4/4	1	2	1/16		1/16	1	118						
6	6	89/4	89/4	0.25	9/16	9/16	Chord	4/4	1	2	1/16		1/16	1	119						
6	6	45/2	45/2	0.25	5/8	5/8	Chord	4/4	1	2	1/16		1/16	1	120						
6	6	91/4	91/4	0.25	11/16	11/16	Chord	4/4	1	2	1/16		1/16	1	121						
6	6	23	23	0.25	3/4	3/4	Chord	4/4	1	2	1/16		1/16	1	122						
6	6	93/4	93/4	0.25	13/16	13/16	Chord	4/4	1	2	1/16		1/16	1	123						
6	6	47/2	47/2	0.25	7/8	7/8	Chord	4/4	1	2	1/16		1/16	1	124						
6	6	95/4	95/4	0.25	15/16	15/16	Chord	4/4	1	2	1/16		1/16	1	125						
7	7	25	25	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	126						
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	127						
7	7	26	26	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	128						
7	7	105/4	105/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	129						
7	7	53/2	53/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	130						
7	7	107/4	107/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	131						
7	7	24	24	0.25	0	0	Chord	4/4	1	2	1/16		1/16	1	132						
7	7	97/4	97/4	0.25	1/16	1/16	Chord	4/4	1	2	1/16		1/16	1	133						
7	7	49/2	49/2	0.25	1/8	1/8	Chord	4/4	1	2	1/16		1/16	1	134						
7	7	99/4	99/4	0.125	3/16	3/16	Chord	4/4	1	2	1/32		1/32	1	135						
7	7	199/8	199/8	0.125	7/32	7/32	Chord	4/4	1	2	1/32		1/32	1	136						
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	137						
7	7	26	26	0.5	1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	138						
7	7	27	27	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	139						
7	7	55/2	55/2	0.0625	7/8	7/8	Chord	4/4	1	2	1/64		1/64	1	140						
7	7	441/16	441/16	0.0625	57/64	57/64	Chord	4/4	1	2	1/64		1/64	1	141						
7	7	221/8	221/8	0.0625	29/32	29/32	Chord	4/4	1	2	1/64		1/64	1	142						
7	7	443/16	443/16	0.0625	59/64	59/64	Chord	4/4	1	2	1/64		1/64	1	143						
7	7	111/4	111/4	0.0625	15/16	15/16	Chord	4/4	1	2	1/64		1/64	1	144						
7	7	445/16	445/16	0.0625	61/64	61/64	Chord	4/4	1	2	1/64		1/64	1	145						
7	7	223/8	223/8	0.0625	31/32	31/32	Chord	4/4	1	2	1/64		1/64	1	146						
7	7	447/16	447/16	0.0625	63/64	63/64	Chord	4/4	1	2	1/64		1/64	1	147						
8	8	28	28	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	148						
8	8	57/2	57/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	149						
8	8	29	29	0.125	1/4	1/4	Chord	4/4	1	1	1/32		1/32	1	150						
8	8	233/8	233/8	0.25	9/32	9/32	Chord	4/4	1	1	1/16		1/16	1	151						
8	8	235/8	235/8	0.0625	11/32	11/32	Chord	4/4	1	1	1/64		1/64	1	152						
8	8	471/16	471/16	0.0625	23/64	23/64	Chord	4/4	1	1	1/64		1/64	1	153						
8	8	59/2	59/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	154						
8	8	119/4	119/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	155						
8	8	30	30	0.1875	1/2	1/2	Chord	4/4	1	1	3/64		1/32	3/2	156						
8	8	483/16	483/16	0.0625	35/64	35/64	Chord	4/4	1	1	1/64		1/64	1	157						
8	8	121/4	121/4	0.125	9/16	9/16	Chord	4/4	1	1	1/32		1/32	1	158						
8	8	243/8	243/8	0.125	19/32	19/32	Chord	4/4	1	1	1/32		1/32	1	159						
8	8	61/2	61/2	0.125	5/8	5/8	Chord	4/4	1	1	1/32		1/32	1	160						
8	8	245/8	245/8	0.125	21/32	21/32	Chord	4/4	1	1	1/32		1/32	1	161						
8	8	123/4	123/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32		1/32	1	162						
8	8	247/8	247/8	0.0625	23/32	23/32	Chord	4/4	1	1	1/64		1/64	1	163						
8	8	495/16	495/16	0.0625	47/64	47/64	Chord	4/4	1	1	1/64		1/64	1	164						
8	8	31	31	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	165	ornamentTrill					
8	8	127/4	127/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	166						
8	8	28	28	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	167						
8	8	30	30	0.5	1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	168						
9	9	32	32	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	169						
9	9	34	34	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	170						
9	9	137/4	137/4	0.125	9/16	9/16	Chord	4/4	1	1	1/32		1/32	1	171						
9	9	275/8	275/8	0.125	19/32	19/32	Chord	4/4	1	1	1/32		1/32	1	172						
9	9	69/2	69/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	173						
9	9	35	35	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	174						
9	9	33	33	0.125	1/4	1/4	Chord	4/4	1	2	1/32		1/32	1	175						
9	9	265/8	265/8	0.125	9/32	9/32	Chord	4/4	1	2	1/32		1/32	1	176						
9	9	133/4	133/4	0.125	5/16	5/16	Chord	4/4	1	2	1/32		1/32	1	177						
9	9	267/8	267/8	0.125	11/32	11/32	Chord	4/4	1	2	1/32		1/32	1	178						
9	9	67/2	67/2	0.0625	3/8	3/8	Chord	4/4	1	2	1/64		1/64	1	179						
9	9	537/16	537/16	0.0625	25/64	25/64	Chord	4/4	1	2	1/64		1/64	1	180						
9	9	269/8	269/8	0.0625	13/32	13/32	Chord	4/4	1	2	1/64		1/64	1	181						
9	9	539/16	539/16	0.0625	27/64	27/64	Chord	4/4	1	2	1/64		1/64	1	182						
9	9	135/4	135/4	0.125	7/16	7/16	Chord	4/4	1	2	1/32		1/32	1	183	ornamentTrill					
9	9	271/8	271/8	0.0625	15/32	15/32	Chord	4/4	1	2	1/64		1/64	1	184						
9	9	543/16	543/16	0.0625	31/64	31/64	Chord	4/4	1	2	1/64		1/64	1	185						
9	9	34	34	0.5	1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	186						
9	9	35	35	0.125	3/4	3/4	Chord	4/4	1	2	1/32		1/32	1	187						
9	9	281/8	281/8	0.125	25/32	25/32	Chord	4/4	1	2	1/32		1/32	1	188						
9	9	141/4	141/4	0.125	13/16	13/16	Chord	4/4	1	2	1/32		1/32	1	189						
9	9	283/8	283/8	0.125	27/32	27/32	Chord	4/4	1	2	1/32		1/32	1	190						
9	9	71/2	71/2	0.25	7/8	7/8	Chord	4/4	1	2	1/16		1/16	1	191						
9	9	143/4	143/4	0.125	15/16	15/16	Chord	4/4	1	2	1/32		1/32	1	192						
9	9	287/8	287/8	0.125	31/32	31/32	Chord	4/4	1	2	1/32		1/32	1	193						
10	10	36	36	0.125	0	0	Chord	4/4	1	1	1/32		1/32	1	194						
10	10	289/8	289/8	0.5	1/32	1/32	Chord	4/4	1	1	1/8		1/8	1	195						
10	10	293/8	293/8	0.125	5/32	5/32	Chord	4/4	1	1	1/32		1/32	1	196						
10	10	147/4	147/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32		1/32	1	197						
10	10	295/8	295/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32		1/32	1	198						
10	10	37	37	0.125	1/4	1/4	Chord	4/4	1	1	1/32		1/32	1	199						
10	10	297/8	297/8	0.125	9/32	9/32	Chord	4/4	1	1	1/32		1/32	1	200						
10	10	149/4	149/4	0.125	5/16	5/16	Chord	4/4	1	1	1/32		1/32	1	201						
10	10	299/8	299/8	0.125	11/32	11/32	Chord	4/4	1	1	1/32		1/32	1	202						
10	10	75/2	75/2	0.125	3/8	3/8	Chord	4/4	1	1	1/32		1/32	1	203						
10	10	301/8	301/8	0.125	13/32	13/32	Chord	4/4	1	1	1/32		1/32	1	204						
10	10	151/4	151/4	0.0625	7/16	7/16	Chord	4/4	1	1	1/64		1/64	1	205						
10	10	605/16	605/16	0.0625	29/64	29/64	Chord	4/4	1	1	1/64		1/64	1	206						
10	10	303/8	303/8	0.0625	15/32	15/32	Chord	4/4	1	1	1/64		1/64	1	207						
10	10	607/16	607/16	0.0625	31/64	31/64	Chord	4/4	1	1	1/64		1/64	1	208						
10	10	38	38	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	209						
10	10	77/2	77/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	210						
10	10	39	39	0.375	3/4	3/4	Chord	4/4	1	1	3/32		1/16	3/2	211						
10	10	315/8	315/8	0.0625	27/32	27/32	Chord	4/4	1	1	1/64		1/64	1	212						
10	10	631/16	631/16	0.0625	55/64	55/64	Chord	4/4	1	1	1/64		1/64	1	213						
10	10	79/2	79/2	0.125	7/8	7/8	Chord	4/4	1	1	1/32		1/32	1	214						
10	10	317/8	317/8	0.125	29/32	29/32	Chord	4/4	1	1	1/32		1/32	1	215						
10	10	159/4	159/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32		1/32	1	216						
10	10	319/8	319/8	0.0625	31/32	31/32	Chord	4/4	1	1	1/64		1/64	1	217						
10	10	639/16	639/16	0.0625	63/64	63/64	Chord	4/4	1	1	1/64		1/64	1	218						
10	10	36	36	0.5	0	0	Chord	4/4	1	2	1/8		1/8	1	219						
10	10	38	38	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	220						
10	10	39	39	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	221						
11	11	40	40	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	222						
11	11	161/4	161/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	223						
11	11	81/2	81/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	224						
11	11	163/4	163/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	225						
11	11	41	41	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	226						
11	11	165/4	165/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	227						
11	11	83/2	83/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	228						
11	11	167/4	167/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	229						
11	11	42	42	0.0	1/2	1/2	Chord	4/4	1	1	0	grace16	1/16	1	230						
11	11	42	42	0.375	1/2	1/2	Chord	4/4	1	1	3/32		1/16	3/2	231						
11	11	339/8	339/8	0.125	19/32	19/32	Chord	4/4	1	1	1/32		1/32	1	232						
11	11	85/2	85/2	0.125	5/8	5/8	Chord	4/4	1	1	1/32		1/32	1	233						
11	11	341/8	341/8	0.125	21/32	21/32	Chord	4/4	1	1	1/32		1/32	1	234						
11	11	171/4	171/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32		1/32	1	235						
11	11	343/8	343/8	0.0625	23/32	23/32	Chord	4/4	1	1	1/64		1/64	1	236						
11	11	687/16	687/16	0.0625	47/64	47/64	Chord	4/4	1	1	1/64		1/64	1	237						
11	11	40	40	0.5	0	0	Chord	4/4	1	2	1/8		1/8	1	238						
11	11	81/2	81/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	239						
11	11	41	41	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	240						
11	11	83/2	83/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	241						
11	11	42	42	0.5	1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	242						
11	11	43	43	0.25	3/4	3/4	Chord	4/4	1	2	1/16		1/16	1	243						
11	11	173/4	173/4	0.25	13/16	13/16	Chord	4/4	1	2	1/16		1/16	1	244						
11	11	87/2	87/2	0.25	7/8	7/8	Chord	4/4	1	2	1/16		1/16	1	245						
11	11	175/4	175/4	0.25	15/16	15/16	Chord	4/4	1	2	1/16		1/16	1	246						
12	12	45	45	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	247						
12	12	91/2	91/2	0.125	3/8	3/8	Chord	4/4	1	1	1/32		1/32	1	248						
12	12	365/8	365/8	0.125	13/32	13/32	Chord	4/4	1	1	1/32		1/32	1	249						
12	12	183/4	183/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32		1/32	1	250						
12	12	367/8	367/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32		1/32	1	251						
12	12	46	46	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	252						
12	12	185/4	185/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	253						
12	12	93/2	93/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	254						
12	12	187/4	187/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32		1/32	1	255						
12	12	375/8	375/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32		1/32	1	256						
12	12	47	47	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	257						
12	12	95/2	95/2	0.375	7/8	7/8	Chord	4/4	1	1	3/32		1/16	3/2	258	ornamentTrill					
12	12	383/8	383/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	259						
12	12	44	44	0.25	0	0	Chord	4/4	1	2	1/16		1/16	1	260						
12	12	177/4	177/4	0.25	1/16	1/16	Chord	4/4	1	2	1/16		1/16	1	261						
12	12	89/2	89/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	262						
12	12	93/2	93/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	263						
12	12	47	47	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	264						
13	13	48	48	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	265						
13	13	49	49	0.125	1/4	1/4	Chord	4/4	1	1	1/32		1/32	1	266						
13	13	393/8	393/8	0.125	9/32	9/32	Chord	4/4	1	1	1/32		1/32	1	267						
13	13	197/4	197/4	0.125	5/16	5/16	Chord	4/4	1	1	1/32		1/32	1	268						
13	13	395/8	395/8	0.125	11/32	11/32	Chord	4/4	1	1	1/32		1/32	1	269						
13	13	99/2	99/2	0.125	3/8	3/8	Chord	4/4	1	1	1/32		1/32	1	270						
13	13	397/8	397/8	0.125	13/32	13/32	Chord	4/4	1	1	1/32		1/32	1	271						
13	13	199/4	199/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32		1/32	1	272						
13	13	399/8	399/8	0.0625	15/32	15/32	Chord	4/4	1	1	1/64		1/64	1	273						
13	13	799/16	799/16	0.0625	31/64	31/64	Chord	4/4	1	1	1/64		1/64	1	274						
13	13	50	50	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	275						
13	13	201/4	201/4	0.125	9/16	9/16	Chord	4/4	1	1	1/32		1/32	1	276						
13	13	403/8	403/8	0.0625	19/32	19/32	Chord	4/4	1	1	1/64		1/64	1	277						
13	13	807/16	807/16	0.0625	39/64	39/64	Chord	4/4	1	1	1/64		1/64	1	278						
13	13	101/2	101/2	0.0625	5/8	5/8	Chord	4/4	1	1	1/64		1/64	1	279						
13	13	809/16	809/16	0.0625	41/64	41/64	Chord	4/4	1	1	1/64		1/64	1	280						
13	13	405/8	405/8	0.0625	21/32	21/32	Chord	4/4	1	1	1/64		1/64	1	281						
13	13	811/16	811/16	0.0625	43/64	43/64	Chord	4/4	1	1	1/64		1/64	1	282						
13	13	203/4	203/4	0.0625	11/16	11/16	Chord	4/4	1	1	1/64		1/64	1	283						
