mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
19	18	53	56	0.5		1/2	1/2	Chord	3/4	1	2	1/8	1/8	1	291								
19	18	107/2	113/2	0.5		5/8	5/8	Chord	3/4	1	2	1/8	1/8	1	292								
19	18	51	54	0.5		0	0	Chord	3/4	1	3	1/8	1/8	1	293								
19	18	52	55	0.5		1/4	1/4	Chord	3/4	1	3	1/8	1/8	1	294								
20	19	54	57	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	295								5
20	19	109/2	115/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	296								
20	19	111/2	117/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	297								
20	19	223/4	235/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	298								
20	19	56	59	0.25		1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	299								
20	19	225/4	237/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	300								
20	19	113/2	119/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	301								
20	19	54	57	0.5		0	0	Chord	3/4	1	2	1/8	1/8	1	302								
20	19	109/2	115/2	0.5		1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	303								
20	19	55	58	0.5		1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	304								
20	19	111/2	117/2	0.5		3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	305								
20	19	56	59	0.5		1/2	1/2	Chord	3/4	1	2	1/8	1/8	1	306								
20	19	113/2	119/2	0.5		5/8	5/8	Chord	3/4	1	2	1/8	1/8	1	307								
21	20	57	60	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	308								
21	20	115/2	121/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	309								
21	20	117/2	123/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	310								
21	20	59	62	0.25		1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	311								
21	20	237/4	249/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	312								
21	20	119/2	125/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	313								
21	20	239/4	251/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	314								
21	20	57	60	0.5		0	0	Chord	3/4	1	2	1/8	1/8	1	315								
21	20	115/2	121/2	0.5		1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	316								
21	20	58	61	0.5		1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	317								
21	20	117/2	123/2	0.5		3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	318								
21	20	59	62	0.5		1/2	1/2	Chord	3/4	1	2	1/8	1/8	1	319								
21	20	119/2	125/2	0.5		5/8	5/8	Chord	3/4	1	2	1/8	1/8	1	320								
22	21	60	63	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	321								
22	21	121/2	127/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	322								
22	21	123/2	129/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	323								
22	21	247/4	259/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	324								
22	21	62	65	0.25		1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	325								
22	21	249/4	261/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	326								
22	21	125/2	131/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	327								
22	21	60	63	0.5		0	0	Chord	3/4	1	2	1/8	1/8	1	328								
22	21	121/2	127/2	0.5		1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	329								
22	21	61	64	0.5		1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	330								
22	21	123/2	129/2	0.5		3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	331								
22	21	62	65	0.5		1/2	1/2	Chord	3/4	1	2	1/8	1/8	1	332								
22	21	125/2	131/2	0.5		5/8	5/8	Chord	3/4	1	2	1/8	1/8	1	333								
22	21	62	65	0.5		1/2	1/2	Chord	3/4	1	3	1/8	1/8	1	334								
22	21	125/2	131/2	0.5		5/8	5/8	Chord	3/4	1	3	1/8	1/8	1	335								
23	22	63	66	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	336								
23	22	127/2	133/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	337								
23	22	129/2	135/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	338								
23	22	65	68	0.25		1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	339								
23	22	261/4	273/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	340								
23	22	131/2	137/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	341								
23	22	263/4	275/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	342								
23	22	63	66	0.5		0	0	Chord	3/4	1	2	1/8	1/8	1	343								
23	22	127/2	133/2	0.5		1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	344								
23	22	64	67	0.5		1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	345								
23	22	129/2	135/2	0.5		3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	346								
23	22	65	68	0.5		1/2	1/2	Chord	3/4	1	2	1/8	1/8	1	347								
23	22	131/2	137/2	0.5		5/8	5/8	Chord	3/4	1	2	1/8	1/8	1	348								
24	23	66	69	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	349								
24	23	269/4	281/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	350								
24	23	135/2	141/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	351								
24	23	271/4	283/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	352								
24	23	68	71	0.25		1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	353								
24	23	273/4	285/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	354								
24	23	137/2	143/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	355								
24	23	275/4	287/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	356								
24	23	66	69	0.5		0	0	Chord	3/4	1	2	1/8	1/8	1	357								
24	23	133/2	139/2	0.5		1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	358								
24	23	67	70	0.5		1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	359								
24	23	135/2	141/2	0.5		3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	360								
24	23	68	71	0.5		1/2	1/2	Chord	3/4	1	2	1/8	1/8	1	361								
24	23	137/2	143/2	0.5		5/8	5/8	Chord	3/4	1	2	1/8	1/8	1	362								
25	24	69	72	0.25		0	0	Chord	3/4	1	1	1/16	1/16	1	363								
25	24	277/4	289/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	364								6
25	24	139/2	145/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	365								6
25	24	279/4	291/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	366								
25	24	71	74	0.25		1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	367								
25	24	285/4	297/4	0.125		9/16	9/16	Chord	3/4	1	1	1/32	1/32	1	368								7
25	24	571/8	595/8	0.125		19/32	19/32	Chord	3/4	1	1	1/32	1/32	1	369								7
25	24	143/2	149/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	370								
25	24	287/4	299/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	371								
25	24	69	72	0.25		0	0	Chord	3/4	1	2	1/16	1/16	1	372								
25	24	70	73	0.25		1/4	1/4	Chord	3/4	1	2	1/16	1/16	1	373								
25	24	281/4	293/4	0.25		5/16	5/16	Chord	3/4	1	2	1/16	1/16	1	374								
25	24	141/2	147/2	0.25		3/8	3/8	Chord	3/4	1	2	1/16	1/16	1	375								
25	24	283/4	295/4	0.25		7/16	7/16	Chord	3/4	1	2	1/16	1/16	1	376								
25	24	71	74	0.25		1/2	1/2	Chord	3/4	1	2	1/16	1/16	1	377								
25	24	71	74	0.25		1/2	1/2	Chord	3/4	1	3	1/16	1/16	1	378								
26	25	72	75	0.375		0	0	Chord	3/4	1	1	3/32	1/16	3/2	379								
26	25	579/8	603/8	0.125		3/32	3/32	Chord	3/4	1	1	1/32	1/32	1	380								8
26	25	145/2	151/2	0.125		1/8	1/8	Chord	3/4	1	1	1/32	1/32	1	381								8
26	25	581/8	605/8	0.125		5/32	5/32	Chord	3/4	1	1	1/32	1/32	1	382								8
26	25	291/4	303/4	0.0625		3/16	3/16	Chord	3/4	1	1	1/64	1/64	1	383								8
26	25	1165/16	1213/16	0.0625		13/64	13/64	Chord	3/4	1	1	1/64	1/64	1	384								8
26	25	583/8	607/8	0.125		7/32	7/32	Chord	3/4	1	1	1/32	1/32	1	385								
26	25	73	76	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	386								
26	25	147/2	153/2	0.125		3/8	3/8	Chord	3/4	1	1	1/32	1/32	1	387								
26	25	589/8	613/8	0.125		13/32	13/32	Chord	3/4	1	1	1/32	1/32	1	388								
26	25	295/4	307/4	0.125		7/16	7/16	Chord	3/4	1	1	1/32	1/32	1	389								
26	25	591/8	615/8	0.125		15/32	15/32	Chord	3/4	1	1	1/32	1/32	1	390								
26	25	74	77	0.75		1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	391	ornamentTrill							
26	25	299/4	311/4	0.125		11/16	11/16	Chord	3/4	1	1	1/32	1/32	1	392								
26	25	599/8	623/8	0.125		23/32	23/32	Chord	3/4	1	1	1/32	1/32	1	393								
26	25	72	75	0.5		0	0	Chord	3/4	1	2	1/8	1/8	1	394								
26	25	73	76	1.0		1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	395								
26	25	72	75	0.5		0	0	Chord	3/4	1	3	1/8	1/8	1	396								
26	25	73	76	1.0		1/4	1/4	Chord	3/4	1	3	1/4	1/4	1	397								
26	25	72	75	0.5		0	0	Chord	3/4	1	4	1/8	1/8	1	398								
27	26		78	1.0	1	0	0	Chord	3/4	1	1	1/4	1/4	1	399								
27	26		78	0.5	1	0	0	Chord	3/4	1	2	1/8	1/8	1	400								
27	26		157/2	0.5	1	1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	401								
27	26		79	0.5	1	1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	402								
27	26		159/2	0.5	1	3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	403								
27	26		80	0.5	1	1/2	1/2	Chord	3/4	1	2	1/8	1/8	1	404								
27	26		161/2	0.5	1	5/8	5/8	Chord	3/4	1	2	1/8	1/8	1	405								
27	26		78	0.5	1	0	0	Chord	3/4	1	3	1/8	1/8	1	406								
27	26		157/2	0.5	1	1/8	1/8	Chord	3/4	1	3	1/8	1/8	1	407								
27	26		79	0.5	1	1/4	1/4	Chord	3/4	1	3	1/8	1/8	1	408								
27	26		159/2	0.5	1	3/8	3/8	Chord	3/4	1	3	1/8	1/8	1	409								
27	26		80	0.5	1	1/2	1/2	Chord	3/4	1	3	1/8	1/8	1	410								
27	26		161/2	0.5	1	5/8	5/8	Chord	3/4	1	3	1/8	1/8	1	411								
28	27		81	0.25	1	0	0	Chord	3/4	1	1	1/16	1/16	1	412								
28	27		325/4	0.25	1	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	413								
28	27		163/2	0.5	1	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	414								
28	27		165/2	0.5	1	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	415								
28	27		83	0.25	1	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	416								
28	27		333/4	0.25	1	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	417								
28	27		167/2	0.25	1	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	418								
28	27		335/4	0.25	1	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	419								
28	27		81	0.5	1	0	0	Chord	3/4	1	2	1/8	1/8	1	420								
28	27		163/2	0.5	1	1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	421								
28	27		82	0.5	1	1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	422								
28	27		165/2	0.5	1	3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	423								
28	27		83	0.5	1	1/2	1/2	Chord	3/4	1	2	1/8	1/8	1	424								
28	27		167/2	0.5	1	5/8	5/8	Chord	3/4	1	2	1/8	1/8	1	425								
28	27		81	0.5	1	0	0	Chord	3/4	1	3	1/8	1/8	1	426								
28	27		163/2	0.5	1	1/8	1/8	Chord	3/4	1	3	1/8	1/8	1	427								
29	26	75	84	3.0	2	0	0	Chord	3/4	1	1	3/4	1/2	3/2	428								
29	26	75	84	3.0	2	0	0	Chord	3/4	1	2	3/4	1/2	3/2	429								
29	26	75	84	3.0	2	0	0	Chord	3/4	1	3	3/4	1/2	3/2	430								
