piece	TimeSig	KeySig	last_mc	last_mn	length_qb	last_mc_unfolded	last_mn_unfolded	length_qb_unfolded	volta_mcs	all_notes_qb	n_onsets	n_onset_positions	guitar_chord_count	form_label_count	label_count	annotated_key	harmony_version	annotators	composed_start	composed_end	composed_source	composer	workTitle	movementNumber	movementTitle	workNumber	poet	lyricist	arranger	copyright	creationDate	mscVersion	platform	source	translator	title_text	subtitle_text	lyricist_text	composer_text	musescore	ms3_version	subdirectory	rel_path	has_drumset	ambitus	originalFormat	P86 (composer)	wikidata	viaf	musicbrainz	imslp	pdf	staff_1_ambitus	staff_1_instrument
BWV1002_07_TempoDiBorea	1: 2/2	1: 2	70	68	272.0	140	136	544.0		429.0	534	388	0	0	101	b	2.3.0	Adrian Nagel	1720	1720	https://en.wikipedia.org/wiki/Sonatas_and_Partitas_for_Solo_Violin_(Bach)	Johann Sebastian Bach	Partita No. 1 in B minor	7	Tempo di Borea	BWV 1002					2020-02-19	3.02	Linux			7. Tempo di Borea	from: Partita No. 1 in B minor, BWV 1002		Johann Sebastian Bach	3.6.2	2.5.2	MS3	MS3/BWV1002_07_TempoDiBorea.mscx	False	55-88 (G3-E6)	cap	Q1339	https://www.wikidata.org/wiki/Q7140627	https://viaf.org/viaf/178649074/	https://musicbrainz.org/work/993d60c6-304b-3db3-8009-ed4042d6c07b	https://imslp.org/wiki/Violin_Partita_No.1_in_B_minor,_BWV_1002_(Bach,_Johann_Sebastian)	https://imslp.org/wiki/Special:ReverseLookup/497205	55-88 (G3-E6)	Violin
BWV1002_08_Double	1: 2/2	1: 2	70	68	272.0	140	136	544.0		283.0	554	541	0	0	104	b	2.3.0	Adrian Nagel	1720	1720	https://en.wikipedia.org/wiki/Sonatas_and_Partitas_for_Solo_Violin_(Bach)	Johann Sebastian Bach	Partita No. 1 in B minor	8	Double	BWV 1002					2020-02-19	3.02	Linux			8. Double	from: Partita No. 1 in B minor, BWV 1002		Johann Sebastian Bach	3.6.2	2.5.2	MS3	MS3/BWV1002_08_Double.mscx	False	55-88 (G3-E6)	cap	Q1339	https://www.wikidata.org/wiki/Q7140627	https://viaf.org/viaf/178649074/	https://musicbrainz.org/work/0cfc2216-22ae-3f9b-be8d-ff971304f6e0	https://imslp.org/wiki/Violin_Partita_No.1_in_B_minor,_BWV_1002_(Bach,_Johann_Sebastian)	https://imslp.org/wiki/Special:ReverseLookup/497205	55-88 (G3-E6)	Violin
BWV1003_01_Grave	1: 4/4	1: 0	23	23	92.0	23	23	92.0		142.25	543	463	0	0	91	a	2.3.0	Adrian Nagel	1720	1720	https://en.wikipedia.org/wiki/Sonatas_and_Partitas_for_Solo_Violin_(Bach)	Johann Sebastian Bach	Sonata No. 2 in A minor	1	Grave	BWV 1003					2021-02-10		Apple Macintosh			1. Grave	from: Sonata No. 2 in A minor, BWV 1003		Johann Sebastian Bach	3.6.2	2.5.2	MS3	MS3/BWV1003_01_Grave.mscx	False	55-86 (G3-D6)		Q1339	https://www.wikidata.org/wiki/Q20646570	https://viaf.org/viaf/178649074/	https://musicbrainz.org/work/43948599-1cdf-3c16-9331-2557ec13f967	https://imslp.org/wiki/Violin_Sonata_No.2_in_A_minor,_BWV_1003_(Bach,_Johann_Sebastian)	https://imslp.org/wiki/Special:ReverseLookup/497205	55-86 (G3-D6)	Violin
BWV1003_02_Fuga	1: 2/4	1: 0	289	289	578.0	289	289	578.0		960.5	2358	1699	0	0	479	a	2.3.0	Adrian Nagel	1720	1720	https://en.wikipedia.org/wiki/Sonatas_and_Partitas_for_Solo_Violin_(Bach)	Johann Sebastian Bach	Sonata No. 2 in A minor	2	Fuga	BWV 1003					2021-02-10		Apple Macintosh			2. Fuga	from: Sonata No. 2 in A minor, BWV 1003		Johann Sebastian Bach	3.6.2	2.5.2	MS3	MS3/BWV1003_02_Fuga.mscx	False	55-86 (G3-D6)		Q1339	https://www.wikidata.org/wiki/Q20646570	https://viaf.org/viaf/178649074/	https://musicbrainz.org/work/27565303-89f8-39ca-9be5-ab5150f8be7b	https://imslp.org/wiki/Violin_Sonata_No.2_in_A_minor,_BWV_1003_(Bach,_Johann_Sebastian)	https://imslp.org/wiki/Special:ReverseLookup/497205	55-86 (G3-D6)	Violin
BWV1003_03_Andante	1: 3/4	1: 0	29	26	87.0	52	52	156.0	[[[11], [12]], [[27, 28], [29]]]	181.25	424	271	0	0	79	C	2.3.0	Adrian Nagel	1720	1720	https://en.wikipedia.org/wiki/Sonatas_and_Partitas_for_Solo_Violin_(Bach)	Johann Sebastian Bach	Sonata No. 2 in A minor	3	Andante	BWV 1003					2021-02-11		Apple Macintosh			3. Andante	from: Sonata No. 2 in A minor, BWV 1003		Johann Sebastian Bach	3.6.2	2.5.2	MS3	MS3/BWV1003_03_Andante.mscx	False	55-84 (G3-C6)		Q1339	https://www.wikidata.org/wiki/Q20646570	https://viaf.org/viaf/178649074/	https://musicbrainz.org/work/bbd1a422-e55d-3c92-8465-ebacefb65464	https://imslp.org/wiki/Violin_Sonata_No.2_in_A_minor,_BWV_1003_(Bach,_Johann_Sebastian)	https://imslp.org/wiki/Special:ReverseLookup/497205	55-84 (G3-C6)	Violin
BWV1003_04_Allegro	1: 2/2	1: 0	58	58	232.0	116	116	464.0		233.0	1021	1020	0	0	206	a	2.3.0	Adrian Nagel	1720	1720	https://en.wikipedia.org/wiki/Sonatas_and_Partitas_for_Solo_Violin_(Bach)	Johann Sebastian Bach	Sonata No. 2 in A minor	4	Allegro	BWV 1003					2020-02-19	3.02	Linux			4. Allegro	from: Sonata No. 2 in A minor, BWV 1003		Johann Sebastian Bach	3.6.2	2.5.2	MS3	MS3/BWV1003_04_Allegro.mscx	False	55-88 (G3-E6)	cap	Q1339	https://www.wikidata.org/wiki/Q20646570	https://viaf.org/viaf/178649074/	https://musicbrainz.org/work/d7a3733a-f059-3a8a-bc46-0ceff4f86e94	https://imslp.org/wiki/Violin_Sonata_No.2_in_A_minor,_BWV_1003_(Bach,_Johann_Sebastian)	https://imslp.org/wiki/Special:ReverseLookup/497205	55-88 (G3-E6)	Violin
BWV1004_01_Allemande	1: 4/4	1: -1	34	32	128.0	68	64	256.0		133.5	545	541	0	0	91	d	2.3.0	Adrian Nagel	1720	1720	https://en.wikipedia.org/wiki/Sonatas_and_Partitas_for_Solo_Violin_(Bach)	Johann Sebastian Bach	Partita No. 2 in D minor	1	Allemanda	BWV 1004					2020-02-19	3.02	Linux			1. Allemanda	from: Partita No. 2 in D minor, BWV 1004		Johann Sebastian Bach	3.6.2	2.5.2	MS3	MS3/BWV1004_01_Allemande.mscx	False	56-86 (G#3-D6)	cap	Q1339	https://www.wikidata.org/wiki/Q625094	https://viaf.org/viaf/185496649	https://musicbrainz.org/work/01c608ed-fe23-3562-9f56-91ea5b6eeb9e	https://imslp.org/wiki/Violin_Partita_No.2_in_D_minor,_BWV_1004_(Bach,_Johann_Sebastian)	https://imslp.org/wiki/Special:ReverseLookup/497205	56-86 (G#3-D6)	Violin
BWV1004_02_Courante	1: 3/4	1: -1	56	54	162.0	112	108	324.0		170.0	433	425	0	0	73	d	2.3.0	Adrian Nagel	1720	1720	https://en.wikipedia.org/wiki/Sonatas_and_Partitas_for_Solo_Violin_(Bach)	Johann Sebastian Bach	Partita No. 2 in D minor	2	Corrente	BWV 1004					2020-02-19	3.02	Linux			2. Corrente	from: Partita No. 2 in D minor, BWV 1004		Johann Sebastian Bach	3.6.2	2.5.2	MS3	MS3/BWV1004_02_Courante.mscx	False	55-86 (G3-D6)	cap	Q1339	https://www.wikidata.org/wiki/Q625094	https://viaf.org/viaf/185496649	https://musicbrainz.org/work/b865d91d-82ac-308f-8d14-dbecca400e14	https://imslp.org/wiki/Violin_Partita_No.2_in_D_minor,_BWV_1004_(Bach,_Johann_Sebastian)	https://imslp.org/wiki/Special:ReverseLookup/497205	55-86 (G3-D6)	Violin
BWV1005_02_Fuga	1: 2/2	1: 0	355	354	1416.0	355	354	1416.0		2831.5	3051	2135	0	0	748	C	2.3.0	Adrian Nagel	1720	1720	https://en.wikipedia.org/wiki/Sonatas_and_Partitas_for_Solo_Violin_(Bach)	Johann Sebastian Bach	Sonata No. 3 in C major	2	Fuga	BWV 1005					2020-02-19	3.02	Linux			2. Fuga	from: Sonata No. 3 in C major, BWV 1005		Johann Sebastian Bach	3.6.2	2.5.2	MS3	MS3/BWV1005_02_Fuga.mscx	False	55-91 (G3-G6)	cap	Q1339	https://www.wikidata.org/wiki/Q20646571	https://viaf.org/viaf/178649074/	https://musicbrainz.org/work/8897bf32-98b8-3d64-be4b-123d082d53bd	https://imslp.org/wiki/Violin_Sonata_No.3_in_C_major,_BWV_1005_(Bach,_Johann_Sebastian)	https://imslp.org/wiki/Special:ReverseLookup/497205	55-91 (G3-G6)	Violin
BWV1006_04_Menuett	1: 3/4	1: 4	66	66	198.0	132	132	396.0		302.5	398	314	0	0	125	E	2.3.0	Adrian Nagel	1720	1720	https://en.wikipedia.org/wiki/Sonatas_and_Partitas_for_Solo_Violin_(Bach)	Johann Sebastian Bach	Partita No. 3 in E major	4	Menuet	BWV 1006					2020-02-19	3.02	Linux			4. Menuet	from: Partita No. 3 in E major, BWV 1006		Johann Sebastian Bach	3.6.2	2.5.2	MS3	MS3/BWV1006_04_Menuett.mscx	False	56-83 (G#3-B5)	cap	Q1339	https://www.wikidata.org/wiki/Q2247608	https://viaf.org/viaf/175022438	https://musicbrainz.org/work/88cf15bd-c7cd-3d48-8179-99d16018e7aa	https://imslp.org/wiki/Violin_Partita_No.3_in_E_major,_BWV_1006_(Bach,_Johann_Sebastian)	https://imslp.org/wiki/Special:ReverseLookup/497205	56-83 (G#3-B5)	Violin
BWV1006_05_Bourée	1: 2/2	1: 4	38	38	144.0	76	76	288.0		151.0	275	268	0	0	57	E	2.3.0	Adrian Nagel	1720	1720	https://en.wikipedia.org/wiki/Sonatas_and_Partitas_for_Solo_Violin_(Bach)	Johann Sebastian Bach	Partita No. 3 in E major	5	Bourrée	BWV 1006					2020-02-19	3.02	Linux			5. Bourrée	from: Partita No. 3 in E major, BWV 1006		Johann Sebastian Bach	3.6.0	2.5.2	MS3	MS3/BWV1006_05_Bourée.mscx	False	59-83 (B3-B5)	cap	Q1339	https://www.wikidata.org/wiki/Q2247608	https://viaf.org/viaf/175022438	https://musicbrainz.org/work/02196afe-1d7d-3a76-b507-ed9c51358be6	https://imslp.org/wiki/Violin_Partita_No.3_in_E_major,_BWV_1006_(Bach,_Johann_Sebastian)	https://imslp.org/wiki/Special:ReverseLookup/497205	59-83 (B3-B5)	Violin
BWV1006_06_Gigue	1: 6/8	1: 4	34	32	96.0	68	64	192.0		96.0	333	333	0	0	52	E	2.3.0	Adrian Nagel	1720	1720	https://en.wikipedia.org/wiki/Sonatas_and_Partitas_for_Solo_Violin_(Bach)	Johann Sebastian Bach	Partita No. 3 in E major	6	Gigue	BWV 1006					2020-02-19	3.02	Linux			6. Gigue	from: Partita No. 3 in E major, BWV 1006		Johann Sebastian Bach	3.6.2	2.5.2	MS3	MS3/BWV1006_06_Gigue.mscx	False	57-83 (A3-B5)	cap	Q1339	https://www.wikidata.org/wiki/Q2247608	https://viaf.org/viaf/175022438	https://musicbrainz.org/work/ead3070d-7b9e-3d63-ab0f-340f1d71755c	https://imslp.org/wiki/Violin_Partita_No.3_in_E_major,_BWV_1006_(Bach,_Johann_Sebastian)	https://imslp.org/wiki/Special:ReverseLookup/497205	57-83 (A3-B5)	Violin
BWV1007_01_Prelude	1: 4/4	1: 1	42	42	168.0	42	42	168.0		188.0	704	654	0	0	55	G	2.3.0	Adrian Nagel	1717	1723	https://en.wikipedia.org/wiki/Cello_Suites_(Bach)	Johann Sebastian Bach	Suite No. 1 in G major	1	Prelude	BWV 1007					2020-02-19	3.02	Linux			1. Prelude	from: Suite No. 1 in G major, BWV 1007	J.S.Bach; J.S.Bach  Suite I für Violoncello; BWV 1007; Suite I	Johann Sebastian Bach	3.6.2	2.5.2	MS3	MS3/BWV1007_01_Prelude.mscx	False	36-67 (C2-G4)	cap	Q1339	https://www.wikidata.org/wiki/Q12714023	https://viaf.org/viaf/217002846	https://musicbrainz.org/work/b80b189d-f15e-39fe-b965-a9ba030383d0	https://imslp.org/wiki/Cello_Suite_No.6_in_D_major,_BWV_1012_(Bach,_Johann_Sebastian)	https://imslp.org/wiki/Special:ReverseLookup/480704	36-67 (C2-G4)	Piano
BWV1007_02_Allemande	1: 2/2	1: 1	34	32	128.0	68	64	256.0		138.25	473	459	0	0	75	G	2.3.0	Adrian Nagel	1717	1723	https://en.wikipedia.org/wiki/Cello_Suites_(Bach)	Johann Sebastian Bach	Suite No. 1 in G major	2	Allemande	BWV 1007					2020-02-19	3.02	Linux			2. Allemande	from: Suite No. 1 in G major, BWV 1007	J.S.Bach; J.S.Bach  Suite I für Violoncello; BWV 1007; Suite I	Johann Sebastian Bach	3.6.2	2.5.2	MS3	MS3/BWV1007_02_Allemande.mscx	False	38-67 (D2-G4)	cap	Q1339	https://www.wikidata.org/wiki/Q12714023	https://viaf.org/viaf/217002846	https://musicbrainz.org/work/2ee90305-5bc3-3065-afd7-f60bb25d40ca	https://imslp.org/wiki/Cello_Suite_No.6_in_D_major,_BWV_1012_(Bach,_Johann_Sebastian)	https://imslp.org/wiki/Special:ReverseLookup/480704	38-67 (D2-G4)	Piano
BWV1007_03_Courante	1: 3/4	1: 1	44	42	126.0	88	84	252.0		128.5	408	406	0	0	67	G	2.3.0	Adrian Nagel	1717	1723	https://en.wikipedia.org/wiki/Cello_Suites_(Bach)	Johann Sebastian Bach	Suite No. 1 in G major	3	Courante	BWV 1007					2020-02-19	3.02	Linux			3. Courante	from: Suite No. 1 in G major, BWV 1007	J.S.Bach; J.S.Bach  Suite I für Violoncello; BWV 1007; Suite I	Johann Sebastian Bach	3.6.2	2.5.2	MS3	MS3/BWV1007_03_Courante.mscx	False	36-64 (C2-E4)	cap	Q1339	https://www.wikidata.org/wiki/Q12714023	https://viaf.org/viaf/217002846	https://musicbrainz.org/work/9c24a37d-de0d-3b5a-aeed-8ea4995ce12f	https://imslp.org/wiki/Cello_Suite_No.6_in_D_major,_BWV_1012_(Bach,_Johann_Sebastian)	https://imslp.org/wiki/Special:ReverseLookup/480704	36-64 (C2-E4)	Piano
BWV1007_04_Sarabande	1: 3/4	1: 1	16	16	48.0	32	32	96.0		67.5	152	134	0	0	41	G	2.3.0	Adrian Nagel	1717	1723	https://en.wikipedia.org/wiki/Cello_Suites_(Bach)	Johann Sebastian Bach	Suite No. 1 in G major	4	Sarabande	BWV 1007					2020-02-19	3.02	Linux			4. Sarabande	from: Suite No. 1 in G major, BWV 1007	"J.S.Bach; J.S.Bach  Suite I für Violoncello
; BWV 1007; Suite I"	Johann Sebastian Bach	3.6.2	2.5.2	MS3	MS3/BWV1007_04_Sarabande.mscx	False	36-62 (C2-D4)	cap	Q1339	https://www.wikidata.org/wiki/Q12714023	https://viaf.org/viaf/217002846	https://musicbrainz.org/work/c1f362aa-1652-3913-8731-e8c3e912e520	https://imslp.org/wiki/Cello_Suite_No.6_in_D_major,_BWV_1012_(Bach,_Johann_Sebastian)	https://imslp.org/wiki/Special:ReverseLookup/480704	36-62 (C2-D4)	Piano
BWV1007_05_MenuetI	1: 3/4	1: 1	24	24	72.0	48	48	144.0		80.0	136	130	0	0	35	G	2.3.0	Adrian Nagel	1717	1723	https://en.wikipedia.org/wiki/Cello_Suites_(Bach)	Johann Sebastian Bach	Suite No. 1 in G major	5	Minuet I	BWV 1007					2020-02-19	3.02	Linux			5. Minuet I	from: Suite No. 1 in G major, BWV 1007	J.S.Bach	Johann Sebastian Bach	3.6.2	2.5.2	MS3	MS3/BWV1007_05_MenuetI.mscx	False	36-64 (C2-E4)	cap	Q1339	https://www.wikidata.org/wiki/Q12714023	https://viaf.org/viaf/217002846	https://musicbrainz.org/work/0b00cd25-2373-36df-8ad7-9fa805a266e3	https://imslp.org/wiki/Cello_Suite_No.6_in_D_major,_BWV_1012_(Bach,_Johann_Sebastian)	https://imslp.org/wiki/Special:ReverseLookup/480704	36-64 (C2-E4)	Piano
BWV1007_06_MenuetII	1: 3/4	1: -1	24	24	72.0	48	48	144.0		72.0	126	126	0	0	33	g	2.3.0	Adrian Nagel	1717	1723	https://en.wikipedia.org/wiki/Cello_Suites_(Bach)	Johann Sebastian Bach	Suite No. 1 in G major	6	Minuet II	BWV 1007					2020-02-19	3.02	Linux			6. Minuet II	from: Suite No. 1 in G major, BWV 1007	J.S.Bach; J.S.Bach  Suite I für Violoncello; BWV 1007; Suite I	Johann Sebastian Bach	3.6.2	2.5.2	MS3	MS3/BWV1007_06_MenuetII.mscx	False	38-63 (D2-Eb4)	cap	Q1339	https://www.wikidata.org/wiki/Q12714023	https://viaf.org/viaf/217002846	https://musicbrainz.org/work/0b00cd25-2373-36df-8ad7-9fa805a266e3	https://imslp.org/wiki/Cello_Suite_No.6_in_D_major,_BWV_1012_(Bach,_Johann_Sebastian)	https://imslp.org/wiki/Special:ReverseLookup/480704	38-63 (D2-Eb4)	Piano
BWV1007_07_Gique	1: 6/8	1: 1	36	34	102.0	72	68	204.0		106.0	213	210	0	0	59	G	2.3.0	Adrian Nagel	1717	1723	https://en.wikipedia.org/wiki/Cello_Suites_(Bach)	Johann Sebastian Bach	Suite No. 1 in G major	7	Gigue	BWV 1007					2020-02-19	3.02	Linux			7. Gigue	from: Suite No. 1 in G major, BWV 1007	J.S.Bach  Suite I für Violoncello; BWV 1007; Suite I	Johann Sebastian Bach	3.6.2	2.5.2	MS3	MS3/BWV1007_07_Gique.mscx	False	38-64 (D2-E4)	cap	Q1339	https://www.wikidata.org/wiki/Q12714023	https://viaf.org/viaf/217002846	https://musicbrainz.org/work/1b5d4b9d-3c12-35a5-b27b-d3a31a202c9c	https://imslp.org/wiki/Cello_Suite_No.6_in_D_major,_BWV_1012_(Bach,_Johann_Sebastian)	https://imslp.org/wiki/Special:ReverseLookup/480704	38-64 (D2-E4)	Piano
