mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	pedalend	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
240	240	0	0	2/2	1	1	ii		C	I		ii	ii								m	0	0	2, -1, 3		2	2
240	240	1/2	1/2	2/2	1	1	viio6		C	I		viio6	vii	o	6						o	0	0	2, -1, 5		5	2
240	240	3/4	3/4	2/2	1	1	ii2		C	I		ii2	ii		2						mm7	0	0	0, 2, -1, 3		2	0
241	241	0	0	2/2	1	1	V65		C	I		V65	V		65						Mm7	0	0	5, 2, -1, 1		1	5
241	241	1/2	1/2	2/2	1	1	I		C	I		I	I								M	0	0	0, 4, 1		0	0
241	241	3/4	3/4	2/2	1	1	V2/IV		C	I		V2/IV	V		2		IV				Mm7	0	0	-2, 0, 4, 1		0	-2
242	242	0	0	2/2	1	1	viio65/V		C	I		viio65/V	vii	o	65		V				o7	0	0	3, 0, -3, 6		6	3
243	243	0	0	2/2	1	1	V2/V		C	I		V2/V	V		2		V				Mm7	0	0	0, 2, 6, 3		2	0
244	244	0	0	2/2	1	1	V6		C	I		V6	V		6						M	0	0	5, 2, 1		1	5
244	244	1/2	1/2	2/2	1	1	I		C	I		I	I								M	0	0	0, 4, 1		0	0
244	244	3/4	3/4	2/2	1	1	viio6/V		C	I		viio6/V	vii	o	6		V				o	0	0	3, 0, 6		6	3
245	245	0	0	2/2	1	1	V(4)		C	I		V(4)	V			4					M	0	0	1, 0, 2		1	1
245	245	1/2	1/2	2/2	1	1	V		C	I		V	V								M	0	0	1, 5, 2		1	1
246	246	0	0	2/2	1	1	I}		C	I		I	I							}	M	0	0	0, 4, 1		0	0
246	246	1/4	1/4	2/2	1	1	{		C	I										{		0	0				
247	247	1/2	1/2	2/2	1	1	V7/IV		C	I		V7/IV	V		7		IV				Mm7	0	0	0, 4, 1, -2		0	0
248	248	0	0	2/2	1	1	ii		C	I		ii	ii								m	0	0	2, -1, 3		2	2
248	248	1/2	1/2	2/2	1	1	V/V		C	I		V/V	V				V				M	0	0	2, 6, 3		2	2
249	249	1/2	1/2	2/2	1	1	V7/V		C	I		V7/V	V		7		V				Mm7	0	0	2, 6, 3, 0		2	2
250	250	0	0	2/2	1	1	V		C	I		V	V								M	0	0	1, 5, 2		1	1
251	251	1/2	1/2	2/2	1	1	V7		C	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
252	252	0	0	2/2	1	1	I64		C	I		I64	I		64						M	0	0	1, 0, 4		0	1
253	253	0	0	2/2	1	1	viio6/V		C	I		viio6/V	vii	o	6		V				o	0	0	3, 0, 6		6	3
254	254	0	0	2/2	1	1	V6		C	I		V6	V		6						M	0	0	5, 2, 1		1	5
255	255	0	0	2/2	1	1	viio64/V		C	I		viio64/V	vii	o	64		V				o	0	0	0, 6, 3		6	0
256	256	0	0	2/2	1	1	V64		C	I		V64	V		64						M	0	0	2, 1, 5		1	2
257	257	0	0	2/2	1	1	vi		C	I		vi	vi								m	0	0	3, 0, 4		3	3
257	257	1/2	1/2	2/2	1	1	I6		C	I		I6	I		6						M	0	0	4, 1, 0		0	4
257	257	3/4	3/4	2/2	1	1	viio/V		C	I		viio/V	vii	o			V				o	0	0	6, 3, 0		6	6
258	258	0	0	2/2	1	1	V		C	I		V	V								M	0	0	1, 5, 2		1	1
258	258	1/2	1/2	2/2	1	1	IV6/IV		C	I		IV6/IV	IV		6		IV				M	0	0	2, -1, -2		-2	2
258	258	3/4	3/4	2/2	1	1	viio/IV		C	I		viio/IV	vii	o			IV				o	0	0	4, 1, -2		4	4
259	259	0	0	2/2	1	1	IV(b4)		C	I		IV(b4)	IV			b4					M	0	0	-1, -2, 0		-1	-1
259	259	1/4	1/4	2/2	1	1	IV		C	I		IV	IV								M	0	0	-1, 3, 0		-1	-1
259	259	3/4	3/4	2/2	1	1	viio64		C	I		viio64	vii	o	64						o	0	0	-1, 5, 2		5	-1
260	260	0	0	2/2	1	1	I6		C	I		I6	I		6						M	0	0	4, 1, 0		0	4
261	261	0	0	2/2	1	1	ii6		C	I		ii6	ii		6						m	0	0	-1, 3, 2		2	-1
262	262	0	0	2/2	1	1	iii6		C	I		iii6	iii		6						m	0	0	1, 5, 4		4	1
262	262	3/4	3/4	2/2	1	1	viio6/IV		C	I		viio6/IV	vii	o	6		IV				o	0	0	1, -2, 4		4	1
263	263	0	0	2/2	1	1	IV6		C	I		IV6	IV		6						M	0	0	3, 0, -1		-1	3
264	264	0	0	2/2	1	1	V6		C	I		V6	V		6						M	0	0	5, 2, 1		1	5
265	265	0	0	2/2	1	1	IV6		C	I		IV6	IV		6						M	0	0	3, 0, -1		-1	3
265	265	1/2	1/2	2/2	1	1	iii6		C	I		iii6	iii		6						m	0	0	1, 5, 4		4	1
266	266	0	0	2/2	1	1	ii6		C	I		ii6	ii		6						m	0	0	-1, 3, 2		2	-1
266	266	1/2	1/2	2/2	1	1	I6		C	I		I6	I		6						M	0	0	4, 1, 0		0	4
267	267	0	0	2/2	1	1	ii6		C	I		ii6	ii		6						m	0	0	-1, 3, 2		2	-1
267	267	3/4	3/4	2/2	1	1	viio64		C	I		viio64	vii	o	64						o	0	0	-1, 5, 2		5	-1
268	268	0	0	2/2	1	1	I6		C	I		I6	I		6						M	0	0	4, 1, 0		0	4
268	268	1/2	1/2	2/2	1	1	i6		C	I		i6	i		6						m	0	0	-3, 1, 0		0	-3
268	268	3/4	3/4	2/2	1	1	viio64/bVII		C	I		viio64/bVII	vii	o	64		bVII				o	0	0	-3, 3, 0		3	-3
269	269	0	0	2/2	1	1	.bVII6		C	I		bVII6	bVII		6						M	0	0	2, -1, -2		-2	2
269	269	1/2	1/2	2/2	1	1	V/v		C	I		V/v	V				v				M	0	0	2, 6, 3		2	2
269	269	3/4	3/4	2/2	1	1	v64		C	I		v64	v		64						m	0	0	2, 1, -2		1	2
270	270	0	0	2/2	1	1	vi6		C	I		vi6	vi		6						m	0	0	0, 4, 3		3	0
270	270	3/4	3/4	2/2	1	1	viio64/V		C	I		viio64/V	vii	o	64		V				o	0	0	0, 6, 3		6	0
271	271	0	0	2/2	1	1	V6		C	I		V6	V		6						M	0	0	5, 2, 1		1	5
272	272	0	0	2/2	1	1	V		C	I		V	V								M	0	0	1, 5, 2		1	1
272	272	1/4	1/4	2/2	1	1	V6/V		C	I		V6/V	V		6		V				M	0	0	6, 3, 2		2	6
272	272	1/2	1/2	2/2	1	1	V[V		C	I	V	V	V								M	0	0	1, 5, 2		1	1
274	274	1/2	1/2	2/2	1	1	V(64)		C	I		V(64)	V			64					M	0	0	1, 0, 4		1	1
274	274	3/4	3/4	2/2	1	1	V7		C	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
275	275	0	0	2/2	1	1	V(64)		C	I		V(64)	V			64					M	0	0	1, 0, 4		1	1
275	275	1/2	1/2	2/2	1	1	V		C	I		V	V								M	0	0	1, 5, 2		1	1
275	275	3/4	3/4	2/2	1	1	V(64)		C	I		V(64)	V			64					M	0	0	1, 0, 4		1	1
276	276	0	0	2/2	1	1	V7		C	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
276	276	1/2	1/2	2/2	1	1	ii6		C	I		ii6	ii		6						m	0	0	-1, 3, 2		2	-1
276	276	3/4	3/4	2/2	1	1	V		C	I		V	V								M	0	0	1, 5, 2		1	1
277	277	0	0	2/2	1	1	V(64)		C	I		V(64)	V			64					M	0	0	1, 0, 4		1	1
277	277	1/4	1/4	2/2	1	1	V		C	I		V	V								M	0	0	1, 5, 2		1	1
277	277	1/2	1/2	2/2	1	1	V(64)		C	I		V(64)	V			64					M	0	0	1, 0, 4		1	1
277	277	3/4	3/4	2/2	1	1	V6/V		C	I		V6/V	V		6		V				M	0	0	6, 3, 2		2	6
278	278	0	0	2/2	1	1	V		C	I		V	V								M	0	0	1, 5, 2		1	1
278	278	1/4	1/4	2/2	1	1	V(64)		C	I		V(64)	V			64					M	0	0	1, 0, 4		1	1
278	278	1/2	1/2	2/2	1	1	V7		C	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
278	278	3/4	3/4	2/2	1	1	V		C	I		V	V								M	0	0	1, 5, 2		1	1
279	279	0	0	2/2	1	1	vi		C	I		vi	vi								m	0	0	3, 0, 4		3	3
279	279	1/2	1/2	2/2	1	1	iii6		C	I		iii6	iii		6						m	0	0	1, 5, 4		4	1
279	279	3/4	3/4	2/2	1	1	vi		C	I		vi	vi								m	0	0	3, 0, 4		3	3
280	280	0	0	2/2	1	1	V		C	I		V	V								M	0	0	1, 5, 2		1	1
280	280	1/4	1/4	2/2	1	1	viio6/IV		C	I		viio6/IV	vii	o	6		IV				o	0	0	1, -2, 4		4	1
280	280	1/2	1/2	2/2	1	1	IV6		C	I		IV6	IV		6						M	0	0	3, 0, -1		-1	3
280	280	3/4	3/4	2/2	1	1	V7		C	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
281	281	0	0	2/2	1	1	V(64)		C	I		V(64)	V			64					M	0	0	1, 0, 4		1	1
281	281	1/4	1/4	2/2	1	1	viio64/V		C	I		viio64/V	vii	o	64		V				o	0	0	0, 6, 3		6	0
281	281	1/2	1/2	2/2	1	1	V		C	I		V	V								M	0	0	1, 5, 2		1	1
281	281	3/4	3/4	2/2	1	1	v		C	I		v	v								m	0	0	1, -2, 2		1	1
282	282	0	0	2/2	1	1	IV6		C	I		IV6	IV		6						M	0	0	3, 0, -1		-1	3
282	282	1/4	1/4	2/2	1	1	V		C	I		V	V								M	0	0	1, 5, 2		1	1
282	282	1/2	1/2	2/2	1	1	V(64)		C	I		V(64)	V			64					M	0	0	1, 0, 4		1	1
282	282	3/4	3/4	2/2	1	1	viio64/V		C	I		viio64/V	vii	o	64		V				o	0	0	0, 6, 3		6	0
283	283	0	0	2/2	1	1	V		C	I		V	V								M	0	0	1, 5, 2		1	1
283	283	1/2	1/2	2/2	1	1	v		C	I		v	v								m	0	0	1, -2, 2		1	1
283	283	3/4	3/4	2/2	1	1	viio6/IV		C	I		viio6/IV	vii	o	6		IV				o	0	0	1, -2, 4		4	1
284	284	0	0	2/2	1	1	IV6		C	I		IV6	IV		6						M	0	0	3, 0, -1		-1	3
284	284	1/2	1/2	2/2	1	1	iv6		C	I		iv6	iv		6						m	0	0	-4, 0, -1		-1	-4
285	285	0	0	2/2	1	1	V(64)		C	I		V(64)	V			64					M	0	0	1, 0, 4		1	1
285	285	1/4	1/4	2/2	1	1	V7		C	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
285	285	1/2	1/2	2/2	1	1	V(64)		C	I		V(64)	V			64					M	0	0	1, 0, 4		1	1
286	286	0	0	2/2	1	1	ii6(2)		C	I		ii6(2)	ii		6	2					m	0	0	-1, 3, 4		2	-1
286	286	1/4	1/4	2/2	1	1	I6		C	I		I6	I		6						M	0	0	4, 1, 0		0	4
286	286	1/2	1/2	2/2	1	1	ii6		C	I		ii6	ii		6						m	0	0	-1, 3, 2		2	-1
287	287	0	0	2/2	1	1	I6(2)		C	I		I6(2)	I		6	2					M	0	0	4, 1, 2		0	4
287	287	1/4	1/4	2/2	1	1	V		C	I		V	V								M	0	0	1, 5, 2		1	1
287	287	1/2	1/2	2/2	1	1	V(64)		C	I		V(64)	V			64					M	0	0	1, 0, 4		1	1
288	288	1/4	1/4	2/2	1	1	V		C	I		V	V								M	0	0	1, 5, 2		1	1
288	288	1/2	1/2	2/2	1	1	V(64)		C	I		V(64)	V			64					M	0	0	1, 0, 4		1	1
288	288	3/4	3/4	2/2	1	1	viio2/V		C	I		viio2/V	vii	o	2		V				o7	0	0	-3, 6, 3, 0		6	-3
289	289	0	0	2/2	1	1	V]}		C	I		V	V					]		}	M	0	0	1, 5, 2		1	1
289	289	1/2	1/2	2/2	1	1	{		C	I										{		0	0				
290	290	0	0	2/2	1	1	IV		C	I		IV	IV								M	0	0	-1, 3, 0		-1	-1
290	290	1/2	1/2	2/2	1	1	I		C	I		I	I								M	0	0	0, 4, 1		0	0
291	291	0	0	2/2	1	1	V6		C	I		V6	V		6						M	0	0	5, 2, 1		1	5
291	291	1/2	1/2	2/2	1	1	v6		C	I		v6	v		6						m	0	0	-2, 2, 1		1	-2
291	291	3/4	3/4	2/2	1	1	viio64/IV		C	I		viio64/IV	vii	o	64		IV				o	0	0	-2, 4, 1		4	-2
292	292	0	0	2/2	1	1	IV6		C	I		IV6	IV		6						M	0	0	3, 0, -1		-1	3
292	292	1/4	1/4	2/2	1	1	iii6		C	I		iii6	iii		6						m	0	0	1, 5, 4		4	1
292	292	1/2	1/2	2/2	1	1	IV6		C	I		IV6	IV		6						M	0	0	3, 0, -1		-1	3
292	292	3/4	3/4	2/2	1	1	V6		C	I		V6	V		6						M	0	0	5, 2, 1		1	5
293	293	0	0	2/2	1	1	I		C	I		I	I								M	0	0	0, 4, 1		0	0
293	293	1/4	1/4	2/2	1	1	V6		C	I		V6	V		6						M	0	0	5, 2, 1		1	5
293	293	1/2	1/2	2/2	1	1	vi		C	I		vi	vi								m	0	0	3, 0, 4		3	3
293	293	3/4	3/4	2/2	1	1	V64/V		C	I		V64/V	V		64		V				M	0	0	3, 2, 6		2	3
294	294	0	0	2/2	1	1	V(64)		C	I		V(64)	V			64					M	0	0	1, 0, 4		1	1
294	294	1/2	1/2	2/2	1	1	V		C	I		V	V								M	0	0	1, 5, 2		1	1
294	294	3/4	3/4	2/2	1	1	vi7		C	I		vi7	vi		7						mm7	0	0	3, 0, 4, 1		3	3
295	295	0	0	2/2	1	1	ii/ii		C	I		ii/ii	ii				ii				m	0	0	4, 1, 5		4	4
295	295	1/2	1/2	2/2	1	1	ii%65/ii		C	I		ii%65/ii	ii	%	65		ii				%7	0	0	1, -2, 2, 4		4	1
296	296	0	0	2/2	1	1	vi		C	I		vi	vi								m	0	0	3, 0, 4		3	3
296	296	3/4	3/4	2/2	1	1	viio6/V		C	I		viio6/V	vii	o	6		V				o	0	0	3, 0, 6		6	3
297	297	0	0	2/2	1	1	V		C	I		V	V								M	0	0	1, 5, 2		1	1
297	297	1/2	1/2	2/2	1	1	I6		C	I		I6	I		6						M	0	0	4, 1, 0		0	4
298	298	0	0	2/2	1	1	ii6(2)		C	I		ii6(2)	ii		6	2					m	0	0	-1, 3, 4		2	-1
298	298	1/2	1/2	2/2	1	1	ii6		C	I		ii6	ii		6						m	0	0	-1, 3, 2		2	-1
299	299	0	0	2/2	1	1	I6(2)		C	I		I6(2)	I		6	2					M	0	0	4, 1, 2		0	4
299	299	1/2	1/2	2/2	1	1	I6		C	I		I6	I		6						M	0	0	4, 1, 0		0	4
300	300	0	0	2/2	1	1	VI		C	I		VI	VI								M	0	0	3, 7, 4		3	3
300	300	1/2	1/2	2/2	1	1	vi		C	I		vi	vi								m	0	0	3, 0, 4		3	3
300	300	3/4	3/4	2/2	1	1	viio6/V		C	I		viio6/V	vii	o	6		V				o	0	0	3, 0, 6		6	3
301	301	0	0	2/2	1	1	V		C	I		V	V								M	0	0	1, 5, 2		1	1
301	301	1/2	1/2	2/2	1	1	v		C	I		v	v								m	0	0	1, -2, 2		1	1
301	301	3/4	3/4	2/2	1	1	iio6/ii		C	I		iio6/ii	ii	o	6		ii				o	0	0	1, -2, 4		4	1
302	302	0	0	2/2	1	1	ii		C	I		ii	ii								m	0	0	2, -1, 3		2	2
302	302	3/4	3/4	2/2	1	1	iio6/vi		C	I		iio6/vi	ii	o	6		vi				o	0	0	2, -1, 5		5	2
303	303	0	0	2/2	1	1	vi		C	I		vi	vi								m	0	0	3, 0, 4		3	3
304	304	0	0	2/2	1	1	iii		C	I		iii	iii								m	0	0	4, 1, 5		4	4
304	304	1/2	1/2	2/2	1	1	V7/ii		C	I		V7/ii	V		7		ii				Mm7	0	0	3, 7, 4, 1		3	3
305	305	0	0	2/2	1	1	ii		C	I		ii	ii								m	0	0	2, -1, 3		2	2
305	305	1/2	1/2	2/2	1	1	IV		C	I		IV	IV								M	0	0	-1, 3, 0		-1	-1
306	306	0	0	2/2	1	1	III		C	I		III	III								M	0	0	4, 8, 5		4	4
306	306	1/2	1/2	2/2	1	1	iii		C	I		iii	iii								m	0	0	4, 1, 5		4	4
306	306	3/4	3/4	2/2	1	1	viio6/II		C	I		viio6/II	vii	o	6		II				o	0	0	4, 1, 7		7	4
307	307	0	0	2/2	1	1	II		C	I		II	II								M	0	0	2, 6, 3		2	2
307	307	1/2	1/2	2/2	1	1	ii		C	I		ii	ii								m	0	0	2, -1, 3		2	2
307	307	3/4	3/4	2/2	1	1	iio6/vi		C	I		iio6/vi	ii	o	6		vi				o	0	0	2, -1, 5		5	2
308	308	0	0	2/2	1	1	vi		C	I		vi	vi								m	0	0	3, 0, 4		3	3
308	308	1/2	1/2	2/2	1	1	V7/V		C	I		V7/V	V		7		V				Mm7	0	0	2, 6, 3, 0		2	2
309	309	0	0	2/2	1	1	V}		C	I		V	V							}	M	0	0	1, 5, 2		1	1
309	309	1/4	1/4	2/2	1	1	{		C	I										{		0	0				
310	310	0	0	2/2	1	1	V2/ii		C	I		V2/ii	V		2		ii				Mm7	0	0	1, 3, 7, 4		3	1
311	311	0	0	2/2	1	1	ii6		C	I		ii6	ii		6						m	0	0	-1, 3, 2		2	-1
312	312	0	0	2/2	1	1	V2		C	I		V2	V		2						Mm7	0	0	-1, 1, 5, 2		1	-1
313	313	0	0	2/2	1	1	I6		C	I		I6	I		6						M	0	0	4, 1, 0		0	4
313	313	1/4	1/4	2/2	1	1	ii6		C	I		ii6	ii		6						m	0	0	-1, 3, 2		2	-1
313	313	1/2	1/2	2/2	1	1	I		C	I		I	I								M	0	0	0, 4, 1		0	0
314	314	0	0	2/2	1	1	II		C	I		II	II								M	0	0	2, 6, 3		2	2
314	314	1/2	1/2	2/2	1	1	ii64		C	I		ii64	ii		64						m	0	0	3, 2, -1		2	3
314	314	3/4	3/4	2/2	1	1	viio		C	I		viio	vii	o							o	0	0	5, 2, -1		5	5
315	315	0	0	2/2	1	1	I		C	I		I	I								M	0	0	0, 4, 1		0	0
315	315	1/2	1/2	2/2	1	1	i64		C	I		i64	i		64						m	0	0	1, 0, -3		0	1
315	315	3/4	3/4	2/2	1	1	viio/IV/IV		C	I		viio/IV/IV	vii	o			IV/IV				o	0	0	3, 0, -3		3	3
316	316	0	0	2/2	1	1	IV/IV		C	I		IV/IV	IV				IV				M	0	0	-2, 2, -1		-2	-2
316	316	1/2	1/2	2/2	1	1	viio64/IV		C	I		viio64/IV	vii	o	64		IV				o	0	0	-2, 4, 1		4	-2
317	317	0	0	2/2	1	1	IV6		C	I		IV6	IV		6						M	0	0	3, 0, -1		-1	3
317	317	1/2	1/2	2/2	1	1	viio		C	I		viio	vii	o							o	0	0	5, 2, -1		5	5
318	318	0	0	2/2	1	1	I		C	I		I	I								M	0	0	0, 4, 1		0	0
318	318	1/2	1/2	2/2	1	1	viio64/V		C	I		viio64/V	vii	o	64		V				o	0	0	0, 6, 3		6	0
319	319	0	0	2/2	1	1	V6		C	I		V6	V		6						M	0	0	5, 2, 1		1	5
319	319	1/2	1/2	2/2	1	1	v6		C	I		v6	v		6						m	0	0	-2, 2, 1		1	-2
320	320	0	0	2/2	1	1	VI		C	I		VI	VI								M	0	0	3, 7, 4		3	3
320	320	1/2	1/2	2/2	1	1	vi		C	I		vi	vi								m	0	0	3, 0, 4		3	3
320	320	3/4	3/4	2/2	1	1	viio/V		C	I		viio/V	vii	o			V				o	0	0	6, 3, 0		6	6
321	321	0	0	2/2	1	1	V		C	I		V	V								M	0	0	1, 5, 2		1	1
321	321	1/2	1/2	2/2	1	1	v		C	I		v	v								m	0	0	1, -2, 2		1	1
322	322	0	0	2/2	1	1	ii		C	I		ii	ii								m	0	0	2, -1, 3		2	2
322	322	1/2	1/2	2/2	1	1	V7		C	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
323	323	0	0	2/2	1	1	I}		C	I		I	I							}	M	0	0	0, 4, 1		0	0
323	323	1/4	1/4	2/2	1	1	{		C	I										{		0	0				
324	324	0	0	2/2	1	1	V2/v		C	I		V2/v	V		2		v				Mm7	0	0	0, 2, 6, 3		2	0
325	325	0	0	2/2	1	1	v6		C	I		v6	v		6						m	0	0	-2, 2, 1		1	-2
326	326	0	0	2/2	1	1	V2/IV		C	I		V2/IV	V		2		IV				Mm7	0	0	-2, 0, 4, 1		0	-2
327	327	0	0	2/2	1	1	IV6		C	I		IV6	IV		6						M	0	0	3, 0, -1		-1	3
328	328	0	0	2/2	1	1	vii%7		C	I		vii%7	vii	%	7						%7	0	0	5, 2, -1, 3		5	5
329	329	0	0	2/2	1	1	I		C	I		I	I								M	0	0	0, 4, 1		0	0
329	329	1/2	1/2	2/2	1	1	vi6		C	I		vi6	vi		6						m	0	0	0, 4, 3		3	0
330	330	0	0	2/2	1	1	ii		C	I		ii	ii								m	0	0	2, -1, 3		2	2
331	331	0	0	2/2	1	1	I6		C	I		I6	I		6						M	0	0	4, 1, 0		0	4
331	331	3/4	3/4	2/2	1	1	viio/IV		C	I		viio/IV	vii	o			IV				o	0	0	4, 1, -2		4	4
332	332	0	0	2/2	1	1	ii6(2)		C	I		ii6(2)	ii		6	2					m	0	0	-1, 3, 4		2	-1
332	332	1/2	1/2	2/2	1	1	ii6		C	I		ii6	ii		6						m	0	0	-1, 3, 2		2	-1
333	333	0	0	2/2	1	1	viio64		C	I		viio64	vii	o	64						o	0	0	-1, 5, 2		5	-1
333	333	1/2	1/2	2/2	1	1	I6		C	I		I6	I		6						M	0	0	4, 1, 0		0	4
333	333	3/4	3/4	2/2	1	1	v64		C	I		v64	v		64						m	0	0	2, 1, -2		1	2
334	334	0	0	2/2	1	1	VI6		C	I		VI6	VI		6						M	0	0	7, 4, 3		3	7
334	334	1/2	1/2	2/2	1	1	vi6		C	I		vi6	vi		6						m	0	0	0, 4, 3		3	0
334	334	3/4	3/4	2/2	1	1	vii%43/V		C	I		vii%43/V	vii	%	43		V				%7	0	0	0, 4, 6, 3		6	0
335	335	0	0	2/2	1	1	V6		C	I		V6	V		6						M	0	0	5, 2, 1		1	5
335	335	1/2	1/2	2/2	1	1	v6		C	I		v6	v		6						m	0	0	-2, 2, 1		1	-2
335	335	3/4	3/4	2/2	1	1	viio64/IV		C	I		viio64/IV	vii	o	64		IV				o	0	0	-2, 4, 1		4	-2
336	336	0	0	2/2	1	1	IV6(14)		C	I		IV6(14)	IV		6	14					M	0	0	3, 0, -1	4	-1	3
336	336	1/4	1/4	2/2	1	1	IV6		C	I		IV6	IV		6						M	0	0	3, 0, -1		-1	3
337	337	0	0	2/2	1	1	I64		C	I		I64	I		64						M	0	0	1, 0, 4		0	1
338	338	0	0	2/2	1	1	ii6(2)		C	I		ii6(2)	ii		6	2					m	0	0	-1, 3, 4		2	-1
338	338	1/2	1/2	2/2	1	1	ii6		C	I		ii6	ii		6						m	0	0	-1, 3, 2		2	-1
339	339	0	0	2/2	1	1	I6(2)		C	I		I6(2)	I		6	2					M	0	0	4, 1, 2		0	4
339	339	1/2	1/2	2/2	1	1	vi		C	I		vi	vi								m	0	0	3, 0, 4		3	3
340	340	0	0	2/2	1	1	ii7		C	I		ii7	ii		7						mm7	0	0	2, -1, 3, 0		2	2
340	340	1/2	1/2	2/2	1	1	V7		C	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
341	341	0	0	2/2	1	1	I}		C	I		I	I							}	M	0	0	0, 4, 1		0	0
341	341	1/4	1/4	2/2	1	1	{		C	I										{		0	0				
342	342	0	0	2/2	1	1	V2/IV		C	I		V2/IV	V		2		IV				Mm7	0	0	-2, 0, 4, 1		0	-2
343	343	0	0	2/2	1	1	IV6		C	I		IV6	IV		6						M	0	0	3, 0, -1		-1	3
344	344	0	0	2/2	1	1	V2/V		C	I		V2/V	V		2		V				Mm7	0	0	0, 2, 6, 3		2	0
345	345	0	0	2/2	1	1	V6		C	I		V6	V		6						M	0	0	5, 2, 1		1	5
345	345	1/2	1/2	2/2	1	1	iii		C	I		iii	iii								m	0	0	4, 1, 5		4	4
346	346	0	0	2/2	1	1	V7/ii		C	I		V7/ii	V		7		ii				Mm7	0	0	3, 7, 4, 1		3	3
346	346	1/2	1/2	2/2	1	1	ii		C	I		ii	ii								m	0	0	2, -1, 3		2	2
347	347	0	0	2/2	1	1	V7		C	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
347	347	1/2	1/2	2/2	1	1	I		C	I		I	I								M	0	0	0, 4, 1		0	0
347	347	3/4	3/4	2/2	1	1	V2/IV		C	I		V2/IV	V		2		IV				Mm7	0	0	-2, 0, 4, 1		0	-2
348	348	0	0	2/2	1	1	IV6(14)		C	I		IV6(14)	IV		6	14					M	0	0	3, 0, -1	4	-1	3
348	348	1/2	1/2	2/2	1	1	IV6		C	I		IV6	IV		6						M	0	0	3, 0, -1		-1	3
349	349	0	0	2/2	1	1	V7		C	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
350	350	1/4	1/4	2/2	1	1	I6		C	I		I6	I		6						M	0	0	4, 1, 0		0	4
350	350	1/2	1/2	2/2	1	1	viio6(2)		C	I		viio6(2)	vii	o	6	2					o	0	0	2, -1, 0		5	2
350	350	3/4	3/4	2/2	1	1	viio6		C	I		viio6	vii	o	6						o	0	0	2, -1, 5		5	2
351	351	0	0	2/2	1	1	.bVI		C	I		bVI	bVI								M	0	0	-4, 0, -3		-4	-4
351	351	1/2	1/2	2/2	1	1	viio65/V		C	I		viio65/V	vii	o	65		V				o7	0	0	3, 0, -3, 6		6	3
353	353	0	0	2/2	1	1	V(64)		C	I		V(64)	V			64					M	0	0	1, 0, 4		1	1
354	354	3/4	3/4	2/2	1	1	V7		C	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
355	355	0	0	2/2	1	1	I}		C	I		I	I							}	M	0	0	0, 4, 1		0	0
