mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	pedalend	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
9	9	0	0	2/2	1	1	V		C	I		V	V								M	0	0	1, 5, 2		1	1
9	9	1/4	1/4	2/2	1	1	ii6		C	I		ii6	ii		6						m	0	0	-1, 3, 2		2	-1
9	9	1/2	1/2	2/2	1	1	I6		C	I		I6	I		6						M	0	0	4, 1, 0		0	4
10	10	0	0	2/2	1	1	ii6(2)		C	I		ii6(2)	ii		6	2					m	0	0	-1, 3, 4		2	-1
10	10	1/2	1/2	2/2	1	1	ii6		C	I		ii6	ii		6						m	0	0	-1, 3, 2		2	-1
11	11	0	0	2/2	1	1	I6(2)		C	I		I6(2)	I		6	2					M	0	0	4, 1, 2		0	4
11	11	1/2	1/2	2/2	1	1	I6		C	I		I6	I		6						M	0	0	4, 1, 0		0	4
12	12	0	0	2/2	1	1	VI		C	I		VI	VI								M	0	0	3, 7, 4		3	3
12	12	1/2	1/2	2/2	1	1	vi		C	I		vi	vi								m	0	0	3, 0, 4		3	3
12	12	3/4	3/4	2/2	1	1	viio6/V		C	I		viio6/V	vii	o	6		V				o	0	0	3, 0, 6		6	3
13	13	0	0	2/2	1	1	V		C	I		V	V								M	0	0	1, 5, 2		1	1
13	13	1/2	1/2	2/2	1	1	v		C	I		v	v								m	0	0	1, -2, 2		1	1
13	13	3/4	3/4	2/2	1	1	iio6/ii		C	I		iio6/ii	ii	o	6		ii				o	0	0	1, -2, 4		4	1
14	14	0	0	2/2	1	1	ii		C	I		ii	ii								m	0	0	2, -1, 3		2	2
14	14	3/4	3/4	2/2	1	1	iio6/vi		C	I		iio6/vi	ii	o	6		vi				o	0	0	2, -1, 5		5	2
15	15	0	0	2/2	1	1	vi		C	I		vi	vi								m	0	0	3, 0, 4		3	3
16	16	0	0	2/2	1	1	iii		C	I		iii	iii								m	0	0	4, 1, 5		4	4
16	16	1/2	1/2	2/2	1	1	V7/ii		C	I		V7/ii	V		7		ii				Mm7	0	0	3, 7, 4, 1		3	3
17	17	0	0	2/2	1	1	ii		C	I		ii	ii								m	0	0	2, -1, 3		2	2
17	17	1/2	1/2	2/2	1	1	IV		C	I		IV	IV								M	0	0	-1, 3, 0		-1	-1
18	18	0	0	2/2	1	1	III		C	I		III	III								M	0	0	4, 8, 5		4	4
18	18	1/2	1/2	2/2	1	1	iii		C	I		iii	iii								m	0	0	4, 1, 5		4	4
18	18	3/4	3/4	2/2	1	1	viio6/II		C	I		viio6/II	vii	o	6		II				o	0	0	4, 1, 7		7	4
19	19	0	0	2/2	1	1	II		C	I		II	II								M	0	0	2, 6, 3		2	2
19	19	1/2	1/2	2/2	1	1	ii		C	I		ii	ii								m	0	0	2, -1, 3		2	2
19	19	3/4	3/4	2/2	1	1	iio6/vi		C	I		iio6/vi	ii	o	6		vi				o	0	0	2, -1, 5		5	2
20	20	0	0	2/2	1	1	vi		C	I		vi	vi								m	0	0	3, 0, 4		3	3
20	20	1/2	1/2	2/2	1	1	V7/V		C	I		V7/V	V		7		V				Mm7	0	0	2, 6, 3, 0		2	2
21	21	0	0	2/2	1	1	V}		C	I		V	V							}	M	0	0	1, 5, 2		1	1
21	21	1/4	1/4	2/2	1	1	{		C	I										{		0	0				
22	22	0	0	2/2	1	1	V2/ii		C	I		V2/ii	V		2		ii				Mm7	0	0	1, 3, 7, 4		3	1
23	23	0	0	2/2	1	1	ii6		C	I		ii6	ii		6						m	0	0	-1, 3, 2		2	-1
24	24	0	0	2/2	1	1	V2		C	I		V2	V		2						Mm7	0	0	-1, 1, 5, 2		1	-1
25	25	0	0	2/2	1	1	I6		C	I		I6	I		6						M	0	0	4, 1, 0		0	4
25	25	1/4	1/4	2/2	1	1	ii6		C	I		ii6	ii		6						m	0	0	-1, 3, 2		2	-1
25	25	1/2	1/2	2/2	1	1	I		C	I		I	I								M	0	0	0, 4, 1		0	0
26	26	0	0	2/2	1	1	V2/V		C	I		V2/V	V		2		V				Mm7	0	0	0, 2, 6, 3		2	0
26	26	1/2	1/2	2/2	1	1	viio		C	I		viio	vii	o							o	0	0	5, 2, -1		5	5
27	27	0	0	2/2	1	1	I		C	I		I	I								M	0	0	0, 4, 1		0	0
27	27	1/2	1/2	2/2	1	1	i64		C	I		i64	i		64						m	0	0	1, 0, -3		0	1
27	27	3/4	3/4	2/2	1	1	viio/IV/IV		C	I		viio/IV/IV	vii	o			IV/IV				o	0	0	3, 0, -3		3	3
28	28	0	0	2/2	1	1	IV/IV		C	I		IV/IV	IV				IV				M	0	0	-2, 2, -1		-2	-2
28	28	1/2	1/2	2/2	1	1	viio64/IV		C	I		viio64/IV	vii	o	64		IV				o	0	0	-2, 4, 1		4	-2
29	29	0	0	2/2	1	1	IV6		C	I		IV6	IV		6						M	0	0	3, 0, -1		-1	3
29	29	1/2	1/2	2/2	1	1	viio		C	I		viio	vii	o							o	0	0	5, 2, -1		5	5
30	30	0	0	2/2	1	1	I		C	I		I	I								M	0	0	0, 4, 1		0	0
30	30	1/2	1/2	2/2	1	1	viio64/V		C	I		viio64/V	vii	o	64		V				o	0	0	0, 6, 3		6	0
31	31	0	0	2/2	1	1	V6		C	I		V6	V		6						M	0	0	5, 2, 1		1	5
31	31	1/2	1/2	2/2	1	1	v6		C	I		v6	v		6						m	0	0	-2, 2, 1		1	-2
32	32	0	0	2/2	1	1	VI		C	I		VI	VI								M	0	0	3, 7, 4		3	3
32	32	1/2	1/2	2/2	1	1	vi		C	I		vi	vi								m	0	0	3, 0, 4		3	3
32	32	3/4	3/4	2/2	1	1	viio6/V		C	I		viio6/V	vii	o	6		V				o	0	0	3, 0, 6		6	3
33	33	0	0	2/2	1	1	V		C	I		V	V								M	0	0	1, 5, 2		1	1
33	33	1/2	1/2	2/2	1	1	v		C	I		v	v								m	0	0	1, -2, 2		1	1
33	33	3/4	3/4	2/2	1	1	iio6/ii		C	I		iio6/ii	ii	o	6		ii				o	0	0	1, -2, 4		4	1
34	34	0	0	2/2	1	1	ii		C	I		ii	ii								m	0	0	2, -1, 3		2	2
34	34	1/2	1/2	2/2	1	1	V7		C	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
35	35	0	0	2/2	1	1	I}{		C	I		I	I							}{	M	0	0	0, 4, 1		0	0
36	36	0	0	2/2	1	1	V2/v		C	I		V2/v	V		2		v				Mm7	0	0	0, 2, 6, 3		2	0
37	37	0	0	2/2	1	1	v6		C	I		v6	v		6						m	0	0	-2, 2, 1		1	-2
38	38	0	0	2/2	1	1	V2/IV		C	I		V2/IV	V		2		IV				Mm7	0	0	-2, 0, 4, 1		0	-2
39	39	0	0	2/2	1	1	IV6		C	I		IV6	IV		6						M	0	0	3, 0, -1		-1	3
40	40	0	0	2/2	1	1	vii%7		C	I		vii%7	vii	%	7						%7	0	0	5, 2, -1, 3		5	5
41	41	0	0	2/2	1	1	I		C	I		I	I								M	0	0	0, 4, 1		0	0
41	41	1/2	1/2	2/2	1	1	vi6		C	I		vi6	vi		6						m	0	0	0, 4, 3		3	0
42	42	0	0	2/2	1	1	ii		C	I		ii	ii								m	0	0	2, -1, 3		2	2
43	43	0	0	2/2	1	1	I6		C	I		I6	I		6						M	0	0	4, 1, 0		0	4
43	43	3/4	3/4	2/2	1	1	viio/IV		C	I		viio/IV	vii	o			IV				o	0	0	4, 1, -2		4	4
44	44	0	0	2/2	1	1	ii6(2)		C	I		ii6(2)	ii		6	2					m	0	0	-1, 3, 4		2	-1
44	44	1/2	1/2	2/2	1	1	ii6		C	I		ii6	ii		6						m	0	0	-1, 3, 2		2	-1
45	45	0	0	2/2	1	1	viio64		C	I		viio64	vii	o	64						o	0	0	-1, 5, 2		5	-1
45	45	1/2	1/2	2/2	1	1	I6		C	I		I6	I		6						M	0	0	4, 1, 0		0	4
45	45	3/4	3/4	2/2	1	1	v64		C	I		v64	v		64						m	0	0	2, 1, -2		1	2
46	46	0	0	2/2	1	1	VI6		C	I		VI6	VI		6						M	0	0	7, 4, 3		3	7
46	46	1/2	1/2	2/2	1	1	vi6		C	I		vi6	vi		6						m	0	0	0, 4, 3		3	0
46	46	3/4	3/4	2/2	1	1	vii%43/V		C	I		vii%43/V	vii	%	43		V				%7	0	0	0, 4, 6, 3		6	0
47	47	0	0	2/2	1	1	V6		C	I		V6	V		6						M	0	0	5, 2, 1		1	5
47	47	1/2	1/2	2/2	1	1	v6		C	I		v6	v		6						m	0	0	-2, 2, 1		1	-2
47	47	3/4	3/4	2/2	1	1	viio64/IV		C	I		viio64/IV	vii	o	64		IV				o	0	0	-2, 4, 1		4	-2
48	48	0	0	2/2	1	1	IV6(14)		C	I		IV6(14)	IV		6	14					M	0	0	3, 0, -1	4	-1	3
48	48	1/4	1/4	2/2	1	1	IV6		C	I		IV6	IV		6						M	0	0	3, 0, -1		-1	3
49	49	0	0	2/2	1	1	I64		C	I		I64	I		64						M	0	0	1, 0, 4		0	1
50	50	0	0	2/2	1	1	ii6(2)		C	I		ii6(2)	ii		6	2					m	0	0	-1, 3, 4		2	-1
50	50	1/2	1/2	2/2	1	1	ii6		C	I		ii6	ii		6						m	0	0	-1, 3, 2		2	-1
51	51	0	0	2/2	1	1	I6(2)		C	I		I6(2)	I		6	2					M	0	0	4, 1, 2		0	4
51	51	1/2	1/2	2/2	1	1	vi		C	I		vi	vi								m	0	0	3, 0, 4		3	3
52	52	0	0	2/2	1	1	viio6(2)		C	I		viio6(2)	vii	o	6	2					o	0	0	2, -1, 0		5	2
52	52	1/2	1/2	2/2	1	1	V7		C	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
53	53	0	0	2/2	1	1	I}		C	I		I	I							}	M	0	0	0, 4, 1		0	0
53	53	1/4	1/4	2/2	1	1	{		C	I										{		0	0				
54	54	0	0	2/2	1	1	V2/IV		C	I		V2/IV	V		2		IV				Mm7	0	0	-2, 0, 4, 1		0	-2
55	55	0	0	2/2	1	1	IV6		C	I		IV6	IV		6						M	0	0	3, 0, -1		-1	3
56	56	0	0	2/2	1	1	V2/V		C	I		V2/V	V		2		V				Mm7	0	0	0, 2, 6, 3		2	0
57	57	0	0	2/2	1	1	V6		C	I		V6	V		6						M	0	0	5, 2, 1		1	5
57	57	1/2	1/2	2/2	1	1	iii		C	I		iii	iii								m	0	0	4, 1, 5		4	4
58	58	0	0	2/2	1	1	V7/ii		C	I		V7/ii	V		7		ii				Mm7	0	0	3, 7, 4, 1		3	3
58	58	1/2	1/2	2/2	1	1	ii		C	I		ii	ii								m	0	0	2, -1, 3		2	2
59	59	0	0	2/2	1	1	V7		C	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
59	59	1/2	1/2	2/2	1	1	I		C	I		I	I								M	0	0	0, 4, 1		0	0
59	59	3/4	3/4	2/2	1	1	V2/IV		C	I		V2/IV	V		2		IV				Mm7	0	0	-2, 0, 4, 1		0	-2
60	60	0	0	2/2	1	1	IV6(14)		C	I		IV6(14)	IV		6	14					M	0	0	3, 0, -1	4	-1	3
60	60	1/2	1/2	2/2	1	1	IV6		C	I		IV6	IV		6						M	0	0	3, 0, -1		-1	3
61	61	0	0	2/2	1	1	V7		C	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
62	62	1/4	1/4	2/2	1	1	I6		C	I		I6	I		6						M	0	0	4, 1, 0		0	4
62	62	1/2	1/2	2/2	1	1	viio6(2)		C	I		viio6(2)	vii	o	6	2					o	0	0	2, -1, 0		5	2
62	62	3/4	3/4	2/2	1	1	viio6		C	I		viio6	vii	o	6						o	0	0	2, -1, 5		5	2
63	63	0	0	2/2	1	1	.bVI		C	I		bVI	bVI								M	0	0	-4, 0, -3		-4	-4
63	63	1/2	1/2	2/2	1	1	viio65/V		C	I		viio65/V	vii	o	65		V				o7	0	0	3, 0, -3, 6		6	3
65	65	0	0	2/2	1	1	V(64)		C	I		V(64)	V			64					M	0	0	1, 0, 4		1	1
66	66	3/4	3/4	2/2	1	1	V7		C	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
67	67	0	0	2/2	1	1	I}		C	I		I	I							}	M	0	0	0, 4, 1		0	0
67	67	1/8	1/8	2/2	1	1	{		C	I										{		0	0				
69	69	0	0	2/2	1	1	V		C	I		V	V								M	0	0	1, 5, 2		1	1
71	71	0	0	2/2	1	1	V7/V		C	I		V7/V	V		7		V				Mm7	0	0	2, 6, 3, 0		2	2
73	73	0	0	2/2	1	1	V(#74)		C	I		V(#74)	V			#74					M	0	0	1, 0, 2	6	1	1
73	73	1/2	1/2	2/2	1	1	iii6		C	I		iii6	iii		6						m	0	0	1, 5, 4		4	1
74	74	0	0	2/2	1	1	#viio7/ii		C	I		#viio7/ii	#vii	o	7		ii				o7	0	0	7, 4, 1, -2		7	7
75	75	0	0	2/2	1	1	ii6(11#7)		C	I		ii6(11#7)	ii		6	11#7					m	0	0	-1, 3, 7	1	2	-1
75	75	1/2	1/2	2/2	1	1	ii6		C	I		ii6	ii		6						m	0	0	-1, 3, 2		2	-1
76	76	0	0	2/2	1	1	vi.#viio7		C	vi		#viio7	#vii	o	7						o7	0	1	5, 2, -1, -4		5	5
77	77	0	0	2/2	1	1	i64(#7)		C	vi		i64(#7)	i		64	#7					m	0	1	1, 5, -3		0	1
77	77	1/2	1/2	2/2	1	1	i64		C	vi		i64	i		64						m	0	1	1, 0, -3		0	1
77	77	3/4	3/4	2/2	1	1	ii%2/v		C	vi		ii%2/v	ii	%	2		v				%7	0	1	1, 3, 0, -3		3	1
78	78	0	0	2/2	1	1	V65/v		C	vi		V65/v	V		65		v				Mm7	0	1	6, 3, 0, 2		2	6
79	79	0	0	2/2	1	1	v(#74)		C	vi		v(#74)	v			#74					m	0	1	1, 0, 2	6	1	1
79	79	1/2	1/2	2/2	1	1	v		C	vi		v	v								m	0	1	1, -2, 2		1	1
80	80	0	0	2/2	1	1	V7/iv		C	vi		V7/iv	V		7		iv				Mm7	0	1	0, 4, 1, -2		0	0
81	81	0	0	2/2	1	1	iv(#74)		C	vi		iv(#74)	iv			#74					m	0	1	-1, -2, 0	4	-1	-1
81	81	1/2	1/2	2/2	1	1	iv		C	vi		iv	iv								m	0	1	-1, -4, 0		-1	-1
82	82	0	0	2/2	1	1	V7/III		C	vi		V7/III	V		7		III				Mm7	0	1	-2, 2, -1, -4		-2	-2
83	83	0	0	2/2	1	1	III(74)		C	vi		III(74)	III			74					M	0	1	-3, -4, -2	2	-3	-3
83	83	1/2	1/2	2/2	1	1	III		C	vi		III	III								M	0	1	-3, 1, -2		-3	-3
84	84	0	0	2/2	1	1	V7		C	vi		V7	V		7						Mm7	0	1	1, 5, 2, -1		1	1
85	85	0	0	2/2	1	1	i(#74)		C	vi		i(#74)	i			#74					m	0	1	0, -1, 1	5	0	0
85	85	1/2	1/2	2/2	1	1	VI6		C	vi		VI6	VI		6						M	0	1	0, -3, -4		-4	0
86	86	0	0	2/2	1	1	V43		C	vi		V43	V		43						Mm7	0	1	2, -1, 1, 5		1	2
87	87	0	0	2/2	1	1	i6(13#7)		C	vi		i6(13#7)	i		6	13#7					m	0	1	-3, 1, 5	-4	0	-3
87	87	1/2	1/2	2/2	1	1	i6		C	vi		i6	i		6						m	0	1	-3, 1, 0		0	-3
88	88	0	0	2/2	1	1	iv		C	vi		iv	iv								m	0	1	-1, -4, 0		-1	-1
88	88	1/2	1/2	2/2	1	1	.bII6		C	vi		bII6	bII		6						M	0	1	-1, -4, -5		-5	-1
89	89	0	0	2/2	1	1	V[V7		C	vi	V	V7	V		7						Mm7	0	1	1, 5, 2, -1		1	1
90	90	0	0	2/2	1	1	V(64)		C	vi		V(64)	V			64					M	0	1	1, 0, -3		1	1
91	91	0	0	2/2	1	1	V7		C	vi		V7	V		7						Mm7	0	1	1, 5, 2, -1		1	1
92	92	0	0	2/2	1	1	V(64)		C	vi		V(64)	V			64					M	0	1	1, 0, -3		1	1
92	92	1/2	1/2	2/2	1	1	viio65/V		C	vi		viio65/V	vii	o	65		V				o7	0	1	3, 0, -3, 6		6	3
93	93	0	0	2/2	1	1	V]}		C	vi		V	V					]		}	M	0	1	1, 5, 2		1	1
93	93	3/4	3/4	2/2	1	1	{		C	vi										{		0	1				
94	94	0	0	2/2	1	1	iv		C	vi		iv	iv								m	0	1	-1, -4, 0		-1	-1
94	94	1/2	1/2	2/2	1	1	i		C	vi		i	i								m	0	1	0, -3, 1		0	0
95	95	1/2	1/2	2/2	1	1	V6		C	vi		V6	V		6						M	0	1	5, 2, 1		1	5
95	95	3/4	3/4	2/2	1	1	i		C	vi		i	i								m	0	1	0, -3, 1		0	0
96	96	0	0	2/2	1	1	iio	#viio6	C	vi		iio	ii	o							o	0	1	2, -1, -4		2	2
96	96	1/2	1/2	2/2	1	1	IV6		C	vi		IV6	IV		6						M	0	1	3, 0, -1		-1	3
96	96	3/4	3/4	2/2	1	1	V6		C	vi		V6	V		6						M	0	1	5, 2, 1		1	5
97	97	0	0	2/2	1	1	i		C	vi		i	i								m	0	1	0, -3, 1		0	0
97	97	1/2	1/2	2/2	1	1	VI6		C	vi		VI6	VI		6						M	0	1	0, -3, -4		-4	0
98	98	0	0	2/2	1	1	v6(2)		C	vi		v6(2)	v		6	2					m	0	1	-2, 2, -4		1	-2
98	98	1/2	1/2	2/2	1	1	v6		C	vi		v6	v		6						m	0	1	-2, 2, 1		1	-2
99	99	0	0	2/2	1	1	V.V2/v		C	V		V2/v	V		2		v				Mm7	0	0	0, 2, 6, 3		2	0
99	99	1/2	1/2	2/2	1	1	v6		C	V		v6	v		6						m	0	0	-2, 2, 1		1	-2
100	100	0	0	2/2	1	1	i		C	V		i	i								m	0	0	0, -3, 1		0	0
100	100	1/2	1/2	2/2	1	1	.bIII6		C	V		bIII6	bIII		6						M	0	0	1, -2, -3		-3	1
101	101	0	0	2/2	1	1	.bVII		C	V		bVII	bVII								M	0	0	-2, 2, -1		-2	-2
101	101	1/2	1/2	2/2	1	1	V6/v		C	V		V6/v	V		6		v				M	0	0	6, 3, 2		2	6
101	101	3/4	3/4	2/2	1	1	v		C	V		v	v								m	0	0	1, -2, 2		1	1
102	102	0	0	2/2	1	1	#viio6/v		C	V		#viio6/v	#vii	o	6		v				o	0	0	3, 0, 6		6	3
102	102	1/2	1/2	2/2	1	1	ii/v		C	V		ii/v	ii				v				m	0	0	3, 0, 4		3	3
102	102	3/4	3/4	2/2	1	1	#viio6/v		C	V		#viio6/v	#vii	o	6		v				o	0	0	3, 0, 6		6	3
103	103	0	0	2/2	1	1	v		C	V		v	v								m	0	0	1, -2, 2		1	1
103	103	1/2	1/2	2/2	1	1	i		C	V		i	i								m	0	0	0, -3, 1		0	0
104	104	0	0	2/2	1	1	viio65/V		C	V		viio65/V	vii	o	65		V				o7	0	0	3, 0, -3, 6		6	3
104	104	1/2	1/2	2/2	1	1	iio64		C	V		iio64	ii	o	64						o	0	0	-4, 2, -1		2	-4
105	105	0	0	2/2	1	1	V7		C	V		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
105	105	1/2	1/2	2/2	1	1	i6		C	V		i6	i		6						m	0	0	-3, 1, 0		0	-3
106	106	0	0	2/2	1	1	v(4)		C	V		v(4)	v			4					m	0	0	1, 0, 2		1	1
106	106	1/2	1/2	2/2	1	1	v		C	V		v	v								m	0	0	1, -2, 2		1	1
106	106	3/4	3/4	2/2	1	1	viio6/IV		C	V		viio6/IV	vii	o	6		IV				o	0	0	1, -2, 4		4	1
107	107	0	0	2/2	1	1	IV6		C	V		IV6	IV		6						M	0	0	3, 0, -1		-1	3
107	107	1/2	1/2	2/2	1	1	ii64		C	V		ii64	ii		64						m	0	0	3, 2, -1		2	3
107	107	3/4	3/4	2/2	1	1	V6		C	V		V6	V		6						M	0	0	5, 2, 1		1	5
108	108	0	0	2/2	1	1	I		C	V		I	I								M	0	0	0, 4, 1		0	0
108	108	3/4	3/4	2/2	1	1	iii6/IV		C	V		iii6/IV	iii		6		IV				m	0	0	0, 4, 3		3	0
109	109	0	0	2/2	1	1	IV6/IV		C	V		IV6/IV	IV		6		IV				M	0	0	2, -1, -2		-2	2
109	109	1/4	1/4	2/2	1	1	iii6/IV		C	V		iii6/IV	iii		6		IV				m	0	0	0, 4, 3		3	0
109	109	1/2	1/2	2/2	1	1	IV6/IV		C	V		IV6/IV	IV		6		IV				M	0	0	2, -1, -2		-2	2
109	109	3/4	3/4	2/2	1	1	V6/IV		C	V		V6/IV	V		6		IV				M	0	0	4, 1, 0		0	4
110	110	0	0	2/2	1	1	IV		C	V		IV	IV								M	0	0	-1, 3, 0		-1	-1
110	110	1/2	1/2	2/2	1	1	ii6		C	V		ii6	ii		6						m	0	0	-1, 3, 2		2	-1
111	111	0	0	2/2	1	1	VI		C	V		VI	VI								M	0	0	3, 7, 4		3	3
111	111	1/2	1/2	2/2	1	1	I6		C	V		I6	I		6						M	0	0	4, 1, 0		0	4
112	112	0	0	2/2	1	1	V		C	V		V	V								M	0	0	1, 5, 2		1	1
112	112	1/2	1/2	2/2	1	1	IV6/IV		C	V		IV6/IV	IV		6		IV				M	0	0	2, -1, -2		-2	2
112	112	3/4	3/4	2/2	1	1	viio/IV		C	V		viio/IV	vii	o			IV				o	0	0	4, 1, -2		4	4
113	113	0	0	2/2	1	1	IV		C	V		IV	IV								M	0	0	-1, 3, 0		-1	-1
113	113	1/2	1/2	2/2	1	1	V2		C	V		V2	V		2						Mm7	0	0	-1, 1, 5, 2		1	-1
114	114	0	0	2/2	1	1	I6		C	V		I6	I		6						M	0	0	4, 1, 0		0	4
114	114	1/2	1/2	2/2	1	1	vi		C	V		vi	vi								m	0	0	3, 0, 4		3	3
115	115	0	0	2/2	1	1	II6		C	V		II6	II		6						M	0	0	6, 3, 2		2	6
115	115	1/2	1/2	2/2	1	1	ii6		C	V		ii6	ii		6						m	0	0	-1, 3, 2		2	-1
116	116	0	0	2/2	1	1	I6		C	V		I6	I		6						M	0	0	4, 1, 0		0	4
116	116	1/2	1/2	2/2	1	1	i6		C	V		i6	i		6						m	0	0	-3, 1, 0		0	-3
117	117	0	0	2/2	1	1	.bVII6		C	V		bVII6	bVII		6						M	0	0	2, -1, -2		-2	2
117	117	1/2	1/2	2/2	1	1	v		C	V		v	v								m	0	0	1, -2, 2		1	1
118	118	0	0	2/2	1	1	IV(2)		C	V		IV(2)	IV			2					M	0	0	1, 3, 0		-1	1
118	118	1/2	1/2	2/2	1	1	IV		C	V		IV	IV								M	0	0	-1, 3, 0		-1	-1
119	119	0	0	2/2	1	1	I6		C	V		I6	I		6						M	0	0	4, 1, 0		0	4
119	119	1/2	1/2	2/2	1	1	vi		C	V		vi	vi								m	0	0	3, 0, 4		3	3
120	120	0	0	2/2	1	1	v(2)		C	V		v(2)	v			2					m	0	0	3, -2, 2		1	3
120	120	1/2	1/2	2/2	1	1	v		C	V		v	v								m	0	0	1, -2, 2		1	1
121	121	0	0	2/2	1	1	IV(2)		C	V		IV(2)	IV			2					M	0	0	1, 3, 0		-1	1
121	121	1/2	1/2	2/2	1	1	IV		C	V		IV	IV								M	0	0	-1, 3, 0		-1	-1
122	122	0	0	2/2	1	1	I6(4)		C	V		I6(4)	I		6	4					M	0	0	-1, 1, 0		0	-1
122	122	1/2	1/2	2/2	1	1	I6		C	V		I6	I		6						M	0	0	4, 1, 0		0	4
122	122	3/4	3/4	2/2	1	1	I		C	V		I	I								M	0	0	0, 4, 1		0	0
123	123	0	0	2/2	1	1	IV		C	V		IV	IV								M	0	0	-1, 3, 0		-1	-1
123	123	1/2	1/2	2/2	1	1	vi		C	V		vi	vi								m	0	0	3, 0, 4		3	3
124	124	0	0	2/2	1	1	V		C	V		V	V								M	0	0	1, 5, 2		1	1
124	124	1/2	1/2	2/2	1	1	v		C	V		v	v								m	0	0	1, -2, 2		1	1
125	125	0	0	2/2	1	1	ii		C	V		ii	ii								m	0	0	2, -1, 3		2	2
125	125	1/2	1/2	2/2	1	1	V7		C	V		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
126	126	0	0	2/2	1	1	I		C	V		I	I								M	0	0	0, 4, 1		0	0
126	126	1/2	1/2	2/2	1	1	vi		C	V		vi	vi								m	0	0	3, 0, 4		3	3
127	127	0	0	2/2	1	1	V65/v		C	V		V65/v	V		65		v				Mm7	0	0	6, 3, 0, 2		2	6
127	127	1/2	1/2	2/2	1	1	v		C	V		v	v								m	0	0	1, -2, 2		1	1
128	128	0	0	2/2	1	1	V2/ii		C	V		V2/ii	V		2		ii				Mm7	0	0	1, 3, 7, 4		3	1
128	128	1/2	1/2	2/2	1	1	ii6		C	V		ii6	ii		6						m	0	0	-1, 3, 2		2	-1
129	129	0	0	2/2	1	1	III		C	V		III	III								M	0	0	4, 8, 5		4	4
129	129	1/2	1/2	2/2	1	1	iii		C	V		iii	iii								m	0	0	4, 1, 5		4	4
129	129	3/4	3/4	2/2	1	1	viio6/II		C	V		viio6/II	vii	o	6		II				o	0	0	4, 1, 7		7	4
130	130	0	0	2/2	1	1	II		C	V		II	II								M	0	0	2, 6, 3		2	2
130	130	1/2	1/2	2/2	1	1	ii		C	V		ii	ii								m	0	0	2, -1, 3		2	2
130	130	3/4	3/4	2/2	1	1	viio6		C	V		viio6	vii	o	6						o	0	0	2, -1, 5		5	2
131	131	0	0	2/2	1	1	I		C	V		I	I								M	0	0	0, 4, 1		0	0
131	131	1/2	1/2	2/2	1	1	V7/V		C	V		V7/V	V		7		V				Mm7	0	0	2, 6, 3, 0		2	2
132	132	0	0	2/2	1	1	V		C	V		V	V								M	0	0	1, 5, 2		1	1
132	132	1/2	1/2	2/2	1	1	v		C	V		v	v								m	0	0	1, -2, 2		1	1
