mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
7	7	25	25	1.0	1/4	1/4	4/4	1	1		iv65		a	i		iv65	iv		65					mm7	1	1	-4, 0, -3, -1		-1	-4
7	7	26	26	1.0	1/2	1/2	4/4	1	1		VII		a	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
7	7	27	27	1.0	3/4	3/4	4/4	1	1		v65		a	i		v65	v		65					mm7	1	1	-2, 2, -1, 1		1	-2
8	8	28	28	1.0	0	0	4/4	1	1		i		a	i		i	i							m	1	1	0, -3, 1		0	0
8	8	29	29	1.0	1/4	1/4	4/4	1	1		VIM65		a	i		VIM65	VI	M	65					MM7	1	1	0, -3, 1, -4		-4	0
8	8	30	30	1.0	1/2	1/2	4/4	1	1		ii		a	i		ii	ii							m	1	1	2, -1, 3		2	2
8	8	31	31	1.0	3/4	3/4	4/4	1	1		V65/III		a	i		V65/III	V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
9	9	32	32	2.0	0	0	4/4	1	1		III6		a	i		III6	III		6					M	1	1	1, -2, -3		-3	1
9	9	34	34	2.0	1/2	1/2	4/4	1	1		III		a	i		III	III							M	1	1	-3, 1, -2		-3	-3
10	10	36	36	4.0	0	0	4/4	1	1		V7/VI		a	i		V7/VI	V		7		VI			Mm7	1	1	-3, 1, -2, -5		-3	-3
11	11	40	40	2.0	0	0	4/4	1	1		#viio7/iv		a	i		#viio7/iv	#vii	o	7		iv			o7	1	1	4, 1, -2, -5		4	4
11	11	42	42	2.0	1/2	1/2	4/4	1	1		V43/iv		a	i		V43/iv	V		43		iv			Mm7	1	1	1, -2, 0, 4		0	1
12	12	44	44	2.0	0	0	4/4	1	1		iv		a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
12	12	46	46	2.0	1/2	1/2	4/4	1	1		V65		a	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
13	13	48	48	1.0	0	0	4/4	1	1		i6		a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
13	13	49	49	1.0	1/4	1/4	4/4	1	1		v.iio		a	v		iio	ii	o						o	1	1	2, -1, -4		2	2
13	13	50	50	2.0	1/2	1/2	4/4	1	1		V		a	v		V	V							M	1	1	1, 5, 2		1	1
14	14	52	52	1.0	0	0	4/4	1	1		i		a	v		i	i							m	1	1	0, -3, 1		0	0
14	14	53	53	1.0	1/4	1/4	4/4	1	1		iv7		a	v		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
14	14	54	54	1.0	1/2	1/2	4/4	1	1		VII		a	v		VII	VII							M	1	1	-2, 2, -1		-2	-2
14	14	55	55	1.0	3/4	3/4	4/4	1	1		IIIM7		a	v		IIIM7	III	M	7					MM7	1	1	-3, 1, -2, 2		-3	-3
15	15	56	56	1.0	0	0	4/4	1	1		VI		a	v		VI	VI							M	1	1	-4, 0, -3		-4	-4
15	15	57	57	1.0	1/4	1/4	4/4	1	1		#viio6(2)		a	v		#viio6(2)	#vii	o	6	2				o	1	1	2, -1, 0		5	2
15	15	58	58	0.5	1/2	1/2	4/4	1	1		V		a	v		V	V							M	1	1	1, 5, 2		1	1
15	15	117/2	117/2	1.5	5/8	5/8	4/4	1	1		#viio7		a	v		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
16	16	60	60	0.5	0	0	4/4	1	1		i6		a	v		i6	i		6					m	1	1	-3, 1, 0		0	-3
16	16	121/2	121/2	1.5	1/8	1/8	4/4	1	1		#viio7/iv		a	v		#viio7/iv	#vii	o	7		iv			o7	1	1	4, 1, -2, -5		4	4
16	16	62	62	0.5	1/2	1/2	4/4	1	1		iio6		a	v		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
16	16	125/2	125/2	1.5	5/8	5/8	4/4	1	1		viio7/V		a	v		viio7/V	vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
17	17	64	64	0.5	0	0	4/4	1	1		V6		a	v		V6	V		6					M	1	1	5, 2, 1		1	5
17	17	129/2	129/2	0.5	1/8	1/8	4/4	1	1		viio64/IV		a	v		viio64/IV	vii	o	64		IV			o	1	1	-2, 4, 1		4	-2
17	17	65	65	0.5	1/4	1/4	4/4	1	1		IV6		a	v		IV6	IV		6					M	1	1	3, 0, -1		-1	3
17	17	131/2	131/2	0.5	3/8	3/8	4/4	1	1		viio64/III		a	v		viio64/III	vii	o	64		III			o	1	1	-4, 2, -1		2	-4
17	17	66	66	0.5	1/2	1/2	4/4	1	1		III6		a	v		III6	III		6					M	1	1	1, -2, -3		-3	1
17	17	133/2	133/2	0.5	5/8	5/8	4/4	1	1		viio64/bII		a	v		viio64/bII	vii	o	64		bII			o	1	1	-6, 0, -3		0	-6
17	17	67	67	0.5	3/4	3/4	4/4	1	1		bII6		a	v		bII6	bII		6					M	1	1	-1, -4, -5		-5	-1
17	17	135/2	135/2	0.5	7/8	7/8	4/4	1	1		#viio64		a	v		#viio64	#vii	o	64					o	1	1	-1, 5, 2		5	-1
18	18	68	68	0.5	0	0	4/4	1	1		i6		a	v		i6	i		6					m	1	1	-3, 1, 0		0	-3
18	18	137/2	137/2	1.5	1/8	1/8	4/4	1	1		iio		a	v		iio	ii	o						o	1	1	2, -1, -4		2	2
18	18	70	70	1.0	1/2	1/2	4/4	1	1		#viio7		a	v		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
18	18	71	71	1.0	3/4	3/4	4/4	1	1		V7		a	v		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
19	19		72		0	0	4/4	1	1	1	i		a	v		i	i							m	1	1	0, -3, 1		0	0
19	19		73		1/4	1/4	4/4	1	1	1	#viio6		a	v		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
19	19		74		1/2	1/2	4/4	1	1	1	i|PAC}		a	v		i	i					PAC	}	m	1	1	0, -3, 1		0	0
20	19	72	76	1.0	0	0	4/4	1	1	2	i		a	v		i	i							m	1	1	0, -3, 1		0	0
20	19	73	77	1.0	1/4	1/4	4/4	1	1	2	#viio6		a	v		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
20	19	74	78	0.5	1/2	1/2	4/4	1	1	2	i		a	v		i	i							m	1	1	0, -3, 1		0	0
20	19	149/2	157/2	0.5	5/8	5/8	4/4	1	1	2	iv		a	v		iv	iv							m	1	1	-1, -4, 0		-1	-1
20	19	75	79	1.0	3/4	3/4	4/4	1	1	2	i6		a	v		i6	i		6					m	1	1	-3, 1, 0		0	-3
21	20	76	80	2.0	0	0	4/4	1	1	2	i		a	v		i	i							m	1	1	0, -3, 1		0	0
21	20	78	82	2.0	1/2	1/2	4/4	1	1	2	i(2)		a	v		i(2)	i			2				m	1	1	2, -3, 1		0	2
22	21	80	84	1.0	0	0	4/4	1	1		i		a	v		i	i							m	1	1	0, -3, 1		0	0
22	21	81	85	1.0	1/4	1/4	4/4	1	1		#viio7		a	v		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
22	21	82	86	2.0	1/2	1/2	4/4	1	1		i6		a	v		i6	i		6					m	1	1	-3, 1, 0		0	-3
23	22	84	88	1.0	0	0	4/4	1	1		i		a	v		i	i							m	1	1	0, -3, 1		0	0
23	22	85	89	1.0	1/4	1/4	4/4	1	1		#viio7		a	v		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
23	22	86	90	1.0	1/2	1/2	4/4	1	1		i6		a	v		i6	i		6					m	1	1	-3, 1, 0		0	-3
23	22	87	91	1.0	3/4	3/4	4/4	1	1		V7		a	v		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
24	23	88	92	1.0	0	0	4/4	1	1		i|PAC}		a	v		i	i					PAC	}	m	1	1	0, -3, 1		0	0
24	23	353/4	369/4	0.0	1/16	1/16	4/4	1	1		{		a	v									{		1	1				
24	23	89	93	1.0	1/4	1/4	4/4	1	1		i.V2		a	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
24	23	90	94	1.0	1/2	1/2	4/4	1	1		i6		a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
24	23	91	95	1.0	3/4	3/4	4/4	1	1		#viio7		a	i		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
25	24	92	96	1.0	0	0	4/4	1	1		i		a	i		i	i							m	1	1	0, -3, 1		0	0
25	24	93	97	1.0	1/4	1/4	4/4	1	1		V2/iv		a	i		V2/iv	V		2		iv			Mm7	1	1	-2, 0, 4, 1		0	-2
25	24	94	98	1.0	1/2	1/2	4/4	1	1		iv6		a	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
25	24	95	99	1.0	3/4	3/4	4/4	1	1		#viio7/iv		a	i		#viio7/iv	#vii	o	7		iv			o7	1	1	4, 1, -2, -5		4	4
26	25	96	100	4.0	0	0	4/4	1	1		i/iv|IAC}		a	i		i/iv	i				iv	IAC	}	m	1	1	-1, -4, 0		-1	-1
26	25	385/4	401/4	0.0	1/16	1/16	4/4	1	1		{		a	i									{		1	1				
27	26	100	104	6.0	0	0	4/4	1	1		V7/VII		a	i		V7/VII	V		7		VII			Mm7	1	1	-1, 3, 0, -3		-1	-1
28	27	106	110	1.0	1/2	1/2	4/4	1	1		vi7/VII		a	i		vi7/VII	vi		7		VII			mm7	1	1	1, -2, 2, -1		1	1
28	27	107	111	1.0	3/4	3/4	4/4	1	1		vii%7/VII		a	i		vii%7/VII	vii	%	7		VII			%7	1	1	3, 0, -3, 1		3	3
29	28	108	112	2.0	0	0	4/4	1	1		VII6		a	i		VII6	VII		6					M	1	1	2, -1, -2		-2	2
29	28	110	114	2.0	1/2	1/2	4/4	1	1		VII		a	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
30	29	112	116	6.0	0	0	4/4	1	1		V7/III		a	i		V7/III	V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
31	30	118	122	1.0	1/2	1/2	4/4	1	1		vi7/III		a	i		vi7/III	vi		7		III			mm7	1	1	0, -3, 1, -2		0	0
31	30	119	123	1.0	3/4	3/4	4/4	1	1		vii%7/III		a	i		vii%7/III	vii	%	7		III			%7	1	1	2, -1, -4, 0		2	2
32	31	120	124	1.0	0	0	4/4	1	1		III		a	i		III	III							M	1	1	-3, 1, -2		-3	-3
32	31	121	125	1.0	1/4	1/4	4/4	1	1		iv/iv		a	i		iv/iv	iv				iv			m	1	1	-2, -5, -1		-2	-2
32	31	122	126	2.0	1/2	1/2	4/4	1	1		V7/iv		a	i		V7/iv	V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
33	32	124	128	1.0	0	0	4/4	1	1		iv		a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
33	32	125	129	1.0	1/4	1/4	4/4	1	1		iv/V		a	i		iv/V	iv				V			m	1	1	0, -3, 1		0	0
33	32	126	130	2.0	1/2	1/2	4/4	1	1		V7/V		a	i		V7/V	V		7		V			Mm7	1	1	2, 6, 3, 0		2	2
34	33	128	132	1.0	0	0	4/4	1	1		V		a	i		V	V							M	1	1	1, 5, 2		1	1
34	33	129	133	1.0	1/4	1/4	4/4	1	1		#viio6		a	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
34	33	130	134	1.0	1/2	1/2	4/4	1	1		i6		a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
34	33	131	135	1.0	3/4	3/4	4/4	1	1		#viio7		a	i		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
35	34	132	136	1.0	0	0	4/4	1	1		i		a	i		i	i							m	1	1	0, -3, 1		0	0
35	34	133	137	1.0	1/4	1/4	4/4	1	1		ii%7/iv		a	i		ii%7/iv	ii	%	7		iv			%7	1	1	1, -2, -5, -1		1	1
35	34	134	138	1.0	1/2	1/2	4/4	1	1		iv6		a	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
35	34	135	139	1.0	3/4	3/4	4/4	1	1		V7/iv		a	i		V7/iv	V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
36	35	136	140	1.0	0	0	4/4	1	1		iv		a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
36	35	137	141	1.0	1/4	1/4	4/4	1	1		V2/VII		a	i		V2/VII	V		2		VII			Mm7	1	1	-3, -1, 3, 0		-1	-3
36	35	138	142	1.0	1/2	1/2	4/4	1	1		V64		a	i		V64	V		64					M	1	1	2, 1, 5		1	2
36	35	139	143	1.0	3/4	3/4	4/4	1	1		iv		a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
37	36	140	144	1.0	0	0	4/4	1	1		#viio7		a	i		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
37	36	141	145	3.0	1/4	1/4	4/4	1	1		V		a	i		V	V							M	1	1	1, 5, 2		1	1
38	37	144	148	0.5	0	0	4/4	1	1		#viio6		a	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
38	37	289/2	297/2	0.5	1/8	1/8	4/4	1	1		i6		a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
38	37	145	149	2.0	1/4	1/4	4/4	1	1		i		a	i		i	i							m	1	1	0, -3, 1		0	0
38	37	147	151	0.5	3/4	3/4	4/4	1	1		#viio		a	i		#viio	#vii	o						o	1	1	5, 2, -1		5	5
38	37	295/2	303/2	0.5	7/8	7/8	4/4	1	1		i		a	i		i	i							m	1	1	0, -3, 1		0	0
39	38	148	152	1.0	0	0	4/4	1	1		V6/V		a	i		V6/V	V		6		V			M	1	1	6, 3, 2		2	6
39	38	149	153	1.0	1/4	1/4	4/4	1	1		V		a	i		V	V							M	1	1	1, 5, 2		1	1
39	38	150	154	1.0	1/2	1/2	4/4	1	1		V43/V		a	i		V43/V	V		43		V			Mm7	1	1	3, 0, 2, 6		2	3
39	38	151	155	1.0	3/4	3/4	4/4	1	1		V7/V		a	i		V7/V	V		7		V			Mm7	1	1	2, 6, 3, 0		2	2
40	39	152	156	1.0	0	0	4/4	1	1		V		a	i		V	V							M	1	1	1, 5, 2		1	1
40	39	153	157	1.0	1/4	1/4	4/4	1	1		V(4)		a	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
40	39	154	158	1.0	1/2	1/2	4/4	1	1		V		a	i		V	V							M	1	1	1, 5, 2		1	1
40	39	155	159	1.0	3/4	3/4	4/4	1	1		iio6		a	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
41	40	156	160	2.0	0	0	4/4	1	1		i		a	i		i	i							m	1	1	0, -3, 1		0	0
41	40	158	162	2.0	1/2	1/2	4/4	1	1		iv		a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
42	41	160	164	0.5	0	0	4/4	1	1		V6		a	i		V6	V		6					M	1	1	5, 2, 1		1	5
42	41	321/2	329/2	0.5	1/8	1/8	4/4	1	1		viio64/IV		a	i		viio64/IV	vii	o	64		IV			o	1	1	-2, 4, 1		4	-2
42	41	161	165	0.5	1/4	1/4	4/4	1	1		IV6		a	i		IV6	IV		6					M	1	1	3, 0, -1		-1	3
42	41	323/2	331/2	0.5	3/8	3/8	4/4	1	1		viio64/III		a	i		viio64/III	vii	o	64		III			o	1	1	-4, 2, -1		2	-4
42	41	162	166	0.5	1/2	1/2	4/4	1	1		III6		a	i		III6	III		6					M	1	1	1, -2, -3		-3	1
42	41	325/2	333/2	0.5	5/8	5/8	4/4	1	1		viio64/bII		a	i		viio64/bII	vii	o	64		bII			o	1	1	-6, 0, -3		0	-6
42	41	163	167	0.5	3/4	3/4	4/4	1	1		bII6		a	i		bII6	bII		6					M	1	1	-1, -4, -5		-5	-1
42	41	327/2	335/2	0.5	7/8	7/8	4/4	1	1		#viio64		a	i		#viio64	#vii	o	64					o	1	1	-1, 5, 2		5	-1
43	42	164	168	0.5	0	0	4/4	1	1		i6		a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
43	42	329/2	337/2	1.5	1/8	1/8	4/4	1	1		iio		a	i		iio	ii	o						o	1	1	2, -1, -4		2	2
43	42	166	170	2.0	1/2	1/2	4/4	1	1		#viio7		a	i		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
44	43	168	172	1.0	0	0	4/4	1	1		i6		a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
44	43	169	173	0.5	1/4	1/4	4/4	1	1		V(4)		a	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
44	43	339/2	347/2	0.5	3/8	3/8	4/4	1	1		V		a	i		V	V							M	1	1	1, 5, 2		1	1
44	43	170	174	0.5	1/2	1/2	4/4	1	1		i		a	i		i	i							m	1	1	0, -3, 1		0	0
44	43	341/2	349/2	0.5	5/8	5/8	4/4	1	1		v		a	i		v	v							m	1	1	1, -2, 2		1	1
44	43	171	175	0.5	3/4	3/4	4/4	1	1		iv6		a	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
44	43	343/2	351/2	0.5	7/8	7/8	4/4	1	1		III6		a	i		III6	III		6					M	1	1	1, -2, -3		-3	1
45	44	172	176	0.5	0	0	4/4	1	1		iio6	bII6	a	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
45	44	345/2	353/2	0.5	1/8	1/8	4/4	1	1		I6		a	i		I6	I		6					M	1	1	4, 1, 0		0	4
45	44	173	177	0.5	1/4	1/4	4/4	1	1		bII6		a	i		bII6	bII		6					M	1	1	-1, -4, -5		-5	-1
45	44	347/2	355/2	0.5	3/8	3/8	4/4	1	1		i6		a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
45	44	174	178	1.0	1/2	1/2	4/4	1	1		V43		a	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
45	44	175	179	0.5	3/4	3/4	4/4	1	1		i6		a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
45	44	351/2	359/2	0.5	7/8	7/8	4/4	1	1		#viio6		a	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
46	45	176	180	0.5	0	0	4/4	1	1		i		a	i		i	i							m	1	1	0, -3, 1		0	0
46	45	353/2	361/2	0.5	1/8	1/8	4/4	1	1		iio6		a	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
46	45	177	181	0.5	1/4	1/4	4/4	1	1		V(4)		a	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
46	45	355/2	363/2	0.5	3/8	3/8	4/4	1	1		V		a	i		V	V							M	1	1	1, 5, 2		1	1
46	45	178	182	2.0	1/2	1/2	4/4	1	1		i|PAC}		a	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
46	45	713/4	729/4	0.0	9/16	9/16	4/4	1	1		{		a	i									{		1	1				
48	47		753/4		1/16	1/16	4/4	1	1	1	v.i		a	v		i	i							m	1	1	0, -3, 1		0	0
48	47		190		1/2	1/2	4/4	1	1	1	i(2)		a	v		i(2)	i			2				m	1	1	2, -3, 1		0	2
49	46	180	192	4.0	0	0	4/4	1	1	2	i.i|PAC}		a	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
