mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	tuning	chord_id
9	8	30	30	0.25	3/8	3/8	4/4	1	1	1/16		1/16	1		4	52	E3	3		91
9	8	121/4	121/4	0.125	7/16	7/16	4/4	1	1	1/32		1/32	1		-1	53	F3	3		92
9	8	243/8	243/8	0.125	15/32	15/32	4/4	1	1	1/32		1/32	1		1	55	G3	3		93
9	8	61/2	61/2	0.75	1/2	1/2	4/4	1	1	3/16		1/8	3/2		0	48	C3	3		94
9	8	125/4	125/4	0.25	11/16	11/16	4/4	1	1	1/16		1/16	1		0	60	C4	4	-200.0	95
9	8	63/2	63/2	0.75	3/4	3/4	4/4	1	1	3/16		1/8	3/2		-2	58	Bb3	3	-200.0	96
9	8	129/4	129/4	0.125	15/16	15/16	4/4	1	1	1/32		1/32	1		0	60	C4	4	-200.0	97
9	8	259/8	259/8	0.125	31/32	31/32	4/4	1	1	1/32		1/32	1		3	57	A3	3	-200.0	98
10	9	65/2	65/2	1.0	0	0	4/4	1	2	1/4		1/4	1		-1	41	F2	2		113
10	9	65/2	65/2	1.0	0	0	4/4	1	4	1/4		1/4	1		0	48	C3	3		115
10	9	65/2	65/2	1.0	0	0	4/4	1	3	1/4		1/4	1		-1	53	F3	3		114
10	9	65/2	65/2	1.0	0	0	4/4	1	1	1/4		1/4	1	1	-2	58	Bb3	3	-200.0	101
10	9	67/2	67/2	0.5	1/4	1/4	4/4	1	1	1/8		1/8	1	-1	-2	58	Bb3	3	-200.0	102
10	9	34	34	0.25	3/8	3/8	4/4	1	1	1/16		1/16	1		2	62	D4	4	-200.0	103
10	9	137/4	137/4	0.25	7/16	7/16	4/4	1	1	1/16		1/16	1		0	60	C4	4	-200.0	104
10	9	69/2	69/2	0.25	1/2	1/2	4/4	1	1	1/16		1/16	1		-2	58	Bb3	3	-200.0	105
10	9	139/4	139/4	0.25	9/16	9/16	4/4	1	1	1/16		1/16	1		3	57	A3	3	-200.0	106
10	9	35	35	0.25	5/8	5/8	4/4	1	1	1/16		1/16	1		-1	53	F3	3		107
10	9	141/4	141/4	0.25	11/16	11/16	4/4	1	1	1/16		1/16	1		-3	51	Eb3	3		108
10	9	71/2	71/2	0.25	3/4	3/4	4/4	1	1	1/16		1/16	1		2	50	D3	3		109
10	9	143/4	143/4	0.25	13/16	13/16	4/4	1	1	1/16		1/16	1		-3	51	Eb3	3		110
10	9	36	36	0.25	7/8	7/8	4/4	1	1	1/16		1/16	1		-1	53	F3	3		111
10	9	145/4	145/4	0.25	15/16	15/16	4/4	1	1	1/16		1/16	1		2	50	D3	3		112
11	10	73/2	73/2	1.0	0	0	4/4	1	1	1/4		1/4	1	1	-4	44	Ab2	2		116
11	10	75/2	75/2	0.25	1/4	1/4	4/4	1	1	1/16		1/16	1	-1	-4	44	Ab2	2		117
11	10	151/4	151/4	0.25	5/16	5/16	4/4	1	1	1/16		1/16	1		-1	53	F3	3		118
11	10	38	38	0.25	3/8	3/8	4/4	1	1	1/16		1/16	1		-3	51	Eb3	3		119
11	10	153/4	153/4	0.25	7/16	7/16	4/4	1	1	1/16		1/16	1		2	50	D3	3		120
11	10	77/2	77/2	0.25	1/2	1/2	4/4	1	1	1/16		1/16	1		0	48	C3	3		121
11	10	155/4	155/4	0.25	9/16	9/16	4/4	1	1	1/16		1/16	1		-2	46	Bb2	2		122
11	10	39	39	0.25	5/8	5/8	4/4	1	1	1/16		1/16	1		-4	44	Ab2	2		123
11	10	157/4	157/4	0.25	11/16	11/16	4/4	1	1	1/16		1/16	1		1	43	G2	2		124
11	10	79/2	79/2	0.25	3/4	3/4	4/4	1	1	1/16		1/16	1		-1	41	F2	2		125
11	10	159/4	159/4	0.25	13/16	13/16	4/4	1	1	1/16		1/16	1		1	43	G2	2		126
11	10	40	40	0.25	7/8	7/8	4/4	1	1	1/16		1/16	1		-4	44	Ab2	2		127
11	10	161/4	161/4	0.25	15/16	15/16	4/4	1	1	1/16		1/16	1		-1	41	F2	2		128
12	11	81/2	81/2	1.0	0	0	4/4	1	2	1/4		1/4	1		2	38	D2	2		140
12	11	81/2	81/2	1.0	0	0	4/4	1	4	1/4		1/4	1		-2	46	Bb2	2		142
12	11	81/2	81/2	1.0	0	0	4/4	1	3	1/4		1/4	1		-1	53	F3	3		141
12	11	81/2	81/2	1.0	0	0	4/4	1	1	1/4		1/4	1	1	-2	58	Bb3	3	-200.0	129
12	11	83/2	83/2	0.25	1/4	1/4	4/4	1	1	1/16		1/16	1	-1	-2	58	Bb3	3	-200.0	130
12	11	167/4	167/4	0.25	5/16	5/16	4/4	1	1	1/16		1/16	1		3	57	A3	3	-200.0	131
12	11	42	42	0.25	3/8	3/8	4/4	1	1	1/16		1/16	1		-2	58	Bb3	3	-200.0	132
12	11	169/4	169/4	0.25	7/16	7/16	4/4	1	1	1/16		1/16	1		-1	53	F3	3		133
12	11	85/2	85/2	0.0	1/2	1/2	4/4	1	1	0	grace16	1/16	1		-1	65	F4	4	-200.0	134
12	11	85/2	85/2	1.0	1/2	1/2	4/4	1	1	1/4		1/4	1	1	4	64	E4	4	-200.0	135
12	11	87/2	87/2	0.25	3/4	3/4	4/4	1	1	1/16		1/16	1	-1	4	64	E4	4	-200.0	136
12	11	175/4	175/4	0.25	13/16	13/16	4/4	1	1	1/16		1/16	1		2	62	D4	4	-200.0	137
12	11	44	44	0.25	7/8	7/8	4/4	1	1	1/16		1/16	1		4	64	E4	4	-200.0	138
12	11	177/4	177/4	0.25	15/16	15/16	4/4	1	1	1/16		1/16	1		0	60	C4	4	-200.0	139
13	12	89/2	89/2	1.0	0	0	4/4	1	2	1/4		1/4	1		-4	56	Ab3	3		152
13	12	89/2	89/2	1.0	0	0	4/4	1	1	1/4		1/4	1	1	1	67	G4	4	-200.0	143
13	12	91/2	91/2	0.25	1/4	1/4	4/4	1	1	1/16		1/16	1	-1	1	67	G4	4	-200.0	144
13	12	183/4	183/4	0.25	5/16	5/16	4/4	1	1	1/16		1/16	1		-1	65	F4	4	-200.0	145
13	12	46	46	0.25	3/8	3/8	4/4	1	1	1/16		1/16	1		4	64	E4	4	-200.0	146
13	12	185/4	185/4	0.25	7/16	7/16	4/4	1	1	1/16		1/16	1		2	62	D4	4	-200.0	147
13	12	93/2	93/2	0.75	1/2	1/2	4/4	1	1	3/16		1/8	3/2		0	60	C4	4	-200.0	148
13	12	189/4	189/4	0.25	11/16	11/16	4/4	1	1	1/16		1/16	1		1	55	G3	3		149
13	12	95/2	95/2	0.75	3/4	3/4	4/4	1	1	3/16		1/8	3/2		-4	56	Ab3	3		150
13	12	193/4	193/4	0.25	15/16	15/16	4/4	1	1	1/16		1/16	1		1	67	G4	4	-200.0	151
14	13	97/2	97/2	1.0	0	0	4/4	1	2	1/4		1/4	1		-3	51	Eb3	3		164
14	13	97/2	97/2	0.5	0	0	4/4	1	1	1/8		1/8	1	1	1	55	G3	3		153
14	13	49	49	0.125	1/8	1/8	4/4	1	1	1/32		1/32	1	-1	1	55	G3	3		154
14	13	393/8	393/8	0.125	5/32	5/32	4/4	1	1	1/32		1/32	1		-4	56	Ab3	3		155
14	13	197/4	197/4	0.125	3/16	3/16	4/4	1	1	1/32		1/32	1		1	55	G3	3		156
14	13	395/8	395/8	0.125	7/32	7/32	4/4	1	1	1/32		1/32	1		-1	53	F3	3		157
14	13	99/2	99/2	0.75	1/4	1/4	4/4	1	1	3/16		1/8	3/2		1	55	G3	3		158
14	13	201/4	201/4	0.25	7/16	7/16	4/4	1	1	1/16		1/16	1		-4	56	Ab3	3		159
14	13	101/2	101/2	1.0	1/2	1/2	4/4	1	2	1/4		1/4	1		5	47	B2	2		165
14	13	101/2	101/2	1.0	1/2	1/2	4/4	1	1	1/4		1/4	1		1	55	G3	3		160
14	13	103/2	103/2	0.75	3/4	3/4	4/4	1	1	3/16		1/8	3/2		-1	53	F3	3		161
14	13	209/4	209/4	0.125	15/16	15/16	4/4	1	1	1/32		1/32	1		-3	51	Eb3	3		162
14	13	419/8	419/8	0.125	31/32	31/32	4/4	1	1	1/32		1/32	1		2	50	D3	3		163
15	14	105/2	105/2	1.0	0	0	4/4	1	2	1/4		1/4	1		0	48	C3	3		173
15	14	105/2	105/2	1.0	0	0	4/4	1	1	1/4		1/4	1		-3	51	Eb3	3		166
15	14	107/2	107/2	0.75	1/4	1/4	4/4	1	1	3/16		1/8	3/2		0	36	C2	2		167
15	14	217/4	217/4	0.25	7/16	7/16	4/4	1	1	1/16		1/16	1		0	60	C4	4	-200.0	168
15	14	109/2	109/2	1.0	1/2	1/2	4/4	1	1	1/4		1/4	1		5	59	B3	3	-200.0	169
15	14	111/2	111/2	0.25	3/4	3/4	4/4	1	1	1/16		1/16	1		3	57	A3	3	-200.0	170
15	14	223/4	223/4	0.25	13/16	13/16	4/4	1	1	1/16		1/16	1		6	54	F#3	3		171
15	14	56	56	0.5	7/8	7/8	4/4	1	1	1/8		1/8	1		3	57	A3	3	-200.0	172
16	15	113/2	113/2	1.0	0	0	4/4	1	2	1/4		1/4	1		0	36	C2	2		185
16	15	113/2	113/2	1.0	0	0	4/4	1	4	1/4		1/4	1		3	45	A2	2		187
16	15	113/2	113/2	1.0	0	0	4/4	1	3	1/4		1/4	1		6	54	F#3	3		186
16	15	113/2	113/2	1.0	0	0	4/4	1	1	1/4		1/4	1	1	4	64	E4	4	-200.0	174
16	15	115/2	115/2	0.25	1/4	1/4	4/4	1	1	1/16		1/16	1	-1	4	64	E4	4	-200.0	175
16	15	231/4	231/4	0.25	5/16	5/16	4/4	1	1	1/16		1/16	1		-3	51	Eb3	3		176
16	15	58	58	0.25	3/8	3/8	4/4	1	1	1/16		1/16	1		2	50	D3	3		177
16	15	233/4	233/4	0.25	7/16	7/16	4/4	1	1	1/16		1/16	1		0	48	C3	3		178
16	15	117/2	117/2	0.75	1/2	1/2	4/4	1	1	3/16		1/8	3/2		-2	46	Bb2	2		179
16	15	237/4	237/4	0.25	11/16	11/16	4/4	1	1	1/16		1/16	1		0	48	C3	3		180
16	15	119/2	119/2	0.25	3/4	3/4	4/4	1	1	1/16		1/16	1		2	50	D3	3		181
16	15	239/4	239/4	0.25	13/16	13/16	4/4	1	1	1/16		1/16	1		4	52	E3	3		182
16	15	60	60	0.25	7/8	7/8	4/4	1	1	1/16		1/16	1		6	54	F#3	3		183
16	15	241/4	241/4	0.25	15/16	15/16	4/4	1	1	1/16		1/16	1		3	57	A3	3	-200.0	184
17	16	121/2	121/2	0.25	0	0	4/4	1	1	1/16		1/16	1		5	59	B3	3	-200.0	188
17	16	243/4	243/4	0.25	1/16	1/16	4/4	1	1	1/16		1/16	1		3	57	A3	3	-200.0	189
17	16	61	61	0.25	1/8	1/8	4/4	1	1	1/16		1/16	1		6	54	F#3	3		190
17	16	245/4	245/4	0.25	3/16	3/16	4/4	1	1	1/16		1/16	1		3	57	A3	3	-200.0	191
17	16	123/2	123/2	0.25	1/4	1/4	4/4	1	1	1/16		1/16	1		5	59	B3	3	-200.0	192
17	16	247/4	247/4	0.25	5/16	5/16	4/4	1	1	1/16		1/16	1		0	60	C4	4	-200.0	193
17	16	62	62	0.25	3/8	3/8	4/4	1	1	1/16		1/16	1		2	62	D4	4	-200.0	194
17	16	249/4	249/4	0.25	7/16	7/16	4/4	1	1	1/16		1/16	1		4	64	E4	4	-200.0	195
17	16	125/2	125/2	0.75	1/2	1/2	4/4	1	1	3/16		1/8	3/2		-1	65	F4	4	-200.0	196
17	16	253/4	253/4	0.125	11/16	11/16	4/4	1	1	1/32		1/32	1		4	64	E4	4	-200.0	197
17	16	507/8	507/8	0.125	23/32	23/32	4/4	1	1	1/32		1/32	1		2	62	D4	4	-200.0	198
17	16	127/2	127/2	0.75	3/4	3/4	4/4	1	1	3/16		1/8	3/2		4	64	E4	4	-200.0	199
17	16	257/4	257/4	0.25	15/16	15/16	4/4	1	1	1/16		1/16	1		6	54	F#3	3		200
18	17	129/2	129/2	1.0	0	0	4/4	1	2	1/4		1/4	1		-2	46	Bb2	2		208
18	17	129/2	129/2	1.0	0	0	4/4	1	3	1/4		1/4	1		2	50	D3	3		210
18	17	129/2	129/2	1.0	0	0	4/4	1	1	1/4		1/4	1		3	57	A3	3	-200.0	201
18	17	131/2	131/2	0.25	1/4	1/4	4/4	1	1	1/16		1/16	1		0	48	C3	3		202
18	17	263/4	263/4	0.25	5/16	5/16	4/4	1	1	1/16		1/16	1		5	59	B3	3	-200.0	203
18	17	66	66	0.25	3/8	3/8	4/4	1	1	1/16		1/16	1		3	57	A3	3	-200.0	204
18	17	265/4	265/4	0.25	7/16	7/16	4/4	1	1	1/16		1/16	1		5	59	B3	3	-200.0	205
18	17	133/2	133/2	2.0	1/2	1/2	4/4	1	2	1/2		1/2	1		2	50	D3	3		209
18	17	133/2	133/2	1.5	1/2	1/2	4/4	1	1	3/8		1/4	3/2		5	59	B3	3	-200.0	206
18	17	68	68	0.5	7/8	7/8	4/4	1	1	1/8		1/8	1		3	57	A3	3	-200.0	207
19	18	137/2	137/2	0.75	0	0	4/4	1	1	3/16		1/8	3/2		1	55	G3	3		211
19	18	277/4	277/4	0.25	3/16	3/16	4/4	1	1	1/16		1/16	1		2	50	D3	3		212
19	18	139/2	139/2	0.75	1/4	1/4	4/4	1	1	3/16		1/8	3/2		5	47	B2	2		213
19	18	281/4	281/4	0.25	7/16	7/16	4/4	1	1	1/16		1/16	1		2	50	D3	3		214
19	18	141/2	141/2	1.5	1/2	1/2	4/4	1	1	3/8		1/4	3/2		1	43	G2	2		215
20	18	72	72	0.5	0	7/8	4/4	1	1	1/8		1/8	1		4	64	E4	4	-200.0	216
21	19	145/2	145/2	1.0	0	0	4/4	1	2	1/4		1/4	1		1	43	G2	2		226
21	19	145/2	145/2	1.0	0	0	4/4	1	3	1/4		1/4	1		5	59	B3	3		227
21	19	145/2	145/2	1.0	0	0	4/4	1	1	1/4		1/4	1	1	4	64	E4	4	-200.0	217
21	19	147/2	147/2	0.25	1/4	1/4	4/4	1	1	1/16		1/16	1	-1	4	64	E4	4	-200.0	218
21	19	295/4	295/4	0.25	5/16	5/16	4/4	1	1	1/16		1/16	1		2	62	D4	4	-200.0	219
21	19	74	74	0.25	3/8	3/8	4/4	1	1	1/16		1/16	1		4	64	E4	4	-200.0	220
21	19	297/4	297/4	0.25	7/16	7/16	4/4	1	1	1/16		1/16	1		-1	65	F4	4	-200.0	221
21	19	149/2	149/2	0.75	1/2	1/2	4/4	1	1	3/16		1/8	3/2		7	61	C#4	4	-200.0	222
21	19	301/4	301/4	0.25	11/16	11/16	4/4	1	1	1/16		1/16	1		-4	56	Ab3	3		223
21	19	151/2	151/2	0.75	3/4	3/4	4/4	1	1	3/16		1/8	3/2		1	55	G3	3		224
21	19	305/4	305/4	0.25	15/16	15/16	4/4	1	1	1/16		1/16	1		-1	53	F3	3		225
22	20	153/2	153/2	0.75	0	0	4/4	1	1	3/16		1/8	3/2		-3	51	Eb3	3		228
22	20	309/4	309/4	0.25	3/16	3/16	4/4	1	1	1/16		1/16	1		3	57	A3	3	-200.0	229
22	20	155/2	155/2	0.25	1/4	1/4	4/4	1	1	1/16		1/16	1		2	62	D4	4	-200.0	230
22	20	311/4	311/4	0.25	5/16	5/16	4/4	1	1	1/16		1/16	1		2	50	D3	3		231
22	20	78	78	0.25	3/8	3/8	4/4	1	1	1/16		1/16	1		-3	51	Eb3	3		232
22	20	313/4	313/4	0.25	7/16	7/16	4/4	1	1	1/16		1/16	1		-1	53	F3	3		233
22	20	157/2	157/2	0.75	1/2	1/2	4/4	1	1	3/16		1/8	3/2		5	47	B2	2		234
22	20	317/4	317/4	0.25	11/16	11/16	4/4	1	1	1/16		1/16	1		3	57	A3	3	-200.0	235
22	20	159/2	159/2	0.75	3/4	3/4	4/4	1	1	3/16		1/8	3/2		4	64	E4	4	-200.0	236
22	20	321/4	321/4	0.125	15/16	15/16	4/4	1	1	1/32		1/32	1		-1	65	F4	4	-200.0	237
22	20	643/8	643/8	0.125	31/32	31/32	4/4	1	1	1/32		1/32	1		1	67	G4	4	-200.0	238
23	21	161/2	161/2	1.0	0	0	4/4	1	1	1/4		1/4	1		-1	65	F4	4	-200.0	239
23	21	163/2	163/2	0.75	1/4	1/4	4/4	1	1	3/16		1/8	3/2		0	36	C2	2		240
23	21	329/4	329/4	0.25	7/16	7/16	4/4	1	1	1/16		1/16	1		4	64	E4	4	-200.0	241
23	21	165/2	165/2	0.75	1/2	1/2	4/4	1	1	3/16		1/8	3/2		2	62	D4	4	-200.0	242
23	21	333/4	333/4	0.125	11/16	11/16	4/4	1	1	1/32		1/32	1		0	60	C4	4	-200.0	243
23	21	667/8	667/8	0.125	23/32	23/32	4/4	1	1	1/32		1/32	1		5	59	B3	3	-200.0	244
23	21	167/2	167/2	0.75	3/4	3/4	4/4	1	1	3/16		1/8	3/2		0	60	C4	4	-200.0	245
23	21	337/4	337/4	0.25	15/16	15/16	4/4	1	1	1/16		1/16	1		2	62	D4	4	-200.0	246
24	22	169/2	169/2	1.0	0	0	4/4	1	2	1/4		1/4	1		-3	51	Eb3	3		258
24	22	169/2	169/2	1.0	0	0	4/4	1	1	1/4		1/4	1	1	5	59	B3	3	-200.0	247
24	22	171/2	171/2	0.25	1/4	1/4	4/4	1	1	1/16		1/16	1	-1	5	59	B3	3	-200.0	248
24	22	343/4	343/4	0.25	5/16	5/16	4/4	1	1	1/16		1/16	1		5	59	B3	3	-200.0	249
