mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	tuning	chord_id
5	4	24	24	0.5	11/8	11/8	3/2	1	1	1/8		1/8	1		1	55	G3	3		38
6	5	49/2	49/2	2.0	0	0	3/2	1	2	1/2		1/2	1		0	36	C2	2		54
6	5	49/2	49/2	2.0	0	0	3/2	1	3	1/2		1/2	1		1	43	G2	2		55
6	5	49/2	49/2	1.5	0	0	3/2	1	1	3/8		1/4	3/2		-3	51	Eb3	3		44
6	5	26	26	0.5	3/8	3/8	3/2	1	1	1/8		1/8	1		2	50	D3	3		45
6	5	53/2	53/2	0.5	1/2	1/2	3/2	1	1	1/8		1/8	1		0	48	C3	3		46
6	5	27	27	0.5	5/8	5/8	3/2	1	1	1/8		1/8	1		2	50	D3	3		47
6	5	55/2	55/2	0.5	3/4	3/4	3/2	1	1	1/8		1/8	1		-3	51	Eb3	3		48
6	5	28	28	0.5	7/8	7/8	3/2	1	1	1/8		1/8	1		-1	53	F3	3		49
6	5	57/2	57/2	0.5	1	1	3/2	1	1	1/8		1/8	1		3	57	A3	3	-200.0	50
6	5	29	29	0.5	9/8	9/8	3/2	1	1	1/8		1/8	1		-2	58	Bb3	3	-200.0	51
6	5	59/2	59/2	0.5	5/4	5/4	3/2	1	1	1/8		1/8	1		2	62	D4	4	-200.0	52
6	5	30	30	0.5	11/8	11/8	3/2	1	1	1/8		1/8	1		0	60	C4	4	-200.0	53
7	6	61/2	61/2	1.5	0	0	3/2	1	2	3/8		1/4	3/2		1	43	G2	2		66
7	6	61/2	61/2	1.5	0	0	3/2	1	3	3/8		1/4	3/2		-3	51	Eb3	3		67
7	6	61/2	61/2	1.5	0	0	3/2	1	1	3/8		1/4	3/2		0	60	C4	4	-200.0	56
7	6	32	32	0.5	3/8	3/8	3/2	1	1	1/8		1/8	1		-2	58	Bb3	3	-200.0	57
7	6	65/2	65/2	0.5	1/2	1/2	3/2	1	1	1/8		1/8	1		3	57	A3	3	-200.0	58
7	6	33	33	0.5	5/8	5/8	3/2	1	1	1/8		1/8	1		-1	53	F3	3		59
7	6	67/2	67/2	0.5	3/4	3/4	3/2	1	1	1/8		1/8	1		-3	51	Eb3	3		60
7	6	34	34	0.5	7/8	7/8	3/2	1	1	1/8		1/8	1		2	50	D3	3		61
7	6	69/2	69/2	0.5	1	1	3/2	1	1	1/8		1/8	1		2	50	D3	3		62
7	6	35	35	0.5	9/8	9/8	3/2	1	1	1/8		1/8	1		-3	51	Eb3	3		63
7	6	71/2	71/2	0.75	5/4	5/4	3/2	1	1	3/16		1/8	3/2		3	45	A2	2		64
7	6	145/4	145/4	0.25	23/16	23/16	3/2	1	1	1/16		1/16	1		-1	53	F3	3		65
8	7	73/2	73/2	0.5	0	0	3/2	1	1	1/8		1/8	1		-3	51	Eb3	3		68
8	7	37	37	0.5	1/8	1/8	3/2	1	1	1/8		1/8	1		2	50	D3	3		69
8	7	75/2	75/2	0.5	1/4	1/4	3/2	1	1	1/8		1/8	1		0	48	C3	3		70
8	7	38	38	0.5	3/8	3/8	3/2	1	1	1/8		1/8	1		-2	46	Bb2	2		71
8	7	77/2	77/2	1.5	1/2	1/2	3/2	1	1	3/8		1/4	3/2		0	60	C4	4	-200.0	72
8	7	40	40	0.5	7/8	7/8	3/2	1	1	1/8		1/8	1		2	62	D4	4	-200.0	73
8	7	81/2	81/2	0.5	1	1	3/2	1	1	1/8		1/8	1		0	60	C4	4	-200.0	74
8	7	41	41	0.5	9/8	9/8	3/2	1	1	1/8		1/8	1		5	59	B3	3	-200.0	75
8	7	83/2	83/2	0.5	5/4	5/4	3/2	1	1	1/8		1/8	1		0	60	C4	4	-200.0	76
8	7	42	42	0.5	11/8	11/8	3/2	1	1	1/8		1/8	1		3	57	A3	3	-200.0	77
9	8	85/2	85/2	1.5	0	0	3/2	1	2	3/8		1/4	3/2		-3	51	Eb3	3		86
9	8	85/2	85/2	1.5	0	0	3/2	1	1	3/8		1/4	3/2		2	62	D4	4	-200.0	78
9	8	44	44	0.5	3/8	3/8	3/2	1	1	1/8		1/8	1		0	60	C4	4	-200.0	79
9	8	89/2	89/2	0.5	1/2	1/2	3/2	1	1	1/8		1/8	1		0	60	C4	4	-200.0	80
9	8	45	45	0.5	5/8	5/8	3/2	1	1	1/8		1/8	1		5	59	B3	3	-200.0	81
9	8	91/2	91/2	0.5	3/4	3/4	3/2	1	1	1/8		1/8	1		3	57	A3	3	-200.0	82
9	8	46	46	0.5	7/8	7/8	3/2	1	1	1/8		1/8	1		6	54	F#3	3		83
9	8	93/2	93/2	1.5	1	1	3/2	1	1	3/8		1/4	3/2		1	55	G3	3		84
9	8	48	48	0.5	11/8	11/8	3/2	1	1	1/8		1/8	1		5	59	B3	3	-200.0	85
10	9	97/2	97/2	0.5	0	0	3/2	1	2	1/8		1/8	1		2	50	D3	3		96
10	9	97/2	97/2	0.5	0	0	3/2	1	1	1/8		1/8	1		3	57	A3	3	-200.0	87
10	9	49	49	0.5	1/8	1/8	3/2	1	1	1/8		1/8	1		6	54	F#3	3		88
10	9	99/2	99/2	0.5	1/4	1/4	3/2	1	1	1/8		1/8	1		4	52	E3	3		89
10	9	50	50	0.5	3/8	3/8	3/2	1	1	1/8		1/8	1		2	50	D3	3		90
10	9	101/2	101/2	1.0	1/2	1/2	3/2	1	1	1/4		1/4	1		4	64	E4	4	-200.0	91
10	9	103/2	103/2	1.0	3/4	3/4	3/2	1	2	1/4		1/4	1		-1	53	F3	3		97
10	9	103/2	103/2	0.5	3/4	3/4	3/2	1	1	1/8		1/8	1		2	62	D4	4	-200.0	92
10	9	52	52	0.5	7/8	7/8	3/2	1	1	1/8		1/8	1		7	61	C#4	4	-200.0	93
10	9	105/2	105/2	1.0	1	1	3/2	1	2	1/4		1/4	1		-3	51	Eb3	3		98
10	9	105/2	105/2	1.0	1	1	3/2	1	1	1/4		1/4	1		2	62	D4	4	-200.0	94
10	9	107/2	107/2	1.0	5/4	5/4	3/2	1	2	1/4		1/4	1		2	50	D3	3		99
10	9	107/2	107/2	1.0	5/4	5/4	3/2	1	1	1/4		1/4	1		4	64	E4	4	-200.0	95
11	10	109/2	109/2	1.5	0	0	3/2	1	2	3/8		1/4	3/2		0	48	C3	3		108
11	10	109/2	109/2	1.5	0	0	3/2	1	3	3/8		1/4	3/2		1	55	G3	3		109
11	10	109/2	109/2	1.5	0	0	3/2	1	1	3/8		1/4	3/2		-1	65	F4	4	-200.0	100
11	10	56	56	0.5	3/8	3/8	3/2	1	1	1/8		1/8	1		4	64	E4	4	-200.0	101
11	10	113/2	113/2	0.5	1/2	1/2	3/2	1	1	1/8		1/8	1		2	62	D4	4	-200.0	102
11	10	57	57	0.5	5/8	5/8	3/2	1	1	1/8		1/8	1		0	60	C4	4	-200.0	103
11	10	115/2	115/2	0.5	3/4	3/4	3/2	1	1	1/8		1/8	1		5	59	B3	3	-200.0	104
11	10	58	58	0.5	7/8	7/8	3/2	1	1	1/8		1/8	1		0	60	C4	4	-200.0	105
11	10	117/2	117/2	1.5	1	1	3/2	1	1	3/8		1/4	3/2		6	54	F#3	3		106
11	10	60	60	0.5	11/8	11/8	3/2	1	1	1/8		1/8	1		1	55	G3	3		107
12	11	121/2	121/2	0.5	0	0	3/2	1	1	1/8		1/8	1		3	45	A2	2		110
12	11	61	61	0.5	1/8	1/8	3/2	1	1	1/8		1/8	1		6	54	F#3	3		111
12	11	123/2	123/2	0.5	1/4	1/4	3/2	1	1	1/8		1/8	1		2	62	D4	4	-200.0	112
12	11	62	62	0.5	3/8	3/8	3/2	1	1	1/8		1/8	1		4	64	E4	4	-200.0	113
12	11	125/2	125/2	0.0	1/2	1/2	3/2	1	1	0	appoggiatura	1/8	1		2	62	D4	4	-200.0	114
12	11	125/2	125/2	1.0	1/2	1/2	3/2	1	2	1/4		1/4	1		1	43	G2	2		120
12	11	125/2	125/2	1.0	1/2	1/2	3/2	1	3	1/4		1/4	1		2	50	D3	3		122
12	11	125/2	125/2	1.0	1/2	1/2	3/2	1	1	1/4		1/4	1		0	60	C4	4	-200.0	115
12	11	127/2	127/2	0.75	3/4	3/4	3/2	1	1	3/16		1/8	3/2		0	48	C3	3		116
12	11	257/4	257/4	0.25	15/16	15/16	3/2	1	1	1/16		1/16	1		5	59	B3	3	-200.0	117
12	11	129/2	129/2	2.0	1	1	3/2	1	2	1/2		1/2	1		2	50	D3	3		121
12	11	129/2	129/2	1.5	1	1	3/2	1	1	3/8		1/4	3/2		5	59	B3	3	-200.0	118
12	11	66	66	0.5	11/8	11/8	3/2	1	1	1/8		1/8	1		3	57	A3	3	-200.0	119
13	12	133/2	133/2	1.0	0	0	3/2	1	1	1/4		1/4	1	1	1	55	G3	3		123
13	12	133/2	133/2	1.0	0	0	3/2	1	2	1/4		1/4	1		3	57	A3	3	-200.0	131
13	12	135/2	135/2	0.25	1/4	1/4	3/2	1	1	1/16		1/16	1	-1	1	55	G3	3		124
13	12	271/4	271/4	0.25	5/16	5/16	3/2	1	1	1/16		1/16	1		-1	53	F3	3		125
13	12	68	68	0.25	3/8	3/8	3/2	1	1	1/16		1/16	1		-3	51	Eb3	3		126
13	12	273/4	273/4	0.25	7/16	7/16	3/2	1	1	1/16		1/16	1		2	50	D3	3		127
13	12	137/2	137/2	0.75	1/2	1/2	3/2	1	1	3/16		1/8	3/2		-3	51	Eb3	3		128
13	12	277/4	277/4	0.25	11/16	11/16	3/2	1	1	1/16		1/16	1		0	48	C3	3		129
13	12	139/2	139/2	2.0	3/4	3/4	3/2	1	2	1/2		1/2	1		1	43	G2	2		132
13	12	139/2	139/2	2.0	3/4	3/4	3/2	1	1	1/2		1/2	1		1	55	G3	3		130
14	12	72	72	0.5	0	11/8	3/2	1	1	1/8		1/8	1		4	64	E4	4	-200.0	133
15	13	145/2	145/2	1.5	0	0	3/2	1	2	3/8		1/4	3/2		1	43	G2	2		143
15	13	145/2	145/2	1.5	0	0	3/2	1	3	3/8		1/4	3/2		5	59	B3	3		144
15	13	145/2	145/2	1.5	0	0	3/2	1	1	3/8		1/4	3/2		4	64	E4	4	-200.0	134
15	13	74	74	0.5	3/8	3/8	3/2	1	1	1/8		1/8	1		-1	65	F4	4	-200.0	135
15	13	149/2	149/2	0.5	1/2	1/2	3/2	1	1	1/8		1/8	1		4	64	E4	4	-200.0	136
15	13	75	75	0.5	5/8	5/8	3/2	1	1	1/8		1/8	1		2	62	D4	4	-200.0	137
15	13	151/2	151/2	0.5	3/4	3/4	3/2	1	1	1/8		1/8	1		7	61	C#4	4	-200.0	138
15	13	76	76	0.25	7/8	7/8	3/2	1	1	1/16		1/16	1		2	62	D4	4	-200.0	139
15	13	305/4	305/4	0.25	15/16	15/16	3/2	1	1	1/16		1/16	1		4	64	E4	4	-200.0	140
15	13	153/2	153/2	1.5	1	1	3/2	1	1	3/8		1/4	3/2		3	57	A3	3	-200.0	141
15	13	78	78	0.5	11/8	11/8	3/2	1	1	1/8		1/8	1		-2	58	Bb3	3	-200.0	142
16	14	157/2	157/2	1.5	0	0	3/2	1	2	3/8		1/4	3/2		3	45	A2	2		153
16	14	157/2	157/2	1.5	0	0	3/2	1	1	3/8		1/4	3/2		-1	53	F3	3		145
16	14	80	80	0.5	3/8	3/8	3/2	1	1	1/8		1/8	1		-3	51	Eb3	3		146
16	14	161/2	161/2	0.5	1/2	1/2	3/2	1	1	1/8		1/8	1		2	50	D3	3		147
16	14	81	81	0.5	5/8	5/8	3/2	1	1	1/8		1/8	1		-3	51	Eb3	3		148
16	14	163/2	163/2	0.5	3/4	3/4	3/2	1	1	1/8		1/8	1		-1	53	F3	3		149
16	14	82	82	0.5	7/8	7/8	3/2	1	1	1/8		1/8	1		-4	56	Ab3	3		150
16	14	165/2	165/2	1.0	1	1	3/2	1	2	1/4		1/4	1		5	47	B2	2		154
16	14	165/2	165/2	1.0	1	1	3/2	1	1	1/4		1/4	1		1	55	G3	3		151
16	14	167/2	167/2	1.0	5/4	5/4	3/2	1	2	1/4		1/4	1		1	43	G2	2		155
16	14	167/2	167/2	1.0	5/4	5/4	3/2	1	1	1/4		1/4	1		-1	53	F3	3		152
17	15	169/2	169/2	0.5	0	0	3/2	1	2	1/8		1/8	1		0	48	C3	3		164
17	15	169/2	169/2	0.5	0	0	3/2	1	1	1/8		1/8	1		-1	53	F3	3		156
17	15	85	85	0.5	1/8	1/8	3/2	1	1	1/8		1/8	1		-3	51	Eb3	3		157
17	15	171/2	171/2	0.5	1/4	1/4	3/2	1	1	1/8		1/8	1		2	50	D3	3		158
17	15	86	86	0.5	3/8	3/8	3/2	1	1	1/8		1/8	1		0	48	C3	3		159
17	15	173/2	173/2	1.0	1/2	1/2	3/2	1	1	1/4		1/4	1		-2	58	Bb3	3	-200.0	160
17	15	175/2	175/2	1.0	3/4	3/4	3/2	1	2	1/4		1/4	1		-2	46	Bb2	2		165
17	15	175/2	175/2	1.0	3/4	3/4	3/2	1	3	1/4		1/4	1		2	50	D3	3		167
17	15	175/2	175/2	1.0	3/4	3/4	3/2	1	1	1/4		1/4	1		3	57	A3	3	-200.0	161
17	15	177/2	177/2	1.5	1	1	3/2	1	2	3/8		1/4	3/2		-4	44	Ab2	2		166
17	15	177/2	177/2	1.5	1	1	3/2	1	3	3/8		1/4	3/2		-3	51	Eb3	3		168
17	15	177/2	177/2	1.5	1	1	3/2	1	1	3/8		1/4	3/2		2	62	D4	4	-200.0	162
17	15	90	90	0.5	11/8	11/8	3/2	1	1	1/8		1/8	1		-3	63	Eb4	4	-200.0	163
18	16	181/2	181/2	1.5	0	0	3/2	1	2	3/8		1/4	3/2		1	43	G2	2		177
18	16	181/2	181/2	1.5	0	0	3/2	1	1	3/8		1/4	3/2		4	52	E3	3		169
18	16	92	92	0.5	3/8	3/8	3/2	1	1	1/8		1/8	1		-1	53	F3	3		170
18	16	185/2	185/2	0.5	1/2	1/2	3/2	1	1	1/8		1/8	1		3	57	A3	3	-200.0	171
18	16	93	93	0.5	5/8	5/8	3/2	1	1	1/8		1/8	1		-2	58	Bb3	3	-200.0	172
18	16	187/2	187/2	0.5	3/4	3/4	3/2	1	1	1/8		1/8	1		0	60	C4	4	-200.0	173
18	16	94	94	0.5	7/8	7/8	3/2	1	1	1/8		1/8	1		2	62	D4	4	-200.0	174
18	16	189/2	189/2	1.0	1	1	3/2	1	1	1/4		1/4	1		-3	63	Eb4	4	-200.0	175
18	16	191/2	191/2	1.0	5/4	5/4	3/2	1	2	1/4		1/4	1		4	52	E3	3		178
18	16	191/2	191/2	1.0	5/4	5/4	3/2	1	1	1/4		1/4	1		2	62	D4	4	-200.0	176
19	17	193/2	193/2	0.5	0	0	3/2	1	2	1/8		1/8	1		-1	53	F3	3		191
19	17	193/2	193/2	0.5	0	0	3/2	1	1	1/8		1/8	1		0	60	C4	4	-200.0	179
19	17	97	97	0.5	1/8	1/8	3/2	1	1	1/8		1/8	1		-2	58	Bb3	3	-200.0	180
19	17	195/2	195/2	0.5	1/4	1/4	3/2	1	1	1/8		1/8	1		3	57	A3	3	-200.0	181
19	17	98	98	0.5	3/8	3/8	3/2	1	1	1/8		1/8	1		-1	53	F3	3		182
19	17	197/2	197/2	0.5	1/2	1/2	3/2	1	1	1/8		1/8	1		-3	51	Eb3	3		183
19	17	99	99	0.5	5/8	5/8	3/2	1	1	1/8		1/8	1		-5	49	Db3	3		184
19	17	199/2	199/2	0.5	3/4	3/4	3/2	1	1	1/8		1/8	1		-3	51	Eb3	3		185
19	17	100	100	0.5	7/8	7/8	3/2	1	1	1/8		1/8	1		0	48	C3	3		186
19	17	201/2	201/2	0.5	1	1	3/2	1	1	1/8		1/8	1		-5	49	Db3	3		187
19	17	101	101	0.5	9/8	9/8	3/2	1	1	1/8		1/8	1		-1	53	F3	3		188
19	17	203/2	203/2	0.5	5/4	5/4	3/2	1	1	1/8		1/8	1		1	55	G3	3		189
19	17	102	102	0.5	11/8	11/8	3/2	1	1	1/8		1/8	1		-4	56	Ab3	3		190
20	18	205/2	205/2	0.5	0	0	3/2	1	1	1/8		1/8	1		-4	56	Ab3	3		192
20	18	103	103	0.5	1/8	1/8	3/2	1	1	1/8		1/8	1		1	55	G3	3		193
20	18	207/2	207/2	0.5	1/4	1/4	3/2	1	1	1/8		1/8	1		-1	53	F3	3		194
20	18	104	104	0.5	3/8	3/8	3/2	1	1	1/8		1/8	1		-3	51	Eb3	3		195
20	18	209/2	209/2	1.5	1/2	1/2	3/2	1	2	3/8		1/4	3/2		0	48	C3	3		200
20	18	209/2	209/2	1.5	1/2	1/2	3/2	1	3	3/8		1/4	3/2		-4	56	Ab3	3		202
20	18	209/2	209/2	1.5	1/2	1/2	3/2	1	1	3/8		1/4	3/2		-1	65	F4	4	-200.0	196
20	18	106	106	0.5	7/8	7/8	3/2	1	1	1/8		1/8	1		1	67	G4	4	-200.0	197
20	18	213/2	213/2	1.5	1	1	3/2	1	2	3/8		1/4	3/2		-3	51	Eb3	3		201
20	18	213/2	213/2	1.5	1	1	3/2	1	1	3/8		1/4	3/2		0	60	C4	4	-200.0	198
20	18	108	108	0.5	11/8	11/8	3/2	1	1	1/8		1/8	1		-2	58	Bb3	3	-200.0	199
21	19	217/2	217/2	1.5	0	0	3/2	1	1	3/8		1/4	3/2		-2	58	Bb3	3	-200.0	203
21	19	110	110	0.5	3/8	3/8	3/2	1	1	1/8		1/8	1		3	57	A3	3	-200.0	204
21	19	221/2	221/2	0.5	1/2	1/2	3/2	1	1	1/8		1/8	1		-2	58	Bb3	3	-200.0	205
21	19	111	111	0.5	5/8	5/8	3/2	1	1	1/8		1/8	1		0	60	C4	4	-200.0	206
21	19	223/2	223/2	0.5	3/4	3/4	3/2	1	1	1/8		1/8	1		2	62	D4	4	-200.0	207
21	19	112	112	0.5	7/8	7/8	3/2	1	1	1/8		1/8	1		4	64	E4	4	-200.0	208
21	19	225/2	225/2	1.5	1	1	3/2	1	1	3/8		1/4	3/2		4	64	E4	4	-200.0	209
21	19	114	114	0.25	11/8	11/8	3/2	1	1	1/16		1/16	1		2	62	D4	4	-200.0	210
21	19	457/4	457/4	0.25	23/16	23/16	3/2	1	1	1/16		1/16	1		4	64	E4	4	-200.0	211
22	20	229/2	229/2	1.5	0	0	3/2	1	2	3/8		1/4	3/2		1	55	G3	3		220
22	20	229/2	229/2	1.5	0	0	3/2	1	1	3/8		1/4	3/2		-1	65	F4	4	-200.0	212
22	20	116	116	0.5	3/8	3/8	3/2	1	1	1/8		1/8	1		0	60	C4	4	-200.0	213
22	20	233/2	233/2	1.0	1/2	1/2	3/2	1	1	1/4		1/4	1		2	62	D4	4	-200.0	214
22	20	235/2	235/2	1.0	3/4	3/4	3/2	1	2	1/4		1/4	1		-3	51	Eb3	3		221
22	20	235/2	235/2	1.0	3/4	3/4	3/2	1	1	1/4		1/4	1		3	57	A3	3	-200.0	215
22	20	237/2	237/2	1.0	1	1	3/2	1	2	1/4		1/4	1		-1	53	F3	3		222
22	20	237/2	237/2	0.5	1	1	3/2	1	1	1/8		1/8	1		3	57	A3	3	-200.0	216
22	20	119	119	0.5	9/8	9/8	3/2	1	1	1/8		1/8	1		-2	58	Bb3	3	-200.0	217
22	20	239/2	239/2	0.5	5/4	5/4	3/2	1	1	1/8		1/8	1		2	50	D3	3		218
22	20	120	120	0.5	11/8	11/8	3/2	1	1	1/8		1/8	1		0	60	C4	4	-200.0	219
23	21	241/2	241/2	0.5	0	0	3/2	1	2	1/8		1/8	1		-3	51	Eb3	3		234
23	21	241/2	241/2	0.5	0	0	3/2	1	1	1/8		1/8	1		-2	58	Bb3	3	-200.0	223
23	21	121	121	0.5	1/8	1/8	3/2	1	1	1/8		1/8	1		3	57	A3	3	-200.0	224
23	21	243/2	243/2	0.5	1/4	1/4	3/2	1	1	1/8		1/8	1		-1	53	F3	3		225
23	21	122	122	0.5	3/8	3/8	3/2	1	1	1/8		1/8	1		-3	51	Eb3	3		226
23	21	245/2	245/2	0.5	1/2	1/2	3/2	1	1	1/8		1/8	1		3	57	A3	3	-200.0	227
23	21	123	123	0.5	5/8	5/8	3/2	1	1	1/8		1/8	1		5	59	B3	3	-200.0	228
23	21	247/2	247/2	0.5	3/4	3/4	3/2	1	1	1/8		1/8	1		3	57	A3	3	-200.0	229
23	21	124	124	0.5	7/8	7/8	3/2	1	1	1/8		1/8	1		5	59	B3	3	-200.0	230
23	21	249/2	249/2	1.5	1	1	3/2	1	1	3/8		1/4	3/2		5	59	B3	3	-200.0	231
23	21	126	126	0.25	11/8	11/8	3/2	1	1	1/16		1/16	1		3	57	A3	3	-200.0	232
23	21	505/4	505/4	0.25	23/16	23/16	3/2	1	1	1/16		1/16	1		5	59	B3	3	-200.0	233
24	22	253/2	253/2	1.5	0	0	3/2	1	2	3/8		1/4	3/2		2	50	D3	3		244
24	22	253/2	253/2	1.5	0	0	3/2	1	1	3/8		1/4	3/2		0	60	C4	4	-200.0	235
24	22	128	128	0.5	3/8	3/8	3/2	1	1	1/8		1/8	1		5	59	B3	3	-200.0	236
24	22	257/2	257/2	0.5	1/2	1/2	3/2	1	1	1/8		1/8	1		2	62	D4	4	-200.0	237
24	22	129	129	0.5	5/8	5/8	3/2	1	1	1/8		1/8	1		7	61	C#4	4	-200.0	238
24	22	259/2	259/2	1.0	3/4	3/4	3/2	1	2	1/4		1/4	1		-3	51	Eb3	3		245
24	22	259/2	259/2	1.0	3/4	3/4	3/2	1	1	1/4		1/4	1		2	62	D4	4	-200.0	239
24	22	261/2	261/2	0.5	1	1	3/2	1	2	1/8		1/8	1		-1	53	F3	3		246
24	22	261/2	261/2	0.5	1	1	3/2	1	1	1/8		1/8	1		0	60	C4	4	-200.0	240
24	22	131	131	0.5	9/8	9/8	3/2	1	1	1/8		1/8	1		-2	58	Bb3	3	-200.0	241
24	22	263/2	263/2	0.5	5/4	5/4	3/2	1	2	1/8		1/8	1		2	50	D3	3		247
24	22	263/2	263/2	0.5	5/4	5/4	3/2	1	1	1/8		1/8	1		3	57	A3	3	-200.0	242
24	22	132	132	0.5	11/8	11/8	3/2	1	1	1/8		1/8	1		-1	53	F3	3		243
25	23	265/2	265/2	1.0	0	0	3/2	1	2	1/4		1/4	1		5	47	B2	2		255
25	23	265/2	265/2	1.5	0	0	3/2	1	1	3/8		1/4	3/2		-1	53	F3	3		248
25	23	267/2	267/2	1.0	1/4	1/4	3/2	1	2	1/4		1/4	1		1	43	G2	2		256
25	23	134	134	0.5	3/8	3/8	3/2	1	1	1/8		1/8	1		1	55	G3	3		249
25	23	269/2	269/2	1.0	1/2	1/2	3/2	1	2	1/4		1/4	1		0	48	C3	3		257
25	23	269/2	269/2	1.0	1/2	1/2	3/2	1	1	1/4		1/4	1		-3	51	Eb3	3		250
25	23	271/2	271/2	0.5	3/4	3/4	3/2	1	1	1/8		1/8	1		-1	41	F2	2		251
25	23	136	136	0.5	7/8	7/8	3/2	1	1	1/8		1/8	1		2	50	D3	3		252
25	23	273/2	273/2	1.5	1	1	3/2	1	2	3/8		1/4	3/2		1	43	G2	2		258
