mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	tuning	chord_id
4	4	11	11	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		0	36	C2	2		20
5	5	12	12	0.5	0	0	3/4	1	1	1/8	1/8	1		0	48	C3	3		21
5	5	25/2	25/2	0.5	1/8	1/8	3/4	1	1	1/8	1/8	1		-3	51	Eb3	3		22
5	5	13	13	0.5	1/4	1/4	3/4	1	1	1/8	1/8	1		-2	58	Bb3	3	-200.0	23
5	5	27/2	27/2	0.5	3/8	3/8	3/4	1	1	1/8	1/8	1		3	57	A3	3	-200.0	24
5	5	14	14	0.5	1/2	1/2	3/4	1	1	1/8	1/8	1		-3	63	Eb4	4	-200.0	25
5	5	29/2	29/2	0.5	5/8	5/8	3/4	1	1	1/8	1/8	1		2	62	D4	4	-200.0	26
6	6	15	15	0.5	0	0	3/4	1	1	1/8	1/8	1		2	50	D3	3		27
6	6	31/2	31/2	0.5	1/8	1/8	3/4	1	1	1/8	1/8	1		-1	53	F3	3		28
6	6	16	16	0.5	1/4	1/4	3/4	1	1	1/8	1/8	1		0	60	C4	4	-200.0	29
6	6	33/2	33/2	0.5	3/8	3/8	3/4	1	1	1/8	1/8	1		-2	58	Bb3	3	-200.0	30
6	6	17	17	0.5	1/2	1/2	3/4	1	1	1/8	1/8	1		2	62	D4	4	-200.0	31
6	6	35/2	35/2	0.5	5/8	5/8	3/4	1	1	1/8	1/8	1		0	60	C4	4	-200.0	32
7	7	18	18	0.5	0	0	3/4	1	1	1/8	1/8	1		-2	58	Bb3	3	-200.0	33
7	7	37/2	37/2	0.5	1/8	1/8	3/4	1	1	1/8	1/8	1		3	57	A3	3	-200.0	34
7	7	19	19	0.5	1/4	1/4	3/4	1	1	1/8	1/8	1		2	50	D3	3		35
7	7	39/2	39/2	0.5	3/8	3/8	3/4	1	1	1/8	1/8	1		-3	51	Eb3	3		36
7	7	20	20	0.5	1/2	1/2	3/4	1	1	1/8	1/8	1		-2	46	Bb2	2		37
7	7	41/2	41/2	0.5	5/8	5/8	3/4	1	1	1/8	1/8	1		2	50	D3	3		38
8	8	21	21	3.0	0	0	3/4	1	1	3/4	1/2	3/2		-3	39	Eb2	2		39
9	9	24	24	0.5	0	0	3/4	1	1	1/8	1/8	1		0	60	C4	4	-200.0	40
9	9	49/2	49/2	0.5	1/8	1/8	3/4	1	1	1/8	1/8	1		3	57	A3	3	-200.0	41
9	9	25	25	0.5	1/4	1/4	3/4	1	1	1/8	1/8	1		2	50	D3	3		42
9	9	51/2	51/2	0.5	3/8	3/8	3/4	1	1	1/8	1/8	1		-3	51	Eb3	3		43
9	9	26	26	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		-5	37	Db2	2		44
10	10	27	27	0.5	0	0	3/4	1	1	1/8	1/8	1		0	60	C4	4	-200.0	45
10	10	55/2	55/2	0.5	1/8	1/8	3/4	1	1	1/8	1/8	1		3	57	A3	3	-200.0	46
10	10	28	28	0.5	1/4	1/4	3/4	1	1	1/8	1/8	1		4	52	E3	3		47
10	10	57/2	57/2	0.5	3/8	3/8	3/4	1	1	1/8	1/8	1		-1	53	F3	3		48
10	10	29	29	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		1	43	G2	2		49
11	11	30	30	0.5	0	0	3/4	1	1	1/8	1/8	1		-3	63	Eb4	4	-200.0	50
11	11	61/2	61/2	0.5	1/8	1/8	3/4	1	1	1/8	1/8	1		0	60	C4	4	-200.0	51
11	11	31	31	0.5	1/4	1/4	3/4	1	1	1/8	1/8	1		4	52	E3	3		52
11	11	63/2	63/2	0.5	3/8	3/8	3/4	1	1	1/8	1/8	1		-1	53	F3	3		53
11	11	32	32	0.5	1/2	1/2	3/4	1	1	1/8	1/8	1		0	36	C2	2		54
11	11	65/2	65/2	0.5	5/8	5/8	3/4	1	1	1/8	1/8	1		2	62	D4	4	-200.0	55
12	12	33	33	0.5	0	0	3/4	1	1	1/8	1/8	1		0	60	C4	4	-200.0	56
12	12	67/2	67/2	0.5	1/8	1/8	3/4	1	1	1/8	1/8	1		-2	58	Bb3	3	-200.0	57
12	12	34	34	0.5	1/4	1/4	3/4	1	1	1/8	1/8	1		4	52	E3	3		58
12	12	69/2	69/2	0.5	3/8	3/8	3/4	1	1	1/8	1/8	1		-1	53	F3	3		59
12	12	35	35	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		-1	41	F2	2		60
13	13	36	36	0.5	0	0	3/4	1	1	1/8	1/8	1		-3	39	Eb2	2		61
13	13	73/2	73/2	0.5	1/8	1/8	3/4	1	1	1/8	1/8	1		0	48	C3	3		62
13	13	37	37	0.5	1/4	1/4	3/4	1	1	1/8	1/8	1		-1	53	F3	3		63
13	13	75/2	75/2	0.5	3/8	3/8	3/4	1	1	1/8	1/8	1		-3	51	Eb3	3		64
13	13	38	38	0.5	1/2	1/2	3/4	1	1	1/8	1/8	1		0	60	C4	4	-200.0	65
13	13	77/2	77/2	0.5	5/8	5/8	3/4	1	1	1/8	1/8	1		5	59	B3	3	-200.0	66
14	14	39	39	0.5	0	0	3/4	1	1	1/8	1/8	1		2	38	D2	2		67
14	14	79/2	79/2	0.5	1/8	1/8	3/4	1	1	1/8	1/8	1		2	50	D3	3		68
14	14	40	40	0.5	1/4	1/4	3/4	1	1	1/8	1/8	1		1	55	G3	3		69
14	14	81/2	81/2	0.5	3/8	3/8	3/4	1	1	1/8	1/8	1		-1	53	F3	3		70
14	14	41	41	0.5	1/2	1/2	3/4	1	1	1/8	1/8	1		2	62	D4	4	-200.0	71
14	14	83/2	83/2	0.5	5/8	5/8	3/4	1	1	1/8	1/8	1		7	61	C#4	4	-200.0	72
15	15	42	42	0.5	0	0	3/4	1	1	1/8	1/8	1		2	62	D4	4	-200.0	73
15	15	85/2	85/2	0.5	1/8	1/8	3/4	1	1	1/8	1/8	1		-2	58	Bb3	3	-200.0	74
15	15	43	43	0.5	1/4	1/4	3/4	1	1	1/8	1/8	1		6	54	F#3	3		75
15	15	87/2	87/2	0.5	3/8	3/8	3/4	1	1	1/8	1/8	1		1	55	G3	3		76
15	15	44	44	0.5	1/2	1/2	3/4	1	1	1/8	1/8	1		5	47	B2	2		77
15	15	89/2	89/2	0.5	5/8	5/8	3/4	1	1	1/8	1/8	1		0	48	C3	3		78
16	16	45	45	0.5	0	0	3/4	1	1	1/8	1/8	1		1	43	G2	2		79
16	16	91/2	91/2	0.5	1/8	1/8	3/4	1	1	1/8	1/8	1		2	50	D3	3		80
16	16	46	46	0.5	1/4	1/4	3/4	1	1	1/8	1/8	1		1	55	G3	3		81
16	16	93/2	93/2	0.5	3/8	3/8	3/4	1	1	1/8	1/8	1		6	54	F#3	3		82
16	16	47	47	0.5	1/2	1/2	3/4	1	1	1/8	1/8	1		2	62	D4	4	-200.0	83
16	16	95/2	95/2	0.5	5/8	5/8	3/4	1	1	1/8	1/8	1		7	61	C#4	4	-200.0	84
17	17	48	48	0.5	0	0	3/4	1	1	1/8	1/8	1		-1	65	F4	4	-200.0	85
17	17	97/2	97/2	0.5	1/8	1/8	3/4	1	1	1/8	1/8	1		2	62	D4	4	-200.0	86
17	17	49	49	0.5	1/4	1/4	3/4	1	1	1/8	1/8	1		6	54	F#3	3		87
17	17	99/2	99/2	0.5	3/8	3/8	3/4	1	1	1/8	1/8	1		1	55	G3	3		88
17	17	50	50	0.5	1/2	1/2	3/4	1	1	1/8	1/8	1		3	45	A2	2		89
17	17	101/2	101/2	0.5	5/8	5/8	3/4	1	1	1/8	1/8	1		-1	65	F4	4	-200.0	90
18	18	51	51	0.5	0	0	3/4	1	1	1/8	1/8	1		4	64	E4	4	-200.0	91
18	18	103/2	103/2	0.5	1/8	1/8	3/4	1	1	1/8	1/8	1		-4	56	Ab3	3		92
18	18	52	52	0.5	1/4	1/4	3/4	1	1	1/8	1/8	1		4	52	E3	3		93
18	18	105/2	105/2	0.5	3/8	3/8	3/4	1	1	1/8	1/8	1		-1	53	F3	3		94
18	18	53	53	0.5	1/2	1/2	3/4	1	1	1/8	1/8	1		5	47	B2	2		95
18	18	107/2	107/2	0.5	5/8	5/8	3/4	1	1	1/8	1/8	1		1	55	G3	3		96
19	19	54	54	0.5	0	0	3/4	1	1	1/8	1/8	1		-1	53	F3	3		97
19	19	109/2	109/2	0.5	1/8	1/8	3/4	1	1	1/8	1/8	1		-3	51	Eb3	3		98
19	19	55	55	0.5	1/4	1/4	3/4	1	1	1/8	1/8	1		5	47	B2	2		99
19	19	111/2	111/2	0.5	3/8	3/8	3/4	1	1	1/8	1/8	1		0	48	C3	3		100
19	19	56	56	0.5	1/2	1/2	3/4	1	1	1/8	1/8	1		1	43	G2	2		101
19	19	113/2	113/2	0.5	5/8	5/8	3/4	1	1	1/8	1/8	1		7	61	C#4	4	-200.0	102
20	20	57	57	0.5	0	0	3/4	1	1	1/8	1/8	1		0	36	C2	2		103
20	20	115/2	115/2	0.5	1/8	1/8	3/4	1	1	1/8	1/8	1		1	43	G2	2		104
20	20	58	58	0.5	1/4	1/4	3/4	1	1	1/8	1/8	1		-1	53	F3	3		105
20	20	117/2	117/2	0.5	3/8	3/8	3/4	1	1	1/8	1/8	1		-3	51	Eb3	3		106
20	20	59	59	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		2	62	D4	4	-200.0	107
