mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	tuning	chord_id
6	5	16	16	0.3333333333333333	0	1/2	2/2	1	1	1/12	1/8	2/3		-3	51	Eb3	3		42
6	5	49/3	49/3	0.3333333333333333	1/12	7/12	2/2	1	1	1/12	1/8	2/3		2	50	D3	3		43
6	5	50/3	50/3	0.3333333333333333	1/6	2/3	2/2	1	1	1/12	1/8	2/3		-3	51	Eb3	3		44
6	5	17	17	0.3333333333333333	1/4	3/4	2/2	1	1	1/12	1/8	2/3		-1	53	F3	3		45
6	5	52/3	52/3	0.3333333333333333	1/3	5/6	2/2	1	1	1/12	1/8	2/3		-3	51	Eb3	3		46
6	5	53/3	53/3	0.3333333333333333	5/12	11/12	2/2	1	1	1/12	1/8	2/3		2	50	D3	3		47
7	6	18	18	1.0	0	0	2/2	1	1	1/4	1/4	1	1	-3	51	Eb3	3		48
7	6	19	19	0.3333333333333333	1/4	1/4	2/2	1	1	1/12	1/8	2/3	-1	-3	51	Eb3	3		49
7	6	58/3	58/3	0.3333333333333333	1/3	1/3	2/2	1	1	1/12	1/8	2/3		-1	53	F3	3		50
7	6	59/3	59/3	0.3333333333333333	5/12	5/12	2/2	1	1	1/12	1/8	2/3		1	55	G3	3		51
7	6	20	20	0.3333333333333333	1/2	1/2	2/2	1	1	1/12	1/8	2/3		-4	56	Ab3	3		52
7	6	61/3	61/3	0.3333333333333333	7/12	7/12	2/2	1	1	1/12	1/8	2/3		1	55	G3	3		53
7	6	62/3	62/3	0.3333333333333333	2/3	2/3	2/2	1	1	1/12	1/8	2/3		-1	53	F3	3		54
7	6	21	21	0.3333333333333333	3/4	3/4	2/2	1	1	1/12	1/8	2/3		1	55	G3	3		55
7	6	64/3	64/3	0.3333333333333333	5/6	5/6	2/2	1	1	1/12	1/8	2/3		-1	53	F3	3		56
7	6	65/3	65/3	0.3333333333333333	11/12	11/12	2/2	1	1	1/12	1/8	2/3		-3	51	Eb3	3		57
8	7	22	22	0.3333333333333333	0	0	2/2	1	1	1/12	1/8	2/3		2	50	D3	3		58
8	7	67/3	67/3	0.3333333333333333	1/12	1/12	2/2	1	1	1/12	1/8	2/3		-3	51	Eb3	3		59
8	7	68/3	68/3	0.3333333333333333	1/6	1/6	2/2	1	1	1/12	1/8	2/3		-1	53	F3	3		60
8	7	23	23	0.3333333333333333	1/4	1/4	2/2	1	1	1/12	1/8	2/3		-2	46	Bb2	2		61
8	7	70/3	70/3	0.3333333333333333	1/3	1/3	2/2	1	1	1/12	1/8	2/3		2	50	D3	3		62
8	7	71/3	71/3	0.3333333333333333	5/12	5/12	2/2	1	1	1/12	1/8	2/3		-1	53	F3	3		63
8	7	24	24	0.3333333333333333	1/2	1/2	2/2	1	1	1/12	1/8	2/3		0	60	C4	4	-200.0	64
8	7	73/3	73/3	0.3333333333333333	7/12	7/12	2/2	1	1	1/12	1/8	2/3		5	59	B3	3	-200.0	65
8	7	74/3	74/3	0.3333333333333333	2/3	2/3	2/2	1	1	1/12	1/8	2/3		0	60	C4	4	-200.0	66
8	7	25	25	0.3333333333333333	3/4	3/4	2/2	1	1	1/12	1/8	2/3		2	62	D4	4	-200.0	67
8	7	76/3	76/3	0.3333333333333333	5/6	5/6	2/2	1	1	1/12	1/8	2/3		0	60	C4	4	-200.0	68
8	7	77/3	77/3	0.3333333333333333	11/12	11/12	2/2	1	1	1/12	1/8	2/3		5	59	B3	3	-200.0	69
9	8	26	26	0.3333333333333333	0	0	2/2	1	1	1/12	1/8	2/3		0	60	C4	4	-200.0	70
9	8	79/3	79/3	0.3333333333333333	1/12	1/12	2/2	1	1	1/12	1/8	2/3		5	59	B3	3	-200.0	71
9	8	80/3	80/3	0.3333333333333333	1/6	1/6	2/2	1	1	1/12	1/8	2/3		3	57	A3	3	-200.0	72
9	8	27	27	0.3333333333333333	1/4	1/4	2/2	1	1	1/12	1/8	2/3		-1	65	F4	4	-200.0	73
9	8	82/3	82/3	0.3333333333333333	1/3	1/3	2/2	1	1	1/12	1/8	2/3		4	64	E4	4	-200.0	74
9	8	83/3	83/3	0.3333333333333333	5/12	5/12	2/2	1	1	1/12	1/8	2/3		2	62	D4	4	-200.0	75
9	8	28	28	0.3333333333333333	1/2	1/2	2/2	1	1	1/12	1/8	2/3		0	60	C4	4	-200.0	76
9	8	85/3	85/3	0.3333333333333333	7/12	7/12	2/2	1	1	1/12	1/8	2/3		5	59	B3	3	-200.0	77
9	8	86/3	86/3	0.3333333333333333	2/3	2/3	2/2	1	1	1/12	1/8	2/3		3	57	A3	3	-200.0	78
9	8	29	29	0.3333333333333333	3/4	3/4	2/2	1	1	1/12	1/8	2/3		6	54	F#3	3		79
9	8	88/3	88/3	0.3333333333333333	5/6	5/6	2/2	1	1	1/12	1/8	2/3		3	57	A3	3	-200.0	80
9	8	89/3	89/3	0.3333333333333333	11/12	11/12	2/2	1	1	1/12	1/8	2/3		5	59	B3	3	-200.0	81
10	9	30	30	1.0	0	0	2/2	1	1	1/4	1/4	1		1	55	G3	3		82
10	9	30	30	1.0	0	0	2/2	1	2	1/4	1/4	1		3	57	A3	3	-200.0	90
10	9	31	31	1.0	1/4	1/4	2/2	1	1	1/4	1/4	1		1	43	G2	2		83
10	9	32	32	0.3333333333333333	1/2	1/2	2/2	1	1	1/12	1/8	2/3		1	55	G3	3		84
10	9	97/3	97/3	0.3333333333333333	7/12	7/12	2/2	1	1	1/12	1/8	2/3		-1	53	F3	3		85
10	9	98/3	98/3	0.3333333333333333	2/3	2/3	2/2	1	1	1/12	1/8	2/3		1	55	G3	3		86
10	9	33	33	0.3333333333333333	3/4	3/4	2/2	1	1	1/12	1/8	2/3		-4	56	Ab3	3		87
10	9	100/3	100/3	0.3333333333333333	5/6	5/6	2/2	1	1	1/12	1/8	2/3		1	55	G3	3		88
10	9	101/3	101/3	0.3333333333333333	11/12	11/12	2/2	1	1	1/12	1/8	2/3		-1	53	F3	3		89
11	10	34	34	1.0	0	0	2/2	1	1	1/4	1/4	1	1	1	55	G3	3		91
11	10	35	35	0.3333333333333333	1/4	1/4	2/2	1	1	1/12	1/8	2/3	-1	1	55	G3	3		92
11	10	106/3	106/3	0.3333333333333333	1/3	1/3	2/2	1	1	1/12	1/8	2/3		-1	53	F3	3		93
11	10	107/3	107/3	0.3333333333333333	5/12	5/12	2/2	1	1	1/12	1/8	2/3		-3	51	Eb3	3		94
11	10	36	36	0.3333333333333333	1/2	1/2	2/2	1	1	1/12	1/8	2/3		2	50	D3	3		95
11	10	109/3	109/3	0.3333333333333333	7/12	7/12	2/2	1	1	1/12	1/8	2/3		-3	51	Eb3	3		96
11	10	110/3	110/3	0.3333333333333333	2/3	2/3	2/2	1	1	1/12	1/8	2/3		-1	53	F3	3		97
11	10	37	37	0.3333333333333333	3/4	3/4	2/2	1	1	1/12	1/8	2/3		-3	51	Eb3	3		98
11	10	112/3	112/3	0.3333333333333333	5/6	5/6	2/2	1	1	1/12	1/8	2/3		2	50	D3	3		99
11	10	113/3	113/3	0.3333333333333333	11/12	11/12	2/2	1	1	1/12	1/8	2/3		0	48	C3	3		100
12	11	38	38	0.3333333333333333	0	0	2/2	1	1	1/12	1/8	2/3		5	47	B2	2		101
12	11	115/3	115/3	0.3333333333333333	1/12	1/12	2/2	1	1	1/12	1/8	2/3		0	48	C3	3		102
12	11	116/3	116/3	0.3333333333333333	1/6	1/6	2/2	1	1	1/12	1/8	2/3		2	50	D3	3		103
12	11	39	39	0.3333333333333333	1/4	1/4	2/2	1	1	1/12	1/8	2/3		1	43	G2	2		104
12	11	118/3	118/3	0.3333333333333333	1/3	1/3	2/2	1	1	1/12	1/8	2/3		5	47	B2	2		105
12	11	119/3	119/3	0.3333333333333333	5/12	5/12	2/2	1	1	1/12	1/8	2/3		2	50	D3	3		106
12	11	40	40	0.3333333333333333	1/2	1/2	2/2	1	1	1/12	1/8	2/3		1	55	G3	3		107
12	11	121/3	121/3	0.3333333333333333	7/12	7/12	2/2	1	1	1/12	1/8	2/3		-1	53	F3	3		108
12	11	122/3	122/3	0.3333333333333333	2/3	2/3	2/2	1	1	1/12	1/8	2/3		1	55	G3	3		109
12	11	41	41	0.3333333333333333	3/4	3/4	2/2	1	1	1/12	1/8	2/3		-4	56	Ab3	3		110
12	11	124/3	124/3	0.3333333333333333	5/6	5/6	2/2	1	1	1/12	1/8	2/3		1	55	G3	3		111
12	11	125/3	125/3	0.3333333333333333	11/12	11/12	2/2	1	1	1/12	1/8	2/3		-1	53	F3	3		112
13	12	42	42	0.3333333333333333	0	0	2/2	1	1	1/12	1/8	2/3		1	55	G3	3		113
13	12	127/3	127/3	0.3333333333333333	1/12	1/12	2/2	1	1	1/12	1/8	2/3		-1	53	F3	3		114
13	12	128/3	128/3	0.3333333333333333	1/6	1/6	2/2	1	1	1/12	1/8	2/3		-3	51	Eb3	3		115
13	12	43	43	0.3333333333333333	1/4	1/4	2/2	1	1	1/12	1/8	2/3		2	50	D3	3		116
13	12	130/3	130/3	0.3333333333333333	1/3	1/3	2/2	1	1	1/12	1/8	2/3		-3	51	Eb3	3		117
13	12	131/3	131/3	0.3333333333333333	5/12	5/12	2/2	1	1	1/12	1/8	2/3		-1	53	F3	3		118
13	12	44	44	0.3333333333333333	1/2	1/2	2/2	1	1	1/12	1/8	2/3		-3	51	Eb3	3		119
13	12	133/3	133/3	0.3333333333333333	7/12	7/12	2/2	1	1	1/12	1/8	2/3		2	50	D3	3		120
13	12	134/3	134/3	0.3333333333333333	2/3	2/3	2/2	1	1	1/12	1/8	2/3		0	48	C3	3		121
13	12	45	45	0.3333333333333333	3/4	3/4	2/2	1	1	1/12	1/8	2/3		5	47	B2	2		122
13	12	136/3	136/3	0.3333333333333333	5/6	5/6	2/2	1	1	1/12	1/8	2/3		0	48	C3	3		123
13	12	137/3	137/3	0.3333333333333333	11/12	11/12	2/2	1	1	1/12	1/8	2/3		2	50	D3	3		124
14	13	46	46	0.3333333333333333	0	0	2/2	1	1	1/12	1/8	2/3		0	48	C3	3		125
14	13	139/3	139/3	0.3333333333333333	1/12	1/12	2/2	1	1	1/12	1/8	2/3		1	43	G2	2		126
14	13	140/3	140/3	0.3333333333333333	1/6	1/6	2/2	1	1	1/12	1/8	2/3		-3	39	Eb2	2		127
14	13	47	47	0.3333333333333333	1/4	1/4	2/2	1	1	1/12	1/8	2/3		0	36	C2	2		128
14	13	142/3	142/3	0.3333333333333333	1/3	1/3	2/2	1	1	1/12	1/8	2/3		-3	39	Eb2	2		129
14	13	143/3	143/3	0.3333333333333333	5/12	5/12	2/2	1	1	1/12	1/8	2/3		1	43	G2	2		130
14	13	48	48	0.3333333333333333	1/2	1/2	2/2	1	1	1/12	1/8	2/3		0	48	C3	3		131
14	13	145/3	145/3	0.3333333333333333	7/12	7/12	2/2	1	1	1/12	1/8	2/3		-3	51	Eb3	3		132
14	13	146/3	146/3	0.3333333333333333	2/3	2/3	2/2	1	1	1/12	1/8	2/3		3	57	A3	3	-200.0	133
14	13	49	49	0.3333333333333333	3/4	3/4	2/2	1	1	1/12	1/8	2/3		2	62	D4	4	-200.0	134
14	13	148/3	148/3	0.3333333333333333	5/6	5/6	2/2	1	1	1/12	1/8	2/3		4	64	E4	4	-200.0	135
14	13	149/3	149/3	0.3333333333333333	11/12	11/12	2/2	1	1	1/12	1/8	2/3		7	61	C#4	4	-200.0	136
15	14	50	50	1.0	0	0	2/2	1	1	1/4	1/4	1	1	2	62	D4	4	-200.0	137
15	14	51	51	0.3333333333333333	1/4	1/4	2/2	1	1	1/12	1/8	2/3	-1	2	62	D4	4	-200.0	138
15	14	154/3	154/3	0.3333333333333333	1/3	1/3	2/2	1	1	1/12	1/8	2/3		0	60	C4	4	-200.0	139
15	14	155/3	155/3	0.3333333333333333	5/12	5/12	2/2	1	1	1/12	1/8	2/3		-2	58	Bb3	3	-200.0	140
15	14	52	52	0.3333333333333333	1/2	1/2	2/2	1	1	1/12	1/8	2/3		3	57	A3	3	-200.0	141
15	14	157/3	157/3	0.3333333333333333	7/12	7/12	2/2	1	1	1/12	1/8	2/3		-2	58	Bb3	3	-200.0	142
15	14	158/3	158/3	0.3333333333333333	2/3	2/3	2/2	1	1	1/12	1/8	2/3		0	60	C4	4	-200.0	143
15	14	53	53	0.3333333333333333	3/4	3/4	2/2	1	1	1/12	1/8	2/3		-2	58	Bb3	3	-200.0	144
15	14	160/3	160/3	0.3333333333333333	5/6	5/6	2/2	1	1	1/12	1/8	2/3		3	57	A3	3	-200.0	145
15	14	161/3	161/3	0.3333333333333333	11/12	11/12	2/2	1	1	1/12	1/8	2/3		-1	53	F3	3		146
16	15	54	54	0.3333333333333333	0	0	2/2	1	1	1/12	1/8	2/3		4	52	E3	3		147
16	15	163/3	163/3	0.3333333333333333	1/12	1/12	2/2	1	1	1/12	1/8	2/3		-1	53	F3	3		148
16	15	164/3	164/3	0.3333333333333333	1/6	1/6	2/2	1	1	1/12	1/8	2/3		1	55	G3	3		149
16	15	55	55	0.3333333333333333	1/4	1/4	2/2	1	1	1/12	1/8	2/3		0	48	C3	3		150
16	15	166/3	166/3	0.3333333333333333	1/3	1/3	2/2	1	1	1/12	1/8	2/3		2	50	D3	3		151
16	15	167/3	167/3	0.3333333333333333	5/12	5/12	2/2	1	1	1/12	1/8	2/3		4	52	E3	3		152
16	15	56	56	0.3333333333333333	1/2	1/2	2/2	1	1	1/12	1/8	2/3		-1	53	F3	3		153
16	15	169/3	169/3	0.3333333333333333	7/12	7/12	2/2	1	1	1/12	1/8	2/3		4	52	E3	3		154
16	15	170/3	170/3	0.3333333333333333	2/3	2/3	2/2	1	1	1/12	1/8	2/3		-1	53	F3	3		155
16	15	57	57	0.3333333333333333	3/4	3/4	2/2	1	1	1/12	1/8	2/3		1	55	G3	3		156
16	15	172/3	172/3	0.3333333333333333	5/6	5/6	2/2	1	1	1/12	1/8	2/3		-1	53	F3	3		157
16	15	173/3	173/3	0.3333333333333333	11/12	11/12	2/2	1	1	1/12	1/8	2/3		4	52	E3	3		158
17	16	58	58	0.3333333333333333	0	0	2/2	1	1	1/12	1/8	2/3		-1	53	F3	3		159
17	16	175/3	175/3	0.3333333333333333	1/12	1/12	2/2	1	1	1/12	1/8	2/3		-3	51	Eb3	3		160
17	16	176/3	176/3	0.3333333333333333	1/6	1/6	2/2	1	1	1/12	1/8	2/3		-5	49	Db3	3		161
17	16	59	59	0.3333333333333333	1/4	1/4	2/2	1	1	1/12	1/8	2/3		0	48	C3	3		162
17	16	178/3	178/3	0.3333333333333333	1/3	1/3	2/2	1	1	1/12	1/8	2/3		-5	49	Db3	3		163
17	16	179/3	179/3	0.3333333333333333	5/12	5/12	2/2	1	1	1/12	1/8	2/3		-3	51	Eb3	3		164
17	16	60	60	0.3333333333333333	1/2	1/2	2/2	1	1	1/12	1/8	2/3		-5	49	Db3	3		165
17	16	181/3	181/3	0.3333333333333333	7/12	7/12	2/2	1	1	1/12	1/8	2/3		4	52	E3	3		166
17	16	182/3	182/3	0.3333333333333333	2/3	2/3	2/2	1	1	1/12	1/8	2/3		-1	53	F3	3		167
17	16	61	61	0.3333333333333333	3/4	3/4	2/2	1	1	1/12	1/8	2/3		1	55	G3	3		168
17	16	184/3	184/3	0.3333333333333333	5/6	5/6	2/2	1	1	1/12	1/8	2/3		-1	53	F3	3		169
17	16	185/3	185/3	0.3333333333333333	11/12	11/12	2/2	1	1	1/12	1/8	2/3		4	52	E3	3		170
18	17	62	62	0.3333333333333333	0	0	2/2	1	1	1/12	1/8	2/3		-1	53	F3	3		171
18	17	187/3	187/3	0.3333333333333333	1/12	1/12	2/2	1	1	1/12	1/8	2/3		0	48	C3	3		172
18	17	188/3	188/3	0.3333333333333333	1/6	1/6	2/2	1	1	1/12	1/8	2/3		-2	46	Bb2	2		173
18	17	63	63	0.3333333333333333	1/4	1/4	2/2	1	1	1/12	1/8	2/3		3	45	A2	2		174
18	17	190/3	190/3	0.3333333333333333	1/3	1/3	2/2	1	1	1/12	1/8	2/3		-2	46	Bb2	2		175
18	17	191/3	191/3	0.3333333333333333	5/12	5/12	2/2	1	1	1/12	1/8	2/3		0	48	C3	3		176
18	17	64	64	0.3333333333333333	1/2	1/2	2/2	1	1	1/12	1/8	2/3		-2	46	Bb2	2		177
18	17	193/3	193/3	0.3333333333333333	7/12	7/12	2/2	1	1	1/12	1/8	2/3		4	52	E3	3		178
18	17	194/3	194/3	0.3333333333333333	2/3	2/3	2/2	1	1	1/12	1/8	2/3		-1	53	F3	3		179
18	17	65	65	0.3333333333333333	3/4	3/4	2/2	1	1	1/12	1/8	2/3		1	55	G3	3		180
18	17	196/3	196/3	0.3333333333333333	5/6	5/6	2/2	1	1	1/12	1/8	2/3		-1	53	F3	3		181
18	17	197/3	197/3	0.3333333333333333	11/12	11/12	2/2	1	1	1/12	1/8	2/3		4	52	E3	3		182
19	18	66	66	0.3333333333333333	0	0	2/2	1	1	1/12	1/8	2/3		5	47	B2	2		183
19	18	199/3	199/3	0.3333333333333333	1/12	1/12	2/2	1	1	1/12	1/8	2/3		-1	53	F3	3		184
19	18	200/3	200/3	0.3333333333333333	1/6	1/6	2/2	1	1	1/12	1/8	2/3		1	55	G3	3		185
19	18	67	67	0.3333333333333333	1/4	1/4	2/2	1	1	1/12	1/8	2/3		-4	56	Ab3	3		186
19	18	202/3	202/3	0.3333333333333333	1/3	1/3	2/2	1	1	1/12	1/8	2/3		1	55	G3	3		187
19	18	203/3	203/3	0.3333333333333333	5/12	5/12	2/2	1	1	1/12	1/8	2/3		-1	53	F3	3		188
19	18	68	68	0.3333333333333333	1/2	1/2	2/2	1	1	1/12	1/8	2/3		2	62	D4	4	-200.0	189
19	18	205/3	205/3	0.3333333333333333	7/12	7/12	2/2	1	1	1/12	1/8	2/3		0	60	C4	4	-200.0	190
19	18	206/3	206/3	0.3333333333333333	2/3	2/3	2/2	1	1	1/12	1/8	2/3		-2	58	Bb3	3	-200.0	191
19	18	69	69	0.3333333333333333	3/4	3/4	2/2	1	1	1/12	1/8	2/3		3	57	A3	3	-200.0	192
19	18	208/3	208/3	0.3333333333333333	5/6	5/6	2/2	1	1	1/12	1/8	2/3		-1	53	F3	3		193
19	18	209/3	209/3	0.3333333333333333	11/12	11/12	2/2	1	1	1/12	1/8	2/3		4	52	E3	3		194
20	19	70	70	0.3333333333333333	0	0	2/2	1	1	1/12	1/8	2/3		-1	53	F3	3		195
20	19	211/3	211/3	0.3333333333333333	1/12	1/12	2/2	1	1	1/12	1/8	2/3		1	55	G3	3		196
20	19	212/3	212/3	0.3333333333333333	1/6	1/6	2/2	1	1	1/12	1/8	2/3		-4	56	Ab3	3		197
20	19	71	71	0.3333333333333333	1/4	1/4	2/2	1	1	1/12	1/8	2/3		1	55	G3	3		198
20	19	214/3	214/3	0.3333333333333333	1/3	1/3	2/2	1	1	1/12	1/8	2/3		-4	56	Ab3	3		199
20	19	215/3	215/3	0.3333333333333333	5/12	5/12	2/2	1	1	1/12	1/8	2/3		-1	53	F3	3		200
20	19	72	72	0.3333333333333333	1/2	1/2	2/2	1	1	1/12	1/8	2/3		7	61	C#4	4	-200.0	201
20	19	217/3	217/3	0.3333333333333333	7/12	7/12	2/2	1	1	1/12	1/8	2/3		2	62	D4	4	-200.0	202
20	19	218/3	218/3	0.3333333333333333	2/3	2/3	2/2	1	1	1/12	1/8	2/3		4	64	E4	4	-200.0	203
20	19	73	73	0.3333333333333333	3/4	3/4	2/2	1	1	1/12	1/8	2/3		2	62	D4	4	-200.0	204
20	19	220/3	220/3	0.3333333333333333	5/6	5/6	2/2	1	1	1/12	1/8	2/3		4	64	E4	4	-200.0	205
20	19	221/3	221/3	0.3333333333333333	11/12	11/12	2/2	1	1	1/12	1/8	2/3		7	61	C#4	4	-200.0	206
21	20	74	74	0.3333333333333333	0	0	2/2	1	1	1/12	1/8	2/3		2	62	D4	4	-200.0	207
21	20	223/3	223/3	0.3333333333333333	1/12	1/12	2/2	1	1	1/12	1/8	2/3		0	60	C4	4	-200.0	208
21	20	224/3	224/3	0.3333333333333333	1/6	1/6	2/2	1	1	1/12	1/8	2/3		-2	58	Bb3	3	-200.0	209
21	20	75	75	0.3333333333333333	1/4	1/4	2/2	1	1	1/12	1/8	2/3		3	57	A3	3	-200.0	210
21	20	226/3	226/3	0.3333333333333333	1/3	1/3	2/2	1	1	1/12	1/8	2/3		-1	53	F3	3		211
21	20	227/3	227/3	0.3333333333333333	5/12	5/12	2/2	1	1	1/12	1/8	2/3		-3	51	Eb3	3		212
21	20	76	76	0.3333333333333333	1/2	1/2	2/2	1	1	1/12	1/8	2/3		-4	56	Ab3	3		213
21	20	229/3	229/3	0.3333333333333333	7/12	7/12	2/2	1	1	1/12	1/8	2/3		1	55	G3	3		214
21	20	230/3	230/3	0.3333333333333333	2/3	2/3	2/2	1	1	1/12	1/8	2/3		-1	53	F3	3		215
21	20	77	77	0.3333333333333333	3/4	3/4	2/2	1	1	1/12	1/8	2/3		-3	51	Eb3	3		216
21	20	232/3	232/3	0.3333333333333333	5/6	5/6	2/2	1	1	1/12	1/8	2/3		2	50	D3	3		217
21	20	233/3	233/3	0.3333333333333333	11/12	11/12	2/2	1	1	1/12	1/8	2/3		0	48	C3	3		218
22	21	78	78	0.3333333333333333	0	0	2/2	1	1	1/12	1/8	2/3		5	47	B2	2		219
22	21	235/3	235/3	0.3333333333333333	1/12	1/12	2/2	1	1	1/12	1/8	2/3		0	48	C3	3		220
22	21	236/3	236/3	0.3333333333333333	1/6	1/6	2/2	1	1	1/12	1/8	2/3		2	50	D3	3		221
22	21	79	79	0.3333333333333333	1/4	1/4	2/2	1	1	1/12	1/8	2/3		1	43	G2	2		222
22	21	238/3	238/3	0.3333333333333333	1/3	1/3	2/2	1	1	1/12	1/8	2/3		5	47	B2	2		223
22	21	239/3	239/3	0.3333333333333333	5/12	5/12	2/2	1	1	1/12	1/8	2/3		2	50	D3	3		224
22	21	80	80	0.3333333333333333	1/2	1/2	2/2	1	1	1/12	1/8	2/3		1	55	G3	3		225
22	21	241/3	241/3	0.3333333333333333	7/12	7/12	2/2	1	1	1/12	1/8	2/3		-1	53	F3	3		226
22	21	242/3	242/3	0.3333333333333333	2/3	2/3	2/2	1	1	1/12	1/8	2/3		1	55	G3	3		227
22	21	81	81	0.3333333333333333	3/4	3/4	2/2	1	1	1/12	1/8	2/3		-4	56	Ab3	3		228
22	21	244/3	244/3	0.3333333333333333	5/6	5/6	2/2	1	1	1/12	1/8	2/3		1	55	G3	3		229
22	21	245/3	245/3	0.3333333333333333	11/12	11/12	2/2	1	1	1/12	1/8	2/3		-1	53	F3	3		230
