mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	volta	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
7	7	1/4	1/4	4/4	1	1	iv65			a	i		iv65	iv		65					mm7	1	1	-1, 3, 0, 2		2	-1	0	4	0.0	0.0	0.25	0.0
7	7	1/2	1/2	4/4	1	1	VII			a	i		VII	VII							M	1	1	1, 5, 2		1	1	0	4	0.0	0.0	0.25	0.0
7	7	3/4	3/4	4/4	1	1	v65			a	i		v65	v		65					mm7	1	1	1, 5, 2, 4		4	1	0	4	0.0	0.0	0.25	0.0
8	8	0	0	4/4	1	1	i			a	i		i	i							m	1	1	3, 0, 4		3	3	0	4	0.0	0.0	0.25	0.0
8	8	1/4	1/4	4/4	1	1	VIM65			a	i		VIM65	VI	M	65					MM7	1	1	3, 0, 4, -1		-1	3	0	4	0.0	0.0	0.25	0.0
8	8	1/2	1/2	4/4	1	1	ii			a	i		ii	ii							m	1	1	5, 2, 6		5	5	0	4	0.0	0.0	0.25	0.0
8	8	3/4	3/4	4/4	1	1	V65/III			a	i		V65/III	V		65		III			Mm7	1	1	5, 2, -1, 1		1	5	0	4	0.0	0.0	0.25	0.0
9	9	0	0	4/4	1	1	III6			a	i		III6	III		6					M	1	1	4, 1, 0		0	4	1	7	0.125	0.0625	0.4375	0.125
9	9	1/2	1/2	4/4	1	1	III			a	i		III	III							M	1	1	0, 4, 1		0	0	1	7	0.125	0.0625	0.4375	0.125
10	10	0	0	4/4	1	1	V7/VI			a	i		V7/VI	V		7		VI			Mm7	1	1	0, 4, 1, -2		0	0	2	14	0.125	0.125	0.875	0.125
11	11	0	0	4/4	1	1	#viio7/iv			a	i		#viio7/iv	#vii	o	7		iv			o7	1	1	7, 4, 1, -2		7	7	1	7	0.125	0.0625	0.4375	0.125
11	11	1/2	1/2	4/4	1	1	V43/iv			a	i		V43/iv	V		43		iv			Mm7	1	1	4, 1, 3, 7		3	4	1	7	0.125	0.0625	0.4375	0.125
12	12	0	0	4/4	1	1	iv			a	i		iv	iv							m	1	1	2, -1, 3		2	2	2	6	0.25	0.125	0.375	0.25
12	12	1/2	1/2	4/4	1	1	V65			a	i		V65	V		65					Mm7	1	1	8, 5, 2, 4		4	8	1	7	0.125	0.0625	0.4375	0.125
13	13	0	0	4/4	1	1	i6			a	i		i6	i		6					m	1	1	0, 4, 3		3	0	1	3	0.25	0.0625	0.1875	0.25
13	13	1/4	1/4	4/4	1	1	v.iio			a	v		iio	ii	o						o	1	1	6, 3, 0		6	6	0	4	0.0	0.0	0.25	0.0
13	13	1/2	1/2	4/4	1	1	V			a	v		V	V							M	1	1	5, 9, 6		5	5	2	6	0.25	0.125	0.375	0.25
14	14	0	0	4/4	1	1	i			a	v		i	i							m	1	1	4, 1, 5		4	4	1	3	0.25	0.0625	0.1875	0.25
14	14	1/4	1/4	4/4	1	1	iv7			a	v		iv7	iv		7					mm7	1	1	3, 0, 4, 1		3	3	0	4	0.0	0.0	0.25	0.0
14	14	1/2	1/2	4/4	1	1	VII			a	v		VII	VII							M	1	1	2, 6, 3		2	2	1	3	0.25	0.0625	0.1875	0.25
14	14	3/4	3/4	4/4	1	1	IIIM7			a	v		IIIM7	III	M	7					MM7	1	1	1, 5, 2, 6		1	1	0	4	0.0	0.0	0.25	0.0
15	15	0	0	4/4	1	1	VI			a	v		VI	VI							M	1	1	0, 4, 1		0	0	1	3	0.25	0.0625	0.1875	0.25
15	15	1/4	1/4	4/4	1	1	#viio6(2)			a	v		#viio6(2)	#vii	o	6	2				o	1	1	6, 3, 4		9	6	0	4	0.0	0.0	0.25	0.0
15	15	1/2	1/2	4/4	1	1	V			a	v		V	V							M	1	1	5, 9, 6		5	5	0	2	0.0	0.0	0.125	0.0
15	15	5/8	5/8	4/4	1	1	#viio7			a	v		#viio7	#vii	o	7					o7	1	1	9, 6, 3, 0		9	9	1	5	0.16666666666666666	0.0625	0.3125	0.16666666666666666
16	16	0	0	4/4	1	1	i6			a	v		i6	i		6					m	1	1	1, 5, 4		4	1	0	2	0.0	0.0	0.125	0.0
16	16	1/8	1/8	4/4	1	1	#viio7/iv			a	v		#viio7/iv	#vii	o	7		iv			o7	1	1	8, 5, 2, -1		8	8	1	5	0.16666666666666666	0.0625	0.3125	0.16666666666666666
16	16	1/2	1/2	4/4	1	1	iio6			a	v		iio6	ii	o	6					o	1	1	3, 0, 6		6	3	0	2	0.0	0.0	0.125	0.0
16	16	5/8	5/8	4/4	1	1	viio7/V			a	v		viio7/V	vii	o	7		V			o7	1	1	10, 7, 4, 1		10	10	1	5	0.16666666666666666	0.0625	0.3125	0.16666666666666666
17	17	0	0	4/4	1	1	V6			a	v		V6	V		6					M	1	1	9, 6, 5		5	9	0	2	0.0	0.0	0.125	0.0
17	17	1/8	1/8	4/4	1	1	viio64/IV			a	v		viio64/IV	vii	o	64		IV			o	1	1	2, 8, 5		8	2	0	2	0.0	0.0	0.125	0.0
17	17	1/4	1/4	4/4	1	1	IV6			a	v		IV6	IV		6					M	1	1	7, 4, 3		3	7	0	2	0.0	0.0	0.125	0.0
17	17	3/8	3/8	4/4	1	1	viio64/III			a	v		viio64/III	vii	o	64		III			o	1	1	0, 6, 3		6	0	0	2	0.0	0.0	0.125	0.0
17	17	1/2	1/2	4/4	1	1	III6			a	v		III6	III		6					M	1	1	5, 2, 1		1	5	0	2	0.0	0.0	0.125	0.0
17	17	5/8	5/8	4/4	1	1	viio64/bII			a	v		viio64/bII	vii	o	64		bII			o	1	1	-2, 4, 1		4	-2	0	2	0.0	0.0	0.125	0.0
17	17	3/4	3/4	4/4	1	1	bII6			a	v		bII6	bII		6					M	1	1	3, 0, -1		-1	3	0	2	0.0	0.0	0.125	0.0
17	17	7/8	7/8	4/4	1	1	#viio64			a	v		#viio64	#vii	o	64					o	1	1	3, 9, 6		9	3	0	2	0.0	0.0	0.125	0.0
18	18	0	0	4/4	1	1	i6			a	v		i6	i		6					m	1	1	1, 5, 4		4	1	0	2	0.0	0.0	0.125	0.0
18	18	1/8	1/8	4/4	1	1	iio			a	v		iio	ii	o						o	1	1	6, 3, 0		6	6	0	6	0.0	0.0	0.375	0.0
18	18	1/2	1/2	4/4	1	1	#viio7			a	v		#viio7	#vii	o	7					o7	1	1	9, 6, 3, 0		9	9	0	4	0.0	0.0	0.25	0.0
18	18	3/4	3/4	4/4	1	1	V7			a	v		V7	V		7					Mm7	1	1	5, 9, 6, 3		5	5	1	3	0.25	0.0625	0.1875	0.25
19	19	0	0	4/4	1	1	i	1		a	v		i	i							m	1	1	4, 1, 5		4	4	2	3	0.4	0.09375	0.15625	0.375
19	19	1/4	1/4	4/4	1	1	#viio6	1		a	v		#viio6	#vii	o	6					o	1	1	6, 3, 9		9	6	1	1	0.5	0.0625	0.1875	0.25
19	19	1/2	1/2	4/4	1	1	i|PAC}	1		a	v		i	i					PAC	}	m	1	1	4, 1, 5		4	4	0	1	0.0	0.0	0.5	0.0
20	19	0	0	4/4	1	1	i	2		a	v		i	i							m	1	1	4, 1, 5		4	4	2	3	0.4	0.09375	0.15625	0.375
20	19	1/4	1/4	4/4	1	1	#viio6	2		a	v		#viio6	#vii	o	6					o	1	1	6, 3, 9		9	6	1	1	0.5	0.0625	0.1875	0.25
20	19	1/2	1/2	4/4	1	1	i	2		a	v		i	i							m	1	1	4, 1, 5		4	4	0	2	0.0	0.0	0.125	0.0
20	19	5/8	5/8	4/4	1	1	iv	2		a	v		iv	iv							m	1	1	3, 0, 4		3	3	0	2	0.0	0.0	0.125	0.0
20	19	3/4	3/4	4/4	1	1	i6	2		a	v		i6	i		6					m	1	1	1, 5, 4		4	1	1	3	0.25	0.0625	0.1875	0.25
21	20	0	0	4/4	1	1	i	2		a	v		i	i							m	1	1	4, 1, 5		4	4	1	7	0.125	0.0625	0.4375	0.125
21	20	1/2	1/2	4/4	1	1	i(2)	2		a	v		i(2)	i			2				m	1	1	6, 1, 5		4	6	4	4	0.5	0.25	0.25	0.5
22	21	0	0	4/4	1	1	i			a	v		i	i							m	1	1	4, 1, 5		4	4	1	3	0.25	0.0625	0.1875	0.25
22	21	1/4	1/4	4/4	1	1	#viio7			a	v		#viio7	#vii	o	7					o7	1	1	9, 6, 3, 0		9	9	1	3	0.25	0.0625	0.1875	0.25
22	21	1/2	1/2	4/4	1	1	i6			a	v		i6	i		6					m	1	1	1, 5, 4		4	1	3	5	0.375	0.1875	0.3125	0.375
23	22	0	0	4/4	1	1	i			a	v		i	i							m	1	1	4, 1, 5		4	4	1	3	0.25	0.0625	0.1875	0.25
23	22	1/4	1/4	4/4	1	1	#viio7			a	v		#viio7	#vii	o	7					o7	1	1	9, 6, 3, 0		9	9	1	3	0.25	0.0625	0.1875	0.25
23	22	1/2	1/2	4/4	1	1	i6			a	v		i6	i		6					m	1	1	1, 5, 4		4	1	1	3	0.25	0.0625	0.1875	0.25
23	22	3/4	3/4	4/4	1	1	V7			a	v		V7	V		7					Mm7	1	1	5, 9, 6, 3		5	5	1	3	0.25	0.0625	0.1875	0.25
24	23	0	0	4/4	1	1	i|PAC}			a	v		i	i					PAC	}	m	1	1	4, 1, 5		4	4	1	3	0.25	0.0625	0.1875	0.25
24	23	1/4	1/4	4/4	1	1	i.V2			a	i		V2	V		2					Mm7	1	1	2, 4, 8, 5		4	2	0	4	0.0	0.0	0.25	0.0
24	23	1/2	1/2	4/4	1	1	i6			a	i		i6	i		6					m	1	1	0, 4, 3		3	0	1	3	0.25	0.0625	0.1875	0.25
24	23	3/4	3/4	4/4	1	1	#viio7			a	i		#viio7	#vii	o	7					o7	1	1	8, 5, 2, -1		8	8	1	3	0.25	0.0625	0.1875	0.25
25	24	0	0	4/4	1	1	i			a	i		i	i							m	1	1	3, 0, 4		3	3	1	3	0.25	0.0625	0.1875	0.25
25	24	1/4	1/4	4/4	1	1	V2/iv			a	i		V2/iv	V		2		iv			Mm7	1	1	1, 3, 7, 4		3	1	0	4	0.0	0.0	0.25	0.0
25	24	1/2	1/2	4/4	1	1	iv6			a	i		iv6	iv		6					m	1	1	-1, 3, 2		2	-1	1	3	0.25	0.0625	0.1875	0.25
25	24	3/4	3/4	4/4	1	1	#viio7/iv			a	i		#viio7/iv	#vii	o	7		iv			o7	1	1	7, 4, 1, -2		7	7	1	3	0.25	0.0625	0.1875	0.25
26	25	0	0	4/4	1	1	i/iv|IAC}			a	i		i/iv	i				iv	IAC	}	m	1	1	2, -1, 3		2	2	2	14	0.125	0.125	0.875	0.125
27	26	0	0	4/4	1	1	V7/VII			a	i		V7/VII	V		7		VII			Mm7	1	1	2, 6, 3, 0		2	2	4	20	0.16666666666666666	0.25	1.25	0.16666666666666666
28	27	1/2	1/2	4/4	1	1	vi7/VII			a	i		vi7/VII	vi		7		VII			mm7	1	1	4, 1, 5, 2		4	4	1	3	0.25	0.0625	0.1875	0.25
28	27	3/4	3/4	4/4	1	1	vii%7/VII			a	i		vii%7/VII	vii	%	7		VII			%7	1	1	6, 3, 0, 4		6	6	1	3	0.25	0.0625	0.1875	0.25
29	28	0	0	4/4	1	1	VII6			a	i		VII6	VII		6					M	1	1	5, 2, 1		1	5	1	7	0.125	0.0625	0.4375	0.125
29	28	1/2	1/2	4/4	1	1	VII			a	i		VII	VII							M	1	1	1, 5, 2		1	1	1	7	0.125	0.0625	0.4375	0.125
30	29	0	0	4/4	1	1	V7/III			a	i		V7/III	V		7		III			Mm7	1	1	1, 5, 2, -1		1	1	4	20	0.16666666666666666	0.25	1.25	0.16666666666666666
31	30	1/2	1/2	4/4	1	1	vi7/III			a	i		vi7/III	vi		7		III			mm7	1	1	3, 0, 4, 1		3	3	1	3	0.25	0.0625	0.1875	0.25
31	30	3/4	3/4	4/4	1	1	vii%7/III			a	i		vii%7/III	vii	%	7		III			%7	1	1	5, 2, -1, 3		5	5	1	3	0.25	0.0625	0.1875	0.25
32	31	0	0	4/4	1	1	III			a	i		III	III							M	1	1	0, 4, 1		0	0	0	4	0.0	0.0	0.25	0.0
32	31	1/4	1/4	4/4	1	1	iv/iv			a	i		iv/iv	iv				iv			m	1	1	1, -2, 2		1	1	1	3	0.25	0.0625	0.1875	0.25
32	31	1/2	1/2	4/4	1	1	V7/iv			a	i		V7/iv	V		7		iv			Mm7	1	1	3, 7, 4, 1		3	3	3	5	0.375	0.1875	0.3125	0.375
33	32	0	0	4/4	1	1	iv			a	i		iv	iv							m	1	1	2, -1, 3		2	2	0	4	0.0	0.0	0.25	0.0
33	32	1/4	1/4	4/4	1	1	iv/V			a	i		iv/V	iv				V			m	1	1	3, 0, 4		3	3	1	3	0.25	0.0625	0.1875	0.25
33	32	1/2	1/2	4/4	1	1	V7/V			a	i		V7/V	V		7		V			Mm7	1	1	5, 9, 6, 3		5	5	3	5	0.375	0.1875	0.3125	0.375
34	33	0	0	4/4	1	1	V			a	i		V	V							M	1	1	4, 8, 5		4	4	0	4	0.0	0.0	0.25	0.0
34	33	1/4	1/4	4/4	1	1	#viio6			a	i		#viio6	#vii	o	6					o	1	1	5, 2, 8		8	5	1	3	0.25	0.0625	0.1875	0.25
34	33	1/2	1/2	4/4	1	1	i6			a	i		i6	i		6					m	1	1	0, 4, 3		3	0	1	3	0.25	0.0625	0.1875	0.25
34	33	3/4	3/4	4/4	1	1	#viio7			a	i		#viio7	#vii	o	7					o7	1	1	8, 5, 2, -1		8	8	1	3	0.25	0.0625	0.1875	0.25
35	34	0	0	4/4	1	1	i			a	i		i	i							m	1	1	3, 0, 4		3	3	1	3	0.25	0.0625	0.1875	0.25
35	34	1/4	1/4	4/4	1	1	ii%7/iv			a	i		ii%7/iv	ii	%	7		iv			%7	1	1	4, 1, -2, 2		4	4	1	3	0.25	0.0625	0.1875	0.25
35	34	1/2	1/2	4/4	1	1	iv6			a	i		iv6	iv		6					m	1	1	-1, 3, 2		2	-1	1	3	0.25	0.0625	0.1875	0.25
35	34	3/4	3/4	4/4	1	1	V7/iv			a	i		V7/iv	V		7		iv			Mm7	1	1	3, 7, 4, 1		3	3	1	3	0.25	0.0625	0.1875	0.25
36	35	0	0	4/4	1	1	iv			a	i		iv	iv							m	1	1	2, -1, 3		2	2	1	3	0.25	0.0625	0.1875	0.25
36	35	1/4	1/4	4/4	1	1	V2/VII			a	i		V2/VII	V		2		VII			Mm7	1	1	0, 2, 6, 3		2	0	0	4	0.0	0.0	0.25	0.0
36	35	1/2	1/2	4/4	1	1	V64			a	i		V64	V		64					M	1	1	5, 4, 8		4	5	1	3	0.25	0.0625	0.1875	0.25
36	35	3/4	3/4	4/4	1	1	iv			a	i		iv	iv							m	1	1	2, -1, 3		2	2	1	3	0.25	0.0625	0.1875	0.25
37	36	0	0	4/4	1	1	#viio7			a	i		#viio7	#vii	o	7					o7	1	1	8, 5, 2, -1		8	8	1	3	0.25	0.0625	0.1875	0.25
37	36	1/4	1/4	4/4	1	1	V			a	i		V	V							M	1	1	4, 8, 5		4	4	6	6	0.5	0.375	0.375	0.5
38	37	0	0	4/4	1	1	#viio6			a	i		#viio6	#vii	o	6					o	1	1	5, 2, 8		8	5	0	2	0.0	0.0	0.125	0.0
38	37	1/8	1/8	4/4	1	1	i6			a	i		i6	i		6					m	1	1	0, 4, 3		3	0	0	2	0.0	0.0	0.125	0.0
38	37	1/4	1/4	4/4	1	1	i			a	i		i	i							m	1	1	3, 0, 4		3	3	4	4	0.5	0.25	0.25	0.5
38	37	3/4	3/4	4/4	1	1	#viio			a	i		#viio	#vii	o						o	1	1	8, 5, 2		8	8	0	2	0.0	0.0	0.125	0.0
38	37	7/8	7/8	4/4	1	1	i			a	i		i	i							m	1	1	3, 0, 4		3	3	0	2	0.0	0.0	0.125	0.0
39	38	0	0	4/4	1	1	V6/V			a	i		V6/V	V		6		V			M	1	1	9, 6, 5		5	9	1	3	0.25	0.0625	0.1875	0.25
39	38	1/4	1/4	4/4	1	1	V			a	i		V	V							M	1	1	4, 8, 5		4	4	1	3	0.25	0.0625	0.1875	0.25
39	38	1/2	1/2	4/4	1	1	V43/V			a	i		V43/V	V		43		V			Mm7	1	1	6, 3, 5, 9		5	6	1	3	0.25	0.0625	0.1875	0.25
39	38	3/4	3/4	4/4	1	1	V7/V			a	i		V7/V	V		7		V			Mm7	1	1	5, 9, 6, 3		5	5	1	3	0.25	0.0625	0.1875	0.25
40	39	0	0	4/4	1	1	V			a	i		V	V							M	1	1	4, 8, 5		4	4	1	3	0.25	0.0625	0.1875	0.25
40	39	1/4	1/4	4/4	1	1	V(4)			a	i		V(4)	V			4				M	1	1	4, 3, 5		4	4	1	3	0.25	0.0625	0.1875	0.25
40	39	1/2	1/2	4/4	1	1	V			a	i		V	V							M	1	1	4, 8, 5		4	4	1	3	0.25	0.0625	0.1875	0.25
40	39	3/4	3/4	4/4	1	1	iio6			a	i		iio6	ii	o	6					o	1	1	2, -1, 5		5	2	1	3	0.25	0.0625	0.1875	0.25
41	40	0	0	4/4	1	1	i			a	i		i	i							m	1	1	3, 0, 4		3	3	2	6	0.25	0.125	0.375	0.25
41	40	1/2	1/2	4/4	1	1	iv			a	i		iv	iv							m	1	1	2, -1, 3		2	2	2	6	0.25	0.125	0.375	0.25
42	41	0	0	4/4	1	1	V6			a	i		V6	V		6					M	1	1	8, 5, 4		4	8	0	2	0.0	0.0	0.125	0.0
42	41	1/8	1/8	4/4	1	1	viio64/IV			a	i		viio64/IV	vii	o	64		IV			o	1	1	1, 7, 4		7	1	0	2	0.0	0.0	0.125	0.0
42	41	1/4	1/4	4/4	1	1	IV6			a	i		IV6	IV		6					M	1	1	6, 3, 2		2	6	0	2	0.0	0.0	0.125	0.0
42	41	3/8	3/8	4/4	1	1	viio64/III			a	i		viio64/III	vii	o	64		III			o	1	1	-1, 5, 2		5	-1	0	2	0.0	0.0	0.125	0.0
42	41	1/2	1/2	4/4	1	1	III6			a	i		III6	III		6					M	1	1	4, 1, 0		0	4	0	2	0.0	0.0	0.125	0.0
42	41	5/8	5/8	4/4	1	1	viio64/bII			a	i		viio64/bII	vii	o	64		bII			o	1	1	-3, 3, 0		3	-3	0	2	0.0	0.0	0.125	0.0
42	41	3/4	3/4	4/4	1	1	bII6			a	i		bII6	bII		6					M	1	1	2, -1, -2		-2	2	0	2	0.0	0.0	0.125	0.0
42	41	7/8	7/8	4/4	1	1	#viio64			a	i		#viio64	#vii	o	64					o	1	1	2, 8, 5		8	2	0	2	0.0	0.0	0.125	0.0
43	42	0	0	4/4	1	1	i6			a	i		i6	i		6					m	1	1	0, 4, 3		3	0	0	2	0.0	0.0	0.125	0.0
43	42	1/8	1/8	4/4	1	1	iio			a	i		iio	ii	o						o	1	1	5, 2, -1		5	5	0	6	0.0	0.0	0.375	0.0
43	42	1/2	1/2	4/4	1	1	#viio7			a	i		#viio7	#vii	o	7					o7	1	1	8, 5, 2, -1		8	8	2	6	0.25	0.125	0.375	0.25
44	43	0	0	4/4	1	1	i6			a	i		i6	i		6					m	1	1	0, 4, 3		3	0	0	4	0.0	0.0	0.25	0.0
44	43	1/4	1/4	4/4	1	1	V(4)			a	i		V(4)	V			4				M	1	1	4, 3, 5		4	4	0	2	0.0	0.0	0.125	0.0
44	43	3/8	3/8	4/4	1	1	V			a	i		V	V							M	1	1	4, 8, 5		4	4	0	2	0.0	0.0	0.125	0.0
44	43	1/2	1/2	4/4	1	1	i			a	i		i	i							m	1	1	3, 0, 4		3	3	0	2	0.0	0.0	0.125	0.0
44	43	5/8	5/8	4/4	1	1	v			a	i		v	v							m	1	1	4, 1, 5		4	4	0	2	0.0	0.0	0.125	0.0
44	43	3/4	3/4	4/4	1	1	iv6			a	i		iv6	iv		6					m	1	1	-1, 3, 2		2	-1	0	2	0.0	0.0	0.125	0.0
44	43	7/8	7/8	4/4	1	1	III6			a	i		III6	III		6					M	1	1	4, 1, 0		0	4	0	2	0.0	0.0	0.125	0.0
45	44	0	0	4/4	1	1	iio6		bII6	a	i		iio6	ii	o	6					o	1	1	2, -1, 5		5	2	0	2	0.0	0.0	0.125	0.0
45	44	1/8	1/8	4/4	1	1	I6			a	i		I6	I		6					M	1	1	7, 4, 3		3	7	0	2	0.0	0.0	0.125	0.0
45	44	1/4	1/4	4/4	1	1	bII6			a	i		bII6	bII		6					M	1	1	2, -1, -2		-2	2	0	2	0.0	0.0	0.125	0.0
45	44	3/8	3/8	4/4	1	1	i6			a	i		i6	i		6					m	1	1	0, 4, 3		3	0	0	2	0.0	0.0	0.125	0.0
45	44	1/2	1/2	4/4	1	1	V43			a	i		V43	V		43					Mm7	1	1	5, 2, 4, 8		4	5	0	4	0.0	0.0	0.25	0.0
45	44	3/4	3/4	4/4	1	1	i6			a	i		i6	i		6					m	1	1	0, 4, 3		3	0	0	2	0.0	0.0	0.125	0.0
45	44	7/8	7/8	4/4	1	1	#viio6			a	i		#viio6	#vii	o	6					o	1	1	5, 2, 8		8	5	0	2	0.0	0.0	0.125	0.0
46	45	0	0	4/4	1	1	i			a	i		i	i							m	1	1	3, 0, 4		3	3	0	2	0.0	0.0	0.125	0.0
46	45	1/8	1/8	4/4	1	1	iio6			a	i		iio6	ii	o	6					o	1	1	2, -1, 5		5	2	0	2	0.0	0.0	0.125	0.0
46	45	1/4	1/4	4/4	1	1	V(4)			a	i		V(4)	V			4				M	1	1	4, 3, 5		4	4	0	2	0.0	0.0	0.125	0.0
46	45	3/8	3/8	4/4	1	1	V			a	i		V	V							M	1	1	4, 8, 5		4	4	0	2	0.0	0.0	0.125	0.0
46	45	1/2	1/2	4/4	1	1	i|PAC}			a	i		i	i					PAC	}	m	1	1	3, 0, 4		3	3	0	17	0.0	0.0	1.5	0.0
48	47	1/16	1/16	4/4	1	1	v.i	1		a	v		i	i							m	1	1	4, 1, 5		4	4	1	6	0.14285714285714285	0.0625	0.375	0.14285714285714285
48	47	1/2	1/2	4/4	1	1	i(2)	1		a	v		i(2)	i			2				m	1	1	6, 1, 5		4	6	4	4	0.5	0.25	0.25	0.5
49	46	0	0	4/4	1	1	i.i|PAC}	2		a	i		i	i					PAC	}	m	1	1	3, 0, 4		3	3	0	9	0.0	0.0	1.0	0.0
