mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	volta	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
8	8	0	0	3/4	1	1	I}{			C	I		I	I						}{	M	0	0	0, 4, 1		0	0	4	15	0.21052631578947367	0.21875	1.71875	0.11290322580645161
9	9	0	0	3/4	1	1	V.V2			C	V		V2	V		2					Mm7	0	0	0, 2, 6, 3		2	0	5	8	0.38461538461538464	0.1875	0.4375	0.3
9	9	1/2	1/2	3/4	1	1	I6			C	V		I6	I		6					M	0	0	5, 2, 1		1	5	0	3	0.0	0.0	0.75	0.0
10	10	0	0	3/4	1	1	IV		ii6	C	V		IV	IV							M	0	0	0, 4, 1		0	0	2	4	0.3333333333333333	0.0625	0.1875	0.25
10	10	1/4	1/4	3/4	1	1	V(64)			C	V		V(64)	V			64				M	0	0	2, 1, 5		2	2	2	5	0.2857142857142857	0.046875	0.703125	0.0625
10	10	1/2	1/2	3/4	1	1	V7			C	V		V7	V		7					Mm7	0	0	2, 6, 3, 0		2	2	0	2	0.0	0.0	0.25	0.0
11	11	0	0	3/4	1	1	I}	1		C	V		I	I						}	M	0	0	1, 5, 2		1	1	0	3	0.0	0.0	0.5	0.0
11	11	1/4	1/4	3/4	1	1	I.IV6(2)	1		C	I		IV6(2)	IV		6	2				M	0	0	3, 0, 1		-1	3	0	2	0.0	0.0	0.1875	0.0
11	11	3/8	3/8	3/4	1	1	IV6	1		C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3	1	2	0.3333333333333333	0.0625	0.1875	0.25
11	11	1/2	1/2	3/4	1	1	V6(2)	1		C	I		V6(2)	V		6	2				M	0	0	5, 2, 3		1	5	0	3	0.0	0.0	0.25	0.0
11	11	5/8	5/8	3/4	1	1	V6	1		C	I		V6	V		6					M	0	0	5, 2, 1		1	5	1	2	0.3333333333333333	0.0625	0.1875	0.25
12	11	0	0	3/4	1	1	I}	2		C	V		I	I						}	M	0	0	1, 5, 2		1	1	2	12	0.14285714285714285	0.125	2.75	0.043478260869565216
14	13	0	0	3/4	1	1	V6/ii			C	V		V6/ii	V		6		ii			M	0	0	8, 5, 4		4	8	0	3	0.0	0.0	0.25	0.0
14	13	1/8	1/8	3/4	1	1	#viio/ii			C	V		#viio/ii	#vii	o			ii			o	0	0	8, 5, 2		8	8	0	4	0.0	0.0	0.5	0.0
14	13	3/8	3/8	3/4	1	1	#viio7/ii			C	V		#viio7/ii	#vii	o	7		ii			o7	0	0	8, 5, 2, -1		8	8	0	3	0.0	0.0	0.375	0.0
14	13	1/2	1/2	3/4	1	1	V6/ii			C	V		V6/ii	V		6		ii			M	0	0	8, 5, 4		4	8	2	5	0.2857142857142857	0.125	0.5	0.2
15	14	0	0	3/4	1	1	ii			C	V		ii	ii							m	0	0	3, 0, 4		3	3	1	4	0.2	0.0625	0.4375	0.125
15	14	1/4	1/4	3/4	1	1	iv6(2)/ii			C	V		iv6(2)/ii	iv		6	2	ii			m	0	0	-1, 3, 4		2	-1	0	4	0.0	0.0	0.5	0.0
15	14	1/2	1/2	3/4	1	1	iv6/ii			C	V		iv6/ii	iv		6		ii			m	0	0	-1, 3, 2		2	-1	2	4	0.3333333333333333	0.125	0.375	0.25
16	15	0	0	3/4	1	1	V(4)/ii			C	V		V(4)/ii	V			4	ii			M	0	0	4, 3, 5		4	4	1	3	0.25	0.0625	0.3125	0.16666666666666666
16	15	1/8	1/8	3/4	1	1	V/ii			C	V		V/ii	V				ii			M	0	0	4, 8, 5		4	4	0	3	0.0	0.0	0.375	0.0
16	15	1/4	1/4	3/4	1	1	#viio64/ii			C	V		#viio64/ii	#vii	o	64		ii			o	0	0	2, 8, 5		8	2	0	7	0.0	0.0	0.625	0.0
16	15	5/8	5/8	3/4	1	1	V2/ii			C	V		V2/ii	V		2		ii			Mm7	0	0	2, 4, 8, 5		4	2	0	3	0.0	0.0	0.25	0.0
17	16	0	0	3/4	1	1	ii6			C	V		ii6	ii		6					m	0	0	0, 4, 3		3	0	2	7	0.2222222222222222	0.125	0.875	0.125
17	16	1/2	1/2	3/4	1	1	iio64/vi			C	V		iio64/vi	ii	o	64		vi			o	0	0	0, 6, 3		6	0	1	2	0.3333333333333333	0.0625	0.1875	0.25
17	16	5/8	5/8	3/4	1	1	#viio64/vi			C	V		#viio64/vi	#vii	o	64		vi			o	0	0	3, 9, 6		9	3	1	2	0.3333333333333333	0.0625	0.1875	0.25
18	17	0	0	3/4	1	1	#viio65/vi			C	V		#viio65/vi	#vii	o	65		vi			o7	0	0	6, 3, 0, 9		9	6	1	6	0.14285714285714285	0.0625	0.6875	0.08333333333333333
18	17	1/4	1/4	3/4	1	1	#viio7/vi			C	V		#viio7/vi	#vii	o	7		vi			o7	0	0	9, 6, 3, 0		9	9	1	4	0.2	0.0625	0.4375	0.125
18	17	1/2	1/2	3/4	1	1	V7/vi			C	V		V7/vi	V		7		vi			Mm7	0	0	5, 9, 6, 3		5	5	1	5	0.16666666666666666	0.0625	0.4375	0.125
19	18	0	0	3/4	1	1	vi			C	V		vi	vi							m	0	0	4, 1, 5		4	4	0	4	0.0	0.0	0.375	0.0
19	18	1/8	1/8	3/4	1	1	#viio6/vi			C	V		#viio6/vi	#vii	o	6		vi			o	0	0	6, 3, 9		9	6	1	2	0.3333333333333333	0.0625	0.1875	0.25
19	18	1/4	1/4	3/4	1	1	vi6			C	V		vi6	vi		6					m	0	0	1, 5, 4		4	1	0	3	0.0	0.0	0.375	0.0
19	18	3/8	3/8	3/4	1	1	iv/vi		iio6/vi	C	V		iv/vi	iv				vi			m	0	0	3, 0, 4		3	3	0	2	0.0	0.0	0.25	0.0
19	18	1/2	1/2	3/4	1	1	V(64)/vi			C	V		V(64)/vi	V			64	vi			M	0	0	5, 4, 1		5	5	1	2	0.3333333333333333	0.0625	0.1875	0.25
19	18	5/8	5/8	3/4	1	1	V7/vi			C	V		V7/vi	V		7		vi			Mm7	0	0	5, 9, 6, 3		5	5	0	3	0.0	0.0	0.25	0.0
20	19	0	0	3/4	1	1	vi(9)}			C	V		vi(9)	vi			9			}	m	0	0	4, 1, 5	6	4	4	0	2	0.0	0.0	0.25	0.0
20	19	1/8	1/8	3/4	1	1	vi			C	V		vi	vi							m	0	0	4, 1, 5		4	4	0	2	0.0	0.0	0.25	0.0
20	19	1/4	1/4	3/4	1	1	I.ii{			C	I		ii	ii						{	m	0	0	2, -1, 3		2	2	2	5	0.2857142857142857	0.125	0.5	0.2
20	19	5/8	5/8	3/4	1	1	VI6/ii			C	I		VI6/ii	VI		6		ii			M	0	0	2, -1, -2		-2	2	0	2	0.0	0.0	0.25	0.0
21	20	0	0	3/4	1	1	V6(b2)/ii			C	I		V6(b2)/ii	V		6	b2	ii			M	0	0	7, 4, -9		3	7	1	1	0.5	0.125	0.125	0.5
21	20	1/8	1/8	3/4	1	1	V6/ii			C	I		V6/ii	V		6		ii			M	0	0	7, 4, 3		3	7	0	2	0.0	0.0	0.25	0.0
21	20	1/4	1/4	3/4	1	1	V7/ii			C	I		V7/ii	V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3	1	8	0.1111111111111111	0.0625	0.8125	0.07142857142857142
22	21	0	0	3/4	1	1	ii(9)			C	I		ii(9)	ii			9				m	0	0	2, -1, 3	4	2	2	0	2	0.0	0.0	0.25	0.0
22	21	1/8	1/8	3/4	1	1	ii			C	I		ii	ii							m	0	0	2, -1, 3		2	2	2	8	0.2	0.125	0.875	0.125
22	21	5/8	5/8	3/4	1	1	vii%65			C	I		vii%65	vii	%	65					%7	0	0	2, -1, 3, 5		5	2	0	3	0.0	0.0	0.375	0.0
23	22	0	0	3/4	1	1	I6(7)			C	I		I6(7)	I		6	7				M	0	0	4, 1, 5		0	4	0	2	0.0	0.0	0.25	0.0
23	22	1/8	1/8	3/4	1	1	I6			C	I		I6	I		6					M	0	0	4, 1, 0		0	4	0	2	0.0	0.0	0.25	0.0
23	22	1/4	1/4	3/4	1	1	viio/V			C	I		viio/V	vii	o			V			o	0	0	6, 3, 0		6	6	0	3	0.0	0.0	0.375	0.0
23	22	1/2	1/2	3/4	1	1	vii%7/V			C	I		vii%7/V	vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6	1	5	0.16666666666666666	0.0625	0.4375	0.125
24	23	0	0	3/4	1	1	V			C	I		V	V							M	0	0	1, 5, 2		1	1	4	10	0.2857142857142857	0.25	1.1875	0.17391304347826086
25	24	0	0	3/4	1	1	iv6			C	I		iv6	iv		6					m	0	0	-4, 0, -1		-1	-4	4	5	0.4444444444444444	0.25	0.3125	0.4444444444444444
25	24	1/2	1/2	3/4	1	1	V43/V			C	I		V43/V	V		43		V			Mm7	0	0	3, 0, 2, 6		2	3	1	7	0.125	0.03125	0.40625	0.07142857142857142
26	25	0	0	3/4	1	1	V(64)			C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1	3	7	0.3	0.078125	0.546875	0.125
26	25	1/4	1/4	3/4	1	1	V(4)			C	I		V(4)	V			4				M	0	0	1, 0, 2		1	1	3	4	0.42857142857142855	0.09375	0.65625	0.125
26	25	1/2	1/2	3/4	1	1	V			C	I		V	V							M	0	0	1, 5, 2		1	1	1	2	0.3333333333333333	0.03125	0.21875	0.125
27	26	0	0	3/4	1	1	I}	1		C	I		I	I						}	M	0	0	0, 4, 1		0	0	0	5	0.0	0.0	0.75	0.0
27	26	1/4	1/4	3/4	1	1	V.vi64	1		C	V		vi64	vi		64					m	0	0	5, 4, 1		4	5	0	4	0.0	0.0	0.5	0.0
27	26	1/2	1/2	3/4	1	1	viio6	1		C	V		viio6	vii	o	6					o	0	0	3, 0, 6		6	3	0	4	0.0	0.0	0.5	0.0
28	27	0	0	3/4	1	1	I{	1		C	V		I	I						{	M	0	0	1, 5, 2		1	1	3	13	0.1875	0.1875	1.4375	0.11538461538461539
29	26	0	0	3/4	1	1	I}	2		C	I		I	I						}	M	0	0	0, 4, 1		0	0	0	3	0.0	0.0	2.25	0.0
