mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	volta	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
13	12	0	0	3/4	1	1	VII			b	i		VII	VII							M	1	1	3, 7, 4		3	3	2	5	0.2857142857142857	0.25	1.625	0.13333333333333333
14	13	0	0	3/4	1	1	V2/iv			b	i		V2/iv	V		2		iv			Mm7	1	1	3, 5, 9, 6		5	3	1	3	0.25	0.125	0.625	0.16666666666666666
14	13	3/8	3/8	3/4	1	1	iv6			b	i		iv6	iv		6					m	1	1	1, 5, 4		4	1	0	2	0.0	0.0	0.25	0.0
14	13	1/2	1/2	3/4	1	1	#viio6/iv			b	i		#viio6/iv	#vii	o	6		iv			o	1	1	6, 3, 9		9	6	0	3	0.0	0.0	0.5	0.0
15	14	0	0	3/4	1	1	iv64/iv			b	i		iv64/iv	iv		64		iv			m	1	1	4, 3, 0		3	4	1	4	0.2	0.0625	0.4375	0.125
15	14	1/4	1/4	3/4	1	1	V65/iv			b	i		V65/iv	V		65		iv			Mm7	1	1	9, 6, 3, 5		5	9	0	3	0.0	0.0	0.5	0.0
15	14	1/2	1/2	3/4	1	1	iv			b	i		iv	iv							m	1	1	4, 1, 5		4	4	0	3	0.0	0.0	0.75	0.0
16	15	0	0	3/4	1	1	iio6/iv			b	i		iio6/iv	ii	o	6		iv			o	1	1	3, 0, 6		6	3	1	4	0.2	0.125	0.875	0.125
16	15	1/4	1/4	3/4	1	1	V(64)/iv			b	i		V(64)/iv	V			64	iv			M	1	1	5, 4, 1		5	5	1	4	0.2	0.125	0.875	0.125
16	15	1/2	1/2	3/4	1	1	V7/iv			b	i		V7/iv	V		7		iv			Mm7	1	1	5, 9, 6, 3		5	5	1	4	0.2	0.125	0.875	0.125
17	16	0	0	3/4	1	1	iv}			b	i		iv	iv						}	m	1	1	4, 1, 5		4	4	2	3	0.4	0.25	0.875	0.2222222222222222
18	17	0	0	3/4	1	1	V7/III{			b	i		V7/III	V		7		III		{	Mm7	1	1	3, 7, 4, 1		3	3	1	5	0.16666666666666666	0.125	1.125	0.1
18	17	1/2	1/2	3/4	1	1	V2/III			b	i		V2/III	V		2		III			Mm7	1	1	1, 3, 7, 4		3	1	1	2	0.3333333333333333	0.125	0.375	0.25
19	18	0	0	3/4	1	1	III6			b	i		III6	III		6					M	1	1	6, 3, 2		2	6	0	2	0.0	0.0	0.625	0.0
19	18	1/4	1/4	3/4	1	1	viio6/III			b	i		viio6/III	vii	o	6		III			o	1	1	4, 1, 7		7	4	0	2	0.0	0.0	0.375	0.0
19	18	1/2	1/2	3/4	1	1	III			b	i		III	III							M	1	1	2, 6, 3		2	2	0	3	0.0	0.0	0.75	0.0
20	19	0	0	3/4	1	1	IV/III			b	i		IV/III	IV				III			M	1	1	1, 5, 2		1	1	0	4	0.0	0.0	1.0	0.0
20	19	1/4	1/4	3/4	1	1	viio6/III			b	i		viio6/III	vii	o	6		III			o	1	1	4, 1, 7		7	4	0	3	0.0	0.0	0.75	0.0
20	19	1/2	1/2	3/4	1	1	III			b	i		III	III							M	1	1	2, 6, 3		2	2	0	3	0.0	0.0	0.75	0.0
21	20	0	0	3/4	1	1	V/III			b	i		V/III	V				III			M	1	1	3, 7, 4		3	3	2	3	0.4	0.25	1.25	0.16666666666666666
21	20	1/2	1/2	3/4	1	1	viio/III			b	i		viio/III	vii	o			III			o	1	1	7, 4, 1		7	7	0	3	0.0	0.0	0.5	0.0
22	21	0	0	3/4	1	1	V43			b	i		V43	V		43					Mm7	1	1	7, 4, 6, 10		6	7	3	6	0.3333333333333333	0.3125	0.9375	0.25
23	22	0	0	3/4	1	1	i			b	i		i	i							m	1	1	5, 2, 6		5	5	1	3	0.25	0.125	1.375	0.08333333333333333
23	22	1/2	1/2	3/4	1	1	v6			b	i		v6	v		6					m	1	1	3, 7, 6		6	3	0	4	0.0	0.0	1.0	0.0
24	23	0	0	3/4	1	1	iv6(2)			b	i		iv6(2)	iv		6	2				m	1	1	1, 5, 6		4	1	0	4	0.0	0.0	1.0	0.0
24	23	1/4	1/4	3/4	1	1	iv6			b	i		iv6	iv		6					m	1	1	1, 5, 4		4	1	1	1	0.5	0.125	0.125	0.5
24	23	1/2	1/2	3/4	1	1	iio6			b	i		iio6	ii	o	6					o	1	1	4, 1, 7		7	4	1	2	0.3333333333333333	0.125	0.375	0.25
25	24	0	0	3/4	1	1	V}			b	i		V	V						}	M	1	1	6, 10, 7		6	6	2	3	0.4	0.25	0.875	0.2222222222222222
26	25	0	0	3/4	1	1	i6{			b	i		i6	i		6				{	m	1	1	2, 6, 5		5	2	0	3	0.0	0.0	0.75	0.0
26	25	1/4	1/4	3/4	1	1	#viio6			b	i		#viio6	#vii	o	6					o	1	1	7, 4, 10		10	7	0	3	0.0	0.0	0.75	0.0
26	25	1/2	1/2	3/4	1	1	i			b	i		i	i							m	1	1	5, 2, 6		5	5	0	3	0.0	0.0	0.75	0.0
27	26	0	0	3/4	1	1	V7/VII			b	i		V7/VII	V		7		VII			Mm7	1	1	4, 8, 5, 2		4	4	0	7	0.0	0.0	0.875	0.0
28	27	0	0	3/4	1	1	VII64		iio6	b	i		VII64	VII		64					M	1	1	4, 3, 7		3	4	1	3	0.25	0.0625	0.4375	0.125
28	27	1/4	1/4	3/4	1	1	i6			b	i		i6	i		6					m	1	1	2, 6, 5		5	2	1	3	0.25	0.0625	0.4375	0.125
28	27	1/2	1/2	3/4	1	1	#viio6(2)			b	i		#viio6(2)	#vii	o	6	2				o	1	1	7, 4, 5		10	7	0	4	0.0	0.0	1.0	0.0
29	28	0	0	3/4	1	1	V7			b	i		V7	V		7					Mm7	1	1	6, 10, 7, 4		6	6	1	7	0.125	0.125	1.125	0.1
30	29	0	0	3/4	1	1	i64			b	i		i64	i		64					m	1	1	6, 5, 2		5	6	0	3	0.0	0.0	0.75	0.0
30	29	1/4	1/4	3/4	1	1	VII64			b	i		VII64	VII		64					M	1	1	4, 3, 7		3	4	0	3	0.0	0.0	0.75	0.0
30	29	1/2	1/2	3/4	1	1	VI64			b	i		VI64	VI		64					M	1	1	2, 1, 5		1	2	0	3	0.0	0.0	0.75	0.0
31	30	0	0	3/4	1	1	V43			b	i		V43	V		43					Mm7	1	1	7, 4, 6, 10		6	7	1	5	0.16666666666666666	0.125	0.625	0.16666666666666666
31	30	1/2	1/2	3/4	1	1	i			b	i		i	i							m	1	1	5, 2, 6		5	5	0	3	0.0	0.0	0.75	0.0
32	31	0	0	3/4	1	1	iio6			b	i		iio6	ii	o	6					o	1	1	4, 1, 7		7	4	0	2	0.0	0.0	0.375	0.0
32	31	1/4	1/4	3/4	1	1	V			b	i		V	V							M	1	1	6, 10, 7		6	6	1	2	0.3333333333333333	0.125	0.875	0.125
33	32	0	0	3/4	1	1	i}			b	i		i	i						}	m	1	1	5, 2, 6		5	5	0	3	0.0	0.0	2.25	0.0
